n	potential_hex	potential	recurrence_upper	gap_lower	ratio_upper	evaluations
233	0x1.8bc3120bfea22p+14	25328.767623881002	25325.123281614844	3.6443422661577638	0.46655432267827757	1400107
234	0x1.8f27a2535ff96p+14	25545.908521174999	25542.231819780827	3.6767013941716864	0.46654080869995995	1408446
235	0x1.928fe7c476d6cp+14	25763.976335389001	25760.266397392948	3.7099379960527581	0.4665274121392306	1416830
236	0x1.95fbe25fd8357p+14	25982.971068743002	25979.228518850596	3.7425498924058043	0.46651413151290955	1425176
237	0x1.996b92261740ep+14	26202.892723429999	26199.116965792356	3.7757576376425273	0.46650096536221058	1433563
238	0x1.9cdef7179a2e2p+14	26423.741300973001	26419.931480186009	3.8098207869916219	0.46648791224089065	1441951
239	0x1.a056113515fb3p+14	26645.516804069001	26641.673932665686	3.8428714033143474	0.46647497074751859	1450374
240	0x1.a3d0e07ef7b56p+14	26868.219234343	26864.342562991413	3.8766713515869919	0.46646213948512166	1458761
241	0x1.a74f64f5b8a0cp+14	27091.848593602001	27087.938560303388	3.9100332986126882	0.46644941708307375	1467177
242	0x1.aad19e9a0a93fp+14	27316.404884496002	27312.461384466675	3.9435000293269691	0.46643680220777284	1475535
243	0x1.ae578d6c55c74p+14	27541.888108578001	27537.910437760369	3.977670817632315	0.46642429352873049	1483938
244	0x1.b1e1316d11144p+14	27768.298267619	27764.286656601329	4.0116110176713837	0.46641188974098036	1492305
245	0x1.b56e8a9cf1bdcp+14	27995.635364319998	27991.589388543565	4.0459757764328961	0.46639958957634331	1500707
246	0x1.b8ff98fc6aec8p+14	28223.899400397	28219.819245282932	4.0801551140684742	0.46638739177072192	1509131
