n	potential_hex	potential	recurrence_upper	gap_lower	ratio_upper	evaluations
247	0x1.bc945c8be06aep+14	28453.090377337001	28448.976015603108	4.114361733893019	0.46637529507674297	1517586
248	0x1.c02cd54bf134p+14	28683.208297509002	28679.05917883461	4.1491186743915014	0.46636329828155915	1525997
249	0x1.c3c9033d37a19p+14	28914.253163213001	28910.068739924453	4.1844232885487136	0.46635140019052934	1534425
250	0x1.c768e66026752p+14	29146.224976158999	29142.00579673229	4.21917942670916	0.4663395996185441	1542807
251	0x1.cb0c7eb522ae8p+14	29379.123737852002	29374.869251911041	4.2544859409608753	0.46632789539613678	1551218
252	0x1.ceb3cc3cbf56ap+14	29612.949450483	29608.659954255279	4.2894962277205186	0.46631628638326739	1559609
253	0x1.d25ecef7a86dap+14	29847.702116615001	29843.377053271281	4.3250633437201023	0.46630477146362248	1568056
254	0x1.d60d86e64681bp+14	30083.381737806001	30079.021378740556	4.360359065445663	0.46629334952269225	1576475
255	0x1.d9bff4090a2eap+14	30319.988315734001	30315.592619567873	4.3956961661278902	0.46628201946534431	1584931
256	0x1.dd76166077b9fp+14	30557.521852369999	30553.090041286589	4.4318110834101381	0.46627078021804824	1593353
257	0x1.e12feded06533p+14	30795.982349490001	30791.514868067519	4.4674814224817956	0.46625963072097998	1601810
258	0x1.e4ed7aaf6283bp+14	31035.369809665001	31030.866077431794	4.5037322332063914	0.46624856994268687	1610233
259	0x1.e8aebca80973fp+14	31275.68423476	31271.144412796835	4.5398219631642851	0.46623759685693422	1618698
260	0x1.ec73b3d75e876p+14	31516.925626256001	31512.349164179868	4.5764620761328834	0.46622671044757408	1627153
261	0x1.f03c603df4e96p+14	31759.093986346001	31754.481306943497	4.612679402503999	0.46621590972454907	1635645
262	0x1.f408c1dc24a5fp+14	32002.189316341999	31997.539822433548	4.6494939084514035	0.46620519369998847	1644117
263	0x1.f7d8d8b2888f1p+14	32246.211618550999	32241.525042617912	4.6865759330867141	0.46619456141553306	1652632
264	0x1.fbaca4c189556p+14	32491.160894533001	32486.437660237607	4.7232342953939215	0.46618401191650893	1661121
265	0x1.ff842609e075fp+14	32737.037147052	32732.276514021181	4.7606330308190072	0.46617354427984348	1669674
266	0x1.01afae45f17bep+15	32983.840377375003	32979.042725369545	4.7976520054580751	0.46616315757497617	1678195
267	0x1.039f242418b91p+15	33231.570587895003	33226.735229598402	4.8353582966010427	0.46615285090119107	1686755
268	0x1.0590749f8d798p+15	33480.227779790002	33475.355142917353	4.8726368726493083	0.4661426233541715	1695285
269	0x1.07839fb8a3b9cp+15	33729.811955562996	33724.901970166982	4.9099853960142346	0.46613247406148345	1703842
270	0x1.0978a56f81982p+15	33980.323116350002	33975.375190400868	4.9479259491345138	0.46612240214471895	1712357
271	0x1.0b6f85c47974cp+15	34231.761264606001	34226.775521946409	4.9857426595917778	0.46611240675652577	1720917
272	0x1.0d6840b7bbffbp+15	34484.126401781999	34479.102282989486	5.0241187925130353	0.46610248704830787	1729478
273	0x1.0f62d64985ec2p+15	34737.418529686998	34732.356294540172	5.0622351468264233	0.46609264218877228	1738080
274	0x1.115f467a22b0ep+15	34991.637650570003	34986.53593541064	5.1017151593623558	0.46608287136461735	1746658
275	0x1.135d9149b70bdp+15	35246.783765526001	35241.64379193879	5.1399735872109877	0.46607317375902158	1755273
276	0x1.155db6b89a5d3p+15	35502.856877159	35497.678023920162	5.1788532388382	0.46606354858694349	1763862
277	0x1.175fb6c700156p+15	35759.856987002	35754.639444896653	5.2175421053470918	0.46605399506056389	1772513
278	0x1.1963917518b96p+15	36017.784096500996	36012.527155372423	5.2569411285730885	0.46604451240232136	1781138
279	0x1.1b6946c33bc34p+15	36276.638208263001	36271.342264396699	5.2959438663019673	0.4660350998607804	1789802
280	0x1.1d70d6b194af7p+15	36536.419323583999	36531.083841037638	5.3354825463611624	0.46602575667836749	1798440
281	0x1.1f7a414057444p+15	36797.127444006997	36791.752887847266	5.3745561597315819	0.46601648211151081	1807136
282	0x1.2185866fdfea7p+15	37058.762572286003	37053.34827959301	5.4142926929926025	0.46600727544245779	1815804
283	0x1.2392a6405b0efp+15	37321.324709745	37315.870899070243	5.4538106747568227	0.46599813594557316	1824522
284	0x1.25a1a0b1f586p+15	37584.813857720001	37579.320034784403	5.4938229355975627	0.4659890629056736	1833202
285	0x1.27b275c509bd7p+15	37849.230018905997	37843.696404372902	5.5336145330948048	0.46598005563442302	1841897
286	0x1.29c52579cb0bfp+15	38114.573194832999	38108.99863068368	5.5745641493194844	0.4659711134387135	1850572
287	0x1.2bd9afd0654c8p+15	38380.843386808003	38375.228618797228	5.6147680107751503	0.46596223563243472	1859286
288	0x1.2df014c914a04p+15	38648.040596623003	38642.385151860079	5.6554447629241613	0.46595342154493408	1867972
289	0x1.3008546427a57p+15	38916.164826621003	38910.469071290798	5.6957553302054285	0.4659446705214379	1876702
290	0x1.32226ea1d642ep+15	39185.216078468002	39179.479413677509	5.736664790492795	0.46593598190806196	1885398
291	0x1.343e63824cc35p+15	39455.194353484003	39449.416965408134	5.7773880758686564	0.46592735505584504	1894133
292	0x1.365c3305b8b7dp+15	39726.099653026999	39720.28111084667	5.8185421803282216	0.46591878932523706	1902842
293	0x1.387bdd2c7c823p+15	39997.931980029003	39992.072508510391	5.8594715186118256	0.46591028410382196	1911594
294	0x1.3a9d61f6c1346p+15	40270.691335714	40264.790319769243	5.9010159447570905	0.46590183876757385	1920335
295	0x1.3cc0c164c52f2p+15	40544.377721940997	40538.435496635582	5.9422253054144667	0.46589345270831378	1929109
296	0x1.3ee5fb76aa11ap+15	40818.991139712001	40813.007056184899	5.9840835271024835	0.46588512531628939	1937853
297	0x1.410d102cb58d1p+15	41094.531591104002	41088.506106419045	6.0254846849566084	0.46587685600226753	1946620
298	0x1.4335ff872fc5dp+15	41370.999078266999	41364.931259572877	6.0678186941222512	0.46586864418570123	1955367
299	0x1.4560c9865b09ap+15	41648.393603176999	41642.28354065575	6.110062521249346	0.46586048929180895	1964168
300	0x1.478d6e2a5bfcbp+15	41926.715166925998	41920.563245793812	6.1519211321865432	0.46585239074362234	1972949
301	0x1.49bbed73738c9p+15	42205.963771449002	42199.76931276403	6.1944586849713223	0.46584434798124763	1981769
302	0x1.4bec4761c3472p+15	42486.139417746002	42479.902658780615	6.2367589653877067	0.46583636044193255	1990567
303	0x1.4e1e7bf598b7bp+15	42767.242108127997	42760.962589976371	6.2795181516266885	0.46582842758474674	1999404
304	0x1.50528b2f2dc8ap+15	43049.271844321003	43042.949386994012	6.3224573269908424	0.46582054886947083	2008234
305	0x1.5288750ed2783p+15	43332.228628709003	43325.863547804664	6.3650809043392647	0.46581272377005123	2017099
306	0x1.54c03994a216ap+15	43616.112462106001	43609.704200869819	6.4082612361817146	0.46580495175045933	2025942
307	0x1.56f9d8c0e38a8p+15	43900.923346625001	43894.472230806772	6.4511158182285717	0.4657972322955683	2034818
308	0x1.59355293c5331p+15	44186.661283647998	44180.166554538569	6.4947291094285893	0.46578956488918882	2043666
309	0x1.5b72a70d7193dp+15	44473.326274441999	44466.787937278277	6.5383371637217342	0.46578194902066394	2052556
310	0x1.5db1d62e342c1p+15	44760.918321256999	44754.336658439737	6.5816628172615301	0.4657743841962228	2061418
311	0x1.5ff2dff627fecp+15	45049.437424898002	45042.811897840656	6.6255270573456064	0.46576686991344191	2070305
312	0x1.6235c465acf1dp+15	45338.883588222998	45332.214542887996	6.6690453350020098	0.46575940569755725	2079164
313	0x1.647a837cfd11fp+15	45629.256812961998	45622.543490679469	6.7133222825286785	0.46575199106821558	2088081
314	0x1.66c11d3c33a6cp+15	45920.557099928003	45913.799218318542	6.7578816094610366	0.46574462554188822	2096986
315	0x1.690991a3a7ff2p+15	46212.784451722997	46205.982563290614	6.8018884323828379	0.46573730865933999	2105930
316	0x1.6b53e0b383d92p+15	46505.938869591002	46499.09230361713	6.8465659738722016	0.46573003995344309	2114854
317	0x1.6da00a6be51a4p+15	46800.020354423003	46793.127940774895	6.892413648107321	0.46572281895951811	2123836
318	0x1.6fee0ecd26c27p+15	47095.028908931003	47088.091993381357	6.9369155496460726	0.465715645236848	2132815
319	0x1.723dedd7724adp+15	47390.964534350998	47383.982507004781	6.9820273462173637	0.46570851833561988	2141835
320	0x1.748fa78ae28b7p+15	47687.827231483003	47680.799023700223	7.0282077827796448	0.46570143780745132	2150841
321	0x1.76e33be7d3637p+15	47985.617003065003	47978.543279487858	7.0737235771448459	0.46569440322847233	2159882
322	0x1.7938aaee72a01p+15	48284.333850461997	48277.214602276479	7.1192481855177894	0.46568741416671822	2168912
323	0x1.7b8ff49ee19bdp+15	48583.977774667997	48576.812823354223	7.164951313774508	0.4656804701920656	2177983
324	0x1.7de918f95ed9bp+15	48884.548777545999	48877.338425762413	7.210351783585792	0.46567357088806977	2187032
325	0x1.804417fe33ef7p+15	49186.046861289004	49178.790546120945	7.2563151680587898	0.46566671584652319	2196116
326	0x1.82a0f1ad8f673p+15	49488.472027283999	49481.169079330837	7.3029479531614916	0.46565990465659235	2205186
327	0x1.84ffa60788237p+15	49791.824276213003	49784.475026370354	7.3492498426494413	0.46565313690591903	2214306
328	0x1.8760350c73a33p+15	50096.103610623999	50088.708430590785	7.395180033214273	0.46564641220464026	2223402
329	0x1.89c29ebc8d0eap+15	50401.310032280002	50393.86832170585	7.4417105741522382	0.46563973016029059	2232525
330	0x1.8c26e31803be1p+15	50707.443542592002	50699.9551319077	7.4884106843019245	0.46563309038192857	2241626
331	0x1.8e8d021ef3c75p+15	51014.504142397003	51006.968910134681	7.5352322623220962	0.46562649247813559	2250771
332	0x1.90f4fbd1a2636p+15	51322.491833758002	51314.909904688648	7.5819290693543726	0.46561993607343238	2259890
333	0x1.935ed0305a0ffp+15	51631.406618895002	51623.777589167701	7.6290297273008028	0.46561342079823087	2269030
334	0x1.95ca7f3b52ab3p+15	51941.248499472997	51933.572226680422	7.6762727925743084	0.46560694628234262	2278138
335	0x1.983808f2a4bc8p+15	52252.017476223002	52244.293819905142	7.7236563178594215	0.46560051215168652	2287288
336	0x1.9aa76d56886f4p+15	52563.713550818997	52555.942012548614	7.7715382703827336	0.46559411804509471	2296416
337	0x1.9d18ac672fdc6p+15	52876.336724754001	52868.517527411444	7.8191973425564347	0.46558776360409981	2305575
338	0x1.9f8bc624f9f94p+15	53189.887000857998	53182.019816870525	7.8671839874732532	0.46558144848620509	2314716
339	0x1.a200ba8ff7733p+15	53504.364379628001	53496.449184768673	7.9151948593280386	0.4655751723325417	2323907
340	0x1.a47789a866aadp+15	53819.768862923003	53811.80528755812	7.9635753648835808	0.4655689348003722	2333070
341	0x1.a6f0336e649ddp+15	54136.100451607002	54128.088693546852	8.0117580601508944	0.46556273554241034	2342264
342	0x1.a96ab7e2202c5p+15	54453.359147076997	54445.299524357673	8.0596227193236682	0.4655565742200764	2351428
343	0x1.abe71703f7d3bp+15	54771.544952149001	54763.436667597765	8.1082845512355544	0.46555045051083321	2360636
344	0x1.ae6550d409a46p+15	55090.657867718997	55082.500902067288	8.1569656517094682	0.46554436407956173	2369820
345	0x1.b0e565529f569p+15	55410.697895983998	55402.491960108331	8.2059358756669081	0.46553831460604084	2379033
346	0x1.b367547fd044dp+15	55731.665037639999	55723.410001183263	8.2550364567359775	0.46553230176116822	2388216
347	0x1.b5eb1e5bc51a2p+15	56053.559293899001	56045.255186677678	8.3041072213236458	0.46552632522401999	2397435
348	0x1.b870c2e6c4897p+15	56376.380666867997	56368.027325277937	8.3533415900601522	0.4655203846848	2406622
349	0x1.baf84220dfb85p+15	56700.129157058	56691.726559179275	8.4025978787249169	0.46551447982412314	2415826
350	0x1.bd819c0a7749bp+15	57024.804767349	57016.352669379092	8.4520979699082073	0.46550861034570623	2424992
351	0x1.c00cd0a3ca418p+15	57350.407499619003	57341.90588017345	8.5016194455529313	0.46550277594840156	2434170
352	0x1.c299dfece5a49p+15	57676.937354255999	57668.385599764537	8.5517544914619048	0.46549697632244336	2443320
353	0x1.c528c9e6134d7p+15	58004.394333461001	57995.792336768653	8.6019966923486191	0.46549121117624742	2452510
354	0x1.c7b98e8f82139p+15	58332.778438629997	58324.126273280519	8.6521653494783077	0.46548548021505648	2461679
355	0x1.ca4c2de9473d1p+15	58662.089670396999	58653.386769674151	8.7029007228484243	0.46547978314141653	2470869
356	0x1.cce0a7f3a2cf8p+15	58992.328030670003	58983.574739073818	8.7532915961855888	0.46547411967136426	2480029
357	0x1.cf76fcaecf7a9p+15	59323.493521197997	59314.689805923488	8.8037152745091571	0.46546848952285247	2489218
358	0x1.d20f2c1ae9e64p+15	59655.586142835004	59646.731469910475	8.8546729245281295	0.46546289240999833	2498400
359	0x1.d4a9363821c0bp+15	59988.605897002002	59979.700288498847	8.9056085031552339	0.46545732805457768	2507611
360	0x1.d7451b06e54c7p+15	60322.552786984998	60313.596216152793	8.9565708322043047	0.46545179619587207	2516790
361	0x1.d9e2da8746524p+15	60657.426813313999	60648.419270026629	9.0075432873709342	0.46544629655476877	2525976
362	0x1.dc8274b967954p+15	60993.227977025002	60984.169098243721	9.0588787812812352	0.46544082885920013	2535163
363	0x1.df23e99d85aedp+15	61329.956279924001	61320.846020875411	9.1102590485897945	0.46543539284599572	2544381
364	0x1.e1c73933e9fp+15	61667.611724196002	61658.448854668939	9.1628695270628651	0.46542998825772863	2553583
365	0x1.e46c637ca267fp+15	62006.194310259998	61996.979152845874	9.2151574141244037	0.46542461482649661	2562833
366	0x1.e7136877d88fep+15	62345.704039352	62336.436772343041	9.267267008959605	0.46541927229352936	2572067
367	0x1.e9bc4825cc8fbp+15	62686.140913383999	62676.821616678979	9.3192967050199496	0.46541396040793248	2581332
368	0x1.ec670286c7a74p+15	63027.504934539	63018.133486550498	9.3714479885020392	0.46540867892352178	2590581
369	0x1.ef13979ad6633p+15	63369.796103191002	63360.371856576392	9.4242466146097268	0.46540342758345649	2599874
370	0x1.f1c2076227701p+15	63713.014420731	63703.536929201015	9.4774915299858531	0.46539820614120536	2609147
371	0x1.f47251dce67ep+15	64057.159888460999	64047.629756029477	9.5301324315223592	0.46539301435227159	2618455
372	0x1.f724770b6f0dcp+15	64402.232509107998	64392.649000515674	9.5835085923245042	0.46538785198511395	2627760
373	0x1.f9d876eddd79dp+15	64748.232283516998	64738.595776401169	9.6365071158288611	0.46538271879706611	2637092
374	0x1.fc8e51844adb8p+15	65095.159212436003	65085.46948419667	9.6897282393329061	0.46537761454742782	2646412
375	0x1.ff4606cee874bp+15	65443.013297332996	65433.269952779039	9.743344553957284	0.46537253900325698	2655774
376	0x1.00ffcb66f64c5p+16	65791.794539826995	65781.997383898677	9.7971559283178049	0.46536749193517296	2665118
377	0x1.025d80c0d760ap+16	66141.502942524996	66131.652315380677	9.8506271443184215	0.46536247312318396	2674493
378	0x1.03bc237521a65p+16	66492.138506033996	66482.233824016614	9.9046820173825818	0.46535748233555901	2683863
379	0x1.051bb383e5e46p+16	66843.701231354004	66833.742547405229	9.9586839487747039	0.46535251934582761	2693260
380	0x1.067c30ed3dceap+16	67196.191120017	67186.178167488892	10.012952528108142	0.46534758393363584	2702631
381	0x1.07dd9bb1366ap+16	67549.608172798995	67539.540430938709	10.067741860286331	0.46534267587574496	2712041
382	0x1.093ff3d0052eap+16	67903.952392887004	67893.830066906565	10.122325980439198	0.46533779496783961	2721438
383	0x1.0aa33949bcef5p+16	68259.223781402994	68249.046719363134	10.177062039860173	0.46533294099355105	2730862
384	0x1.0c076c1e67e3ep+16	68615.422338956007	68605.190755794974	10.231583161032175	0.46532811373532457	2740264
385	0x1.0d6c8c4e28306p+16	68972.548067580996	68962.261120850773	10.286946730222551	0.46532331298755952	2749700
386	0x1.0ed299d90ab33p+16	69330.600968044993	69320.257987910561	10.342980134431853	0.46531853853824945	2759118
387	0x1.103994bf18a24p+16	69689.581040896999	69679.18272074555	10.398320151449296	0.46531379017618479	2768559
388	0x1.11a17d008c532p+16	70049.488289614004	70039.033964185248	10.454325428756418	0.46530906771185848	2778002
389	0x1.130a529d7756ap+16	70410.322715243004	70399.812363352758	10.510351890246964	0.46530437094152843	2787470
390	0x1.14741595e381ap+16	70772.084318370005	70761.518121996458	10.566196373547426	0.4652996996605524	2796910
391	0x1.15dec5e9f63dep+16	71134.773101225001	71124.150503307726	10.622597917274105	0.46529505367720658	2806433
392	0x1.174a6399bbfap+16	71498.389064549003	71487.710143578064	10.678920970938632	0.46529043279199439	2815971
393	0x1.18b6eea53d91bp+16	71862.932208869999	71852.19618601189	10.736022858109207	0.46528583680613034	2825538
394	0x1.1a24670c9afaep+16	72228.402536092995	72217.608871933713	10.793664159282342	0.46528126553179039	2835098
395	0x1.1b92cccfef9b4p+16	72594.800047850993	72583.948918188355	10.851129662638412	0.46527671878129157	2844685
396	0x1.1d021fef539bap+16	72962.124745584006	72951.215088750338	10.909656833668121	0.46527219636761569	2854254
397	0x1.1e72606adf53ep+16	73330.376630743005	73319.407100041761	10.969530701244365	0.46526769810571111	2863869
398	0x1.1fe38e42b7e92p+16	73699.555705542007	73688.52597048771	11.029735054296905	0.46526322381721436	2873468
399	0x1.2155a976e9df6p+16	74069.661970727	74058.575915945476	11.086054781524579	0.46525877331629206	2883058
400	0x1.22c8b2077d6f4p+16	74440.695426788006	74429.552415926548	11.143010861458604	0.46525434641742519	2892625
401	0x1.243ca7f48e8c1p+16	74812.656075391002	74801.45612026898	11.199955122021491	0.46524994294432886	2902217
402	0x1.25b18b3e4161dp+16	75185.543918691998	75174.286117807729	11.257800884268361	0.46524556272550194	2911791
403	0x1.27275be49b4efp+16	75559.358957011005	75548.043700464637	11.315256546367889	0.46524120557980791	2921411
404	0x1.289e19e7accdp+16	75934.101191330003	75922.728633420906	11.372557909096939	0.46523687133203862	2931013
405	0x1.2a15c5478c4ebp+16	76309.770622986995	76298.340393922539	11.430229064455487	0.46523255981092526	2940659
406	0x1.2b8e5e0468f4ap+16	76686.367254790996	76674.87946607644	11.487788714555789	0.46522827085582646	2950287
407	0x1.2d07e41e5510ep+16	77063.891087833996	77052.345516550675	11.545571283320895	0.46522400429724309	2959950
408	0x1.2e8257955ebb4p+16	77442.342122956004	77430.738587615167	11.603535340836968	0.46521975996585463	2969641
409	0x1.2ffdb8699a742p+16	77821.720361379004	77810.058916109585	11.661445269419344	0.46521553769632545	2979357
410	0x1.317a069b2d39fp+16	78202.025805308003	78190.306219645398	11.719585662605821	0.46521133733080328	2989059
411	0x1.32f7422a30802p+16	78583.258456259995	78571.480342228126	11.778114031869334	0.46520715870886403	2998799
412	0x1.34756b16a8db5p+16	78965.418314508002	78953.581765571696	11.836548936305915	0.46520300166431816	3008525
413	0x1.35f48160a54f6p+16	79348.505380946997	79336.610352481526	11.895028465471112	0.465198866036308	3018268
414	0x1.3774850843b52p+16	79732.519657355995	79720.564495799146	11.955161556848905	0.46519475167072755	3028012
415	0x1.38f5760da406dp+16	80117.461145641006	80105.447180203657	12.013965437348814	0.46519065841568313	3037783
416	0x1.3a775470de68cp+16	80503.329847240995	80491.256676333811	12.073170907184247	0.46518658611802549	3047537
417	0x1.3bfa2031fe29ep+16	80890.125762829994	80877.992637143863	12.133125686130368	0.46518253462168402	3057316
418	0x1.3d7dd951093eep+16	81277.848892762995	81265.656553551918	12.192339211076613	0.4651785037703064	3067067
419	0x1.3f027fce1edc6p+16	81666.499238899996	81654.247316090288	12.251922809708047	0.46517449341767259	3076850
420	0x1.408813a964d34p+16	82056.076803495002	82043.765596190555	12.311207304446723	0.46517050342117361	3086593
421	0x1.420e94e2e91d3p+16	82446.581587381006	82434.210315454198	12.37127192680782	0.46516653363150195	3096376
422	0x1.4396037aca69ap+16	82838.013592386997	82825.582393272416	12.431199114580521	0.46516258390639825	3106149
423	0x1.451e5f710e86cp+16	83230.372818859003	83217.881180057768	12.491638801235238	0.46515865409664742	3115968
424	0x1.46a7a8c5bf22ap+16	83623.659267373994	83611.107077697598	12.552189676396663	0.46515474405579177	3125788
425	0x1.4831df78fc893p+16	84017.872939856999	84005.260259364048	12.612680492951766	0.46515085364626724	3135637
426	0x1.49bd038aed14ap+16	84413.013838593994	84400.340297435469	12.673541158525039	0.46514698273377203	3145489
427	0x1.4b4914fb9c0b4p+16	84809.081964256999	84796.347683823857	12.734280433141974	0.46514313117637357	3155376
428	0x1.4cd613cb2ae13p+16	85206.077318840005	85193.282221375834	12.795097464171702	0.46513929884072863	3165249
429	0x1.4e63fff9a70f4p+16	85603.999903146003	85591.141985061957	12.857918084046103	0.46513548558824408	3175170
430	0x1.4ff2d98717d93p+16	86002.849717607998	85989.930762623291	12.918954984706941	0.46513169127965398	3185071
431	0x1.5182a0738f663p+16	86402.626763307999	86389.644690511661	12.982072796337887	0.46512791578053531	3195055
432	0x1.531354bf2ef29p+16	86803.331042227001	86790.286653007133	13.044389219867297	0.46512415896255049	3205021
433	0x1.54a4f66a1359ap+16	87204.962556084996	87191.856679394143	13.105876690853618	0.46512042069713438	3215012
434	0x1.563785744c8bap+16	87607.521305831993	87594.353513594222	13.167792237771208	0.46511670085281076	3224994
435	0x1.57cb01de02182p+16	88011.007293825998	87997.777692330026	13.229601495972018	0.46511299930678307	3235005
436	0x1.595f6ba742f1ep+16	88415.420520957996	88402.128722054447	13.291798903548623	0.46510931592962518	3245009
437	0x1.5af4c2d019a23p+16	88820.760987856003	88807.407069639812	13.35391821619123	0.46510565059175069	3255040
438	0x1.5c8b07588b5c7p+16	89227.028694830005	89213.612218145339	13.416476684666121	0.46510200316314315	3265070
439	0x1.5e223940c267fp+16	89634.223644400001	89620.744485956369	13.479158443631603	0.46509837352649697	3275125
440	0x1.5fba5888cbe36p+16	90042.345837347995	90028.804213070936	13.541624277058871	0.46509476155654972	3285154
441	0x1.61536530b0aa9p+16	90451.395274202005	90437.790715803683	13.604558398321386	0.46509116712790466	3295227
442	0x1.62ed5f3893df1p+16	90861.371957056006	90847.704600259662	13.667356796344391	0.4650875901243629	3305276
443	0x1.648846a099795p+16	91272.275888054006	91258.545336450275	13.730551603730417	0.46508403043100366	3315365
444	0x1.66241b68da092p+16	91684.10706866	91670.313533499706	13.793535160293684	0.46508048793046436	3325422
445	0x1.67c0dd915bbb2p+16	92096.865499242005	92083.008593934414	13.856905307591658	0.46507696250090663	3335505
446	0x1.695e8d1a23575p+16	92510.551180085007	92496.631220928801	13.919959156206458	0.46507345402122013	3345548
447	0x1.6afd2a035183bp+16	92925.164113135004	92911.17971148064	13.984401654364772	0.46506996237974785	3355620
448	0x1.6c9cb44d04039p+16	93340.704300166006	93326.655894316747	14.048405849258414	0.46506648746495349	3365689
449	0x1.6e3d2bf746956p+16	93757.171741878003	93743.059544461415	14.112197416587149	0.46506302916095671	3375781
450	0x1.6fde9102273b7p+16	94174.566439105998	94160.389964169124	14.176474936874	0.46505958735361003	3385872
451	0x1.7180e36da7b47p+16	94592.888391953995	94578.646197044829	14.242194909165844	0.46505616192621485	3395990
452	0x1.73242339f0739p+16	95012.137602832998	94997.830673924022	14.306928908976259	0.46505275277445879	3406117
453	0x1.74c8506724404p+16	95432.314073816	95417.942746345492	14.37132747050782	0.46504935979326462	3416267
454	0x1.766d6af5548d4p+16	95853.417805942998	95838.981572671837	14.436233271160743	0.46504598287344517	3426420
455	0x1.781372e4965bep+16	96275.448800465994	96260.947843600254	14.500956865740589	0.46504262190781798	3436598
456	0x1.79ba6834f4b1fp+16	96698.407058041994	96683.840482538842	14.566575503151396	0.4650392767872904	3446798
457	0x1.7b624ae67d73bp+16	97122.292579499001	97107.661055897755	14.631523601245133	0.46503594740457954	3457019
458	0x1.7d0b1af9630b7p+16	97547.105367841999	97532.408384533745	14.696983308254856	0.46503263366374609	3467241
459	0x1.7eb4d86db3f81p+16	97972.845423934996	97958.082977685903	14.762446249093044	0.46502933545946257	3477523
460	0x1.805f8343728a5p+16	98399.512747916	98384.684593649654	14.828154266346244	0.46502605268391312	3487804
461	0x1.820b1b7aaf401p+16	98827.107340767994	98812.213659819667	14.893680948327527	0.46502278523424995	3498106
462	0x1.83b7a1137de13p+16	99255.629203670003	99240.668852067902	14.96035160210158	0.46501953300945464	3508394
463	0x1.8565140df18ddp+16	99685.078337761995	99670.051915715929	15.026422046066726	0.46501629590921273	3518724
464	0x1.8713746a2c215p+16	100115.454745062	100100.36229089688	15.092454165118395	0.46501307383816709	3529040
465	0x1.88c2c2284c3e3p+16	100546.75842739599	100531.59839250984	15.160034886153879	0.46500986670087191	3539396
466	0x1.8a72fd485638ap+16	100978.989385022	100963.76308116059	15.22630386140372	0.465006674395467	3549730
467	0x1.8c2425ca4fb8p+16	101412.147618277	101396.85452172266	15.293096554334623	0.46500349682137582	3560108
468	0x1.8dd63bae4e946p+16	101846.23312846301	101830.8734356285	15.359692834506857	0.46500033388333262	3570466
469	0x1.8f893ef46813bp+16	102281.245916848	102265.81916439494	15.426752453058723	0.46499718548673641	3580864
470	0x1.913d2f9cb9bd3p+16	102717.185985192	102701.69234869328	15.493636498722479	0.46499405154002732	3591242
471	0x1.92f20da7569fep+16	103154.053334631	103138.49241131918	15.560923311815712	0.46499093194959917	3601658
472	0x1.94a7d91461903p+16	103591.847967241	103576.21983686725	15.628130373748716	0.46498782662687194	3612052
473	0x1.965e91e3e4f0ap+16	104030.569883641	104014.87408941705	15.69579422395327	0.46498473547747959	3622492
474	0x1.98163815e7a67p+16	104470.219084242	104454.45547404779	15.763610194204373	0.46498165840695949	3632933
475	0x1.99cecbaa71c7ep+16	104910.795569526	104894.96442459623	15.831144929776199	0.46497859532199909	3643393
476	0x1.9b884ca1a368dp+16	105352.299341405	105336.39914834191	15.900193063091136	0.46497554613641795	3653856
477	0x1.9d42bafb8fb67p+16	105794.730401022	105778.76231137408	15.968089647911254	0.46497251076136242	3664338
478	0x1.9efe16b852862p+16	106238.088750036	106222.05066114792	16.038088888075432	0.46496948911099262	3674819
479	0x1.a0ba5fd7fbeecp+16	106682.374389406	106666.26817391902	16.106215486986908	0.46496648109712752	3685315
480	0x1.a277965aafdbcp+16	107127.58732127299	107111.41243117074	16.17489010225108	0.46496348663746973	3695810
481	0x1.a435ba407dd66p+16	107573.72754656299	107557.4841802209	16.24336634209612	0.46496050564513047	3706324
482	0x1.a5f4cb8970b0ep+16	108020.795065921	108004.48278016166	16.312285759340735	0.4649575380327518	3716833
483	0x1.a7b4ca358eb5cp+16	108468.789879722	108452.40857867787	16.381301044122662	0.4649545837125712	3727373
484	0x1.a975b644e43e3p+16	108917.71198870199	108901.26142498197	16.450563720019996	0.46495164259913097	3737906
485	0x1.ab378fb79f177p+16	109367.56139559099	109351.04174035999	16.51965523100807	0.46494871461618031	3748460
486	0x1.acfa568dc94e3p+16	109818.338100988	109801.74896281032	16.589138177674609	0.46494579967902938	3759005
487	0x1.aebe0ac76ac96p+16	110270.042105364	110253.38333227386	16.658773090137398	0.46494289770317382	3769588
488	0x1.b082ac64a8ee7p+16	110722.673410948	110705.94474141426	16.728669533738863	0.46494000861221796	3780168
489	0x1.b2483b6598dccp+16	111176.232018999	111159.43342237263	16.798596626365903	0.46493713232630773	3790784
490	0x1.b40eb7ca59da3p+16	111630.717931381	111613.84860111655	16.869330264453307	0.46493426876876731	3801372
491	0x1.b5d62192fc13p+16	112086.131149058	112069.1917891984	16.939359859592511	0.46493141785979825	3812015
492	0x1.b79e78bf859a1p+16	112542.471672392	112525.46238270836	17.009289683643143	0.46492857951778055	3822624
493	0x1.b967bd4ff7fecp+16	112999.739501476	112982.65826484072	17.081236635276579	0.46492575366068589	3833273
494	0x1.bb31ef4469a6ep+16	113457.934637645	113440.78285001185	17.151787633149066	0.46492294021228442	3843905
495	0x1.bcfd0e9d06b68p+16	113917.05708353	113899.8349901262	17.222093403805044	0.46492013910225499	3854532
