r2rnd	8	48	2	1 2 2 1 2 1 1 2
id	12	108	1	1 1 1 1 1 1 1 1 1 1 1 1
id	12	108	2	1 1 1 1 1 1 1 1 1 1 1 1
r2per	12	108	1	1 2 1 2 1 2 1 2 1 2 1 2
r2per	12	108	2	1 2 1 2 1 2 1 2 1 2 1 2
r2sum	12	108	1	1 1 1 1 1 1 2 2 2 2 2 2
r2sum	12	108	2	1 1 1 1 1 1 2 2 2 2 2 2
r2blk	12	108	1	1 1 1 2 2 2 1 1 1 2 2 2
r2blk	12	108	2	1 1 1 2 2 2 1 1 1 2 2 2
r2rnd	12	108	1	1 1 2 2 1 1 1 2 2 2 1 2
r2rnd	12	108	2	1 1 2 2 1 1 1 2 2 2 1 2
r3per	12	108	1	1 2 3 1 2 3 1 2 3 1 2 3
r3per	12	108	2	1 2 3 1 2 3 1 2 3 1 2 3
r3sum	12	108	1	1 1 1 1 2 2 2 2 3 3 3 3
r3sum	12	108	2	1 1 1 1 2 2 2 2 3 3 3 3
r3blk	12	108	1	1 1 2 2 3 3 1 1 2 2 3 3
r3blk	12	108	2	1 1 2 2 3 3 1 1 2 2 3 3
r3rnd	12	108	1	3 1 3 2 3 2 2 1 3 2 1 1
r3rnd	12	108	2	3 1 3 2 3 2 2 1 3 2 1 1
id	16	192	1	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
id	16	192	2	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r2per	16	192	1	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
r2per	16	192	2	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
r2sum	16	192	1	1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2
r2sum	16	192	2	1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2
r2blk	16	192	1	1 1 1 1 2 2 2 2 1 1 1 1 2 2 2 2
r2blk	16	192	2	1 1 1 1 2 2 2 2 1 1 1 1 2 2 2 2
r2rnd	16	192	1	2 2 1 1 2 2 1 1 2 2 1 2 1 2 1 1
r2rnd	16	192	2	2 2 1 1 2 2 1 1 2 2 1 2 1 2 1 1
id	20	300	1	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
id	20	300	2	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r2per	20	300	1	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
r2per	20	300	2	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
r2sum	20	300	1	1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2
r2sum	20	300	2	1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2
r2blk	20	300	1	1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 2 2 2 2 2
r2blk	20	300	2	1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 2 2 2 2 2
r2rnd	20	300	1	1 1 2 1 1 2 2 2 1 1 2 2 2 1 2 1 2 2 1 1
r2rnd	20	300	2	1 1 2 1 1 2 2 2 1 1 2 2 2 1 2 1 2 2 1 1
r3per	9	51	1	1 2 3 1 2 3 1 2 3
r3per	9	51	2	1 2 3 1 2 3 1 2 3
r3sum	9	51	1	1 1 1 2 2 2 3 3 3
r3sum	9	51	2	1 1 1 2 2 2 3 3 3
r3blk	9	51	1	1 1 2 2 3 3 1 2 3
r3blk	9	51	2	1 1 2 2 3 3 1 2 3
r3rnd	9	51	1	1 3 3 3 1 2 2 1 2
r3rnd	9	51	2	1 3 3 3 1 2 2 1 2
r3per	15	141	1	1 2 3 1 2 3 1 2 3 1 2 3 1 2 3
r3per	15	141	2	1 2 3 1 2 3 1 2 3 1 2 3 1 2 3
r3sum	15	141	1	1 1 1 1 1 2 2 2 2 2 3 3 3 3 3
r3sum	15	141	2	1 1 1 1 1 2 2 2 2 2 3 3 3 3 3
r3blk	15	141	1	1 1 1 2 2 2 3 3 3 1 1 2 2 3 3
r3blk	15	141	2	1 1 1 2 2 2 3 3 3 1 1 2 2 3 3
r3rnd	15	141	1	1 2 2 2 3 1 3 2 1 3 3 2 1 1 3
r3rnd	15	141	2	1 2 2 2 3 1 3 2 1 3 3 2 1 1 3
id	8	40	1	1 1 1 1 1 1 1 1
id	8	40	2	1 1 1 1 1 1 1 1
r2per	8	40	1	1 2 1 2 1 2 1 2
r2per	8	40	2	1 2 1 2 1 2 1 2
r2sum	8	40	1	1 1 1 1 2 2 2 2
r2sum	8	40	2	1 1 1 1 2 2 2 2
r2blk	8	40	1	1 1 2 2 1 1 2 2
r2blk	8	40	2	1 1 2 2 1 1 2 2
r2rnd	8	40	1	1 2 2 1 2 1 1 2
r2rnd	8	40	2	1 2 2 1 2 1 1 2
id	12	90	1	1 1 1 1 1 1 1 1 1 1 1 1
id	12	90	2	1 1 1 1 1 1 1 1 1 1 1 1
r2per	12	90	1	1 2 1 2 1 2 1 2 1 2 1 2
r2per	12	90	2	1 2 1 2 1 2 1 2 1 2 1 2
r2sum	12	90	1	1 1 1 1 1 1 2 2 2 2 2 2
