host,sum_y,sum_y2,sum_m2,distinct,overlap_0,overlap_1,overlap_2,overlap_3,overlap_4,overlap_5,overlap_6,overlap_7,overlap_8,target0_y,target0_y2,target0_hit,target1_y,target1_y2,target1_hit,target2_y,target2_y2,target2_hit,target3_y,target3_y2,target3_hit
214,30767,60493,183959417,20253,306,1254,3208,4374,5382,6346,8856,0,30767,1,1,1,1,1,1,0,0,0,2,4,1
215,47900,105386,118613987,28055,416,3172,8620,11692,12266,10792,10528,0,47900,1,1,1,3,9,1,1,1,1,2,4,1
216,51817,140851,119619111,26322,432,4292,11924,17410,17526,17380,20070,0,51817,0,0,0,0,0,0,0,0,0,0,0,0
217,26802,55340,266599373,16945,182,1348,3604,5228,5746,6072,6358,0,26802,0,0,0,1,1,1,0,0,0,0,0,0
218,26380,57242,343549305,16293,404,2160,3860,4738,5504,6338,7858,0,26380,0,0,0,0,0,0,0,0,0,0,0,0
219,28357,51111,191050025,19695,162,978,2236,3798,5700,6258,3622,0,28357,1,1,1,0,0,0,0,0,0,2,4,1
220,24655,49019,211898299,15985,172,848,2240,3628,5286,6668,5522,0,24655,1,1,1,0,0,0,1,1,1,0,0,0
221,57785,193453,139826885,25058,526,4686,14050,24836,28230,25440,37900,0,57785,0,0,0,5,25,1,1,1,1,5,25,1
222,45961,146273,185188535,20838,1600,6862,13944,19618,21412,18942,17934,0,45961,0,0,0,0,0,0,0,0,0,0,0,0
223,31764,93628,241121177,16399,330,1806,4496,7294,9992,8590,29356,0,31764,0,0,0,0,0,0,0,0,0,0,0,0
224,33655,69463,175237877,21437,322,1684,4302,6576,7724,6104,9096,0,33655,0,0,0,0,0,0,0,0,0,0,0,0
225,54101,138477,122800565,27953,1208,6952,14282,16766,15718,13942,15508,0,54101,0,0,0,0,0,0,0,0,0,2,4,1
226,47531,112393,153533161,26602,522,4474,10774,13294,12074,11762,11962,0,47531,1,1,1,1,1,1,2,4,1,0,0,0
227,46521,110425,121567623,26103,1074,5668,12170,13996,12744,10314,7938,0,46521,1,1,1,0,0,0,0,0,0,0,0,0
228,48399,139107,146133421,23399,438,3374,10174,16498,19046,19922,21256,0,48399,0,0,0,1,1,1,0,0,0,2,4,1
229,22565,49081,349791573,14101,290,1128,2662,4196,4350,6272,7618,0,22565,3,9,1,0,0,0,0,0,0,3,9,1
230,44715,97423,119608357,26665,872,4092,7568,9676,10214,10938,9348,0,44715,0,0,0,1,1,1,1,1,1,0,0,0
231,31670,65054,185862795,20112,40,592,2726,5566,7374,7024,10062,0,31670,5,25,1,0,0,0,2,4,1,0,0,0
232,28456,67084,307059957,16290,184,928,2978,5942,8376,9590,10630,0,28456,1,1,1,0,0,0,0,0,0,0,0,0
233,21240,46588,265066683,13280,216,906,2326,3790,5090,5164,7856,0,21240,0,0,0,0,0,0,1,1,1,0,0,0
234,40257,80411,134632899,25929,300,2300,5714,7790,7880,7164,9006,0,40257,0,0,0,1,1,1,0,0,0,0,0,0
235,41218,86336,127903105,24942,330,1594,4524,7534,9624,10910,10602,0,41218,0,0,0,1,1,1,1,1,1,1,1,1
236,46332,115526,126034461,24867,540,4378,10640,13618,14020,13606,12392,0,46332,0,0,0,1,1,1,0,0,0,2,4,1
237,31195,62207,245364209,19937,58,916,3346,6084,7368,7670,5570,0,31195,0,0,0,1,1,1,1,1,1,2,4,1
238,38714,98268,230337223,20951,314,3062,9242,13234,13402,11436,8864,0,38714,2,4,1,0,0,0,5,25,1,1,1,1
239,26034,52178,222174073,16781,170,886,2630,4358,5346,7272,5482,0,26034,2,4,1,0,0,0,1,1,1,1,1,1
240,39092,101002,295526067,21096,344,2944,8740,14048,12934,11476,11424,0,39092,2,4,1,0,0,0,1,1,1,0,0,0
241,39829,97607,179883879,21853,496,2534,6080,9344,12170,13170,13984,0,39829,2,4,1,1,1,1,1,1,1,2,4,1
242,36705,79003,259766969,22164,450,2348,6080,8390,9380,7514,8136,0,36705,2,4,1,2,4,1,0,0,0,2,4,1
243,45489,120589,135190273,24123,422,2746,7736,13426,16888,16944,16938,0,45489,2,4,1,2,4,1,1,1,1,5,25,1
244,46486,108220,128678393,26156,180,1864,6676,12220,16140,14568,10086,0,46486,0,0,0,1,1,1,2,4,1,0,0,0
245,24439,44165,211006065,16995,110,754,1906,2888,3858,4366,5844,0,24439,2,4,1,1,1,1,0,0,0,0,0,0
246,55884,151920,102770491,27992,692,4658,12014,17394,18442,18432,24404,0,55884,0,0,0,2,4,1,2,4,1,0,0,0
247,22355,63457,391930647,11535,294,2162,5464,6834,6554,9894,9900,0,22355,0,0,0,0,0,0,0,0,0,0,0,0
248,46629,116683,139717823,24893,448,2460,7458,12860,15010,15862,15956,0,46629,0,0,0,1,1,1,1,1,1,0,0,0
249,44287,105247,153868907,24525,424,2766,7834,12276,12564,11676,13420,0,44287,0,0,0,0,0,0,1,1,1,0,0,0
250,50902,127966,107927199,27101,718,3648,9504,14070,15388,15698,18038,0,50902,1,1,1,2,4,1,3,9,1,1,1,1
251,48417,121711,149516957,25887,382,4030,11448,14898,14208,13292,15036,0,48417,4,16,1,8,64,1,3,9,1,2,4,1
252,49229,120203,135135001,26598,658,3774,9742,14118,15400,14572,12710,0,49229,0,0,0,1,1,1,4,16,1,1,1,1
253,35301,91943,202075473,19171,578,2906,6814,9914,11834,11522,13074,0,35301,2,4,1,1,1,1,2,4,1,1,1,1
254,50207,135879,118503617,25818,814,5228,11406,14062,15808,11918,26436,0,50207,0,0,0,1,1,1,1,1,1,2,4,1
255,30005,66993,203415115,18332,346,1756,4070,6014,7278,5922,11602,0,30005,1,1,1,0,0,0,0,0,0,0,0,0
256,27417,73133,218311869,14831,226,1970,4692,6714,9258,7722,15134,0,27417,3,9,1,2,4,1,2,4,1,4,16,1
257,41816,101366,171806431,23764,478,3316,8572,12526,12106,10836,11716,0,41816,0,0,0,0,0,0,1,1,1,0,0,0
258,19447,41777,310472283,11798,122,580,1776,3348,5072,6120,5312,0,19447,2,4,1,0,0,0,1,1,1,0,0,0
259,31656,66514,172463463,20495,328,1748,4130,6562,7500,7226,7364,0,31656,1,1,1,0,0,0,1,1,1,0,0,0
260,28358,67628,259886495,16373,250,2112,4744,6796,7466,8336,9566,0,28358,7,49,1,0,0,0,1,1,1,1,1,1
261,40827,102967,209861581,22408,188,1778,5926,10736,13446,11470,18596,0,40827,8,64,1,1,1,1,4,16,1,0,0,0
262,43935,95873,112911287,25921,556,2874,6756,9804,10826,10712,10410,0,43935,1,1,1,0,0,0,1,1,1,1,1,1
263,43111,97123,169230547,25076,228,1996,7040,11304,13366,11760,8318,0,43111,0,0,0,1,1,1,1,1,1,1,1,1
264,43508,98016,101561383,25649,784,3478,7786,10772,11172,10074,10442,0,43508,2,4,1,0,0,0,1,1,1,1,1,1
265,44922,104638,146243879,25061,760,3700,7534,10588,11708,10902,14524,0,44922,2,4,1,1,1,1,1,1,1,2,4,1
266,28651,56615,222082819,18587,118,726,2146,4336,6710,7112,6816,0,28651,1,1,1,2,4,1,0,0,0,0,0,0
267,34173,75593,178153733,20328,316,2000,5056,7648,9840,9308,7252,0,34173,0,0,0,2,4,1,1,1,1,1,1,1
268,46253,137073,235808475,22133,626,3772,10304,16976,19460,19284,20398,0,46253,0,0,0,1,1,1,2,4,1,2,4,1
269,65662,180906,116613891,31587,902,8038,21190,25656,23770,21150,14538,0,65662,0,0,0,2,4,1,4,16,1,0,0,0
270,64942,206916,136286011,28795,1682,9210,22946,30616,27850,24242,25428,0,64942,2,4,1,4,16,1,6,36,1,0,0,0
271,43010,103116,175820167,24086,522,3124,7632,11302,13070,11500,12956,0,43010,0,0,0,0,0,0,1,1,1,3,9,1
272,37599,78725,149484733,23529,530,2640,5468,7510,8858,7870,8250,0,37599,3,9,1,1,1,1,1,1,1,0,0,0
273,44132,107594,160169945,24131,460,2404,6804,11714,14754,14886,12440,0,44132,1,1,1,1,1,1,2,4,1,0,0,0
274,14849,31787,461877533,9803,102,634,1550,2354,2698,3780,5820,0,14849,0,0,0,0,0,0,0,0,0,0,0,0
275,19292,42714,380704353,11641,194,982,2294,3592,4720,6148,5492,0,19292,6,36,1,1,1,1,1,1,1,1,1,1
276,52434,150522,119898997,25289,650,4912,12956,17946,17878,15550,28196,0,52434,0,0,0,0,0,0,1,1,1,2,4,1
277,55889,178097,140185161,25368,1072,7574,17086,21772,21584,17376,35744,0,55889,1,1,1,0,0,0,0,0,0,0,0,0
278,44016,104022,149523853,24776,366,2982,7730,13054,13228,11350,11296,0,44016,0,0,0,0,0,0,1,1,1,1,1,1
279,67331,223913,117224657,28409,1350,9412,25542,37142,34162,26110,22864,0,67331,0,0,0,2,4,1,2,4,1,2,4,1
280,36745,104659,356245423,18669,556,3520,9542,14430,14642,11502,13722,0,36745,2,4,1,3,9,1,0,0,0,2,4,1
281,47578,112390,108904205,26544,976,4034,9070,12838,14066,13056,10772,0,47578,1,1,1,1,1,1,0,0,0,2,4,1
282,36037,81699,236792619,21689,512,3134,7026,9592,9508,9612,6278,0,36037,0,0,0,0,0,0,0,0,0,0,0,0
283,33216,91924,197161101,16669,168,1552,4500,8946,10940,12792,19810,0,33216,3,9,1,0,0,0,0,0,0,0,0,0
284,26517,55585,244952295,16712,160,1050,2866,4070,4836,7552,8534,0,26517,1,1,1,3,9,1,0,0,0,2,4,1
285,42442,114246,198361767,21832,370,3064,9544,15594,15176,14402,13654,0,42442,1,1,1,3,9,1,2,4,1,1,1,1
286,41888,118178,183255595,21414,696,4164,10656,15600,15774,15868,13532,0,41888,7,49,1,1,1,1,1,1,1,2,4,1
287,34007,77781,161876125,19545,460,2084,5348,7822,7906,8624,11530,0,34007,0,0,0,0,0,0,0,0,0,0,0,0
288,36682,88814,225767691,20678,220,1460,4974,9386,11634,10434,14024,0,36682,3,9,1,1,1,1,2,4,1,1,1,1
289,35367,90567,192766979,18980,230,1786,5764,8616,11932,11506,15366,0,35367,1,1,1,0,0,0,2,4,1,1,1,1
290,25807,57137,431822827,16032,294,2090,4834,6466,6876,6124,4646,0,25807,0,0,0,0,0,0,0,0,0,0,0,0
291,29202,86258,310162579,14245,342,2330,5604,8774,11606,13634,14766,0,29202,2,4,1,3,9,1,1,1,1,1,1,1
292,50751,133999,156201157,25660,1370,7330,15986,18852,15016,12234,12460,0,50751,0,0,0,2,4,1,2,4,1,1,1,1
293,43569,108941,166531597,23874,258,1884,5916,12064,14954,11224,19072,0,43569,0,0,0,0,0,0,1,1,1,2,4,1
294,34834,81074,178382671,20483,548,3238,6902,8912,8408,9420,8812,0,34834,0,0,0,0,0,0,0,0,0,0,0,0
295,23830,49198,275925979,15400,212,1298,3014,4880,5326,5360,5278,0,23830,0,0,0,0,0,0,0,0,0,0,0,0
296,47087,129921,164970607,23741,348,3120,9706,16046,17026,15414,21174,0,47087,1,1,1,1,1,1,2,4,1,0,0,0
297,35628,77358,225351671,21591,288,2118,5352,7734,8848,9628,7762,0,35628,0,0,0,0,0,0,1,1,1,0,0,0
298,29920,56746,197140261,19868,58,496,2070,5046,6512,6858,5786,0,29920,1,1,1,0,0,0,2,4,1,2,4,1
299,56149,144963,130833429,29304,1064,5798,13946,20250,18922,14844,13990,0,56149,0,0,0,0,0,0,2,4,1,0,0,0
300,45443,129777,176425999,22894,620,4870,11474,15126,16830,17782,17632,0,45443,0,0,0,1,1,1,1,1,1,1,1,1
301,52504,137630,129633029,26648,442,3854,11644,17306,17824,16292,17764,0,52504,1,1,1,1,1,1,0,0,0,1,1,1
302,27123,54763,218633907,17681,248,1478,3794,5308,5654,5466,5692,0,27123,0,0,0,0,0,0,2,4,1,0,0,0
303,37215,96733,178434767,19579,490,3738,9074,12796,12778,10946,9696,0,37215,0,0,0,2,4,1,2,4,1,3,9,1
304,33364,80944,287956281,18790,352,2056,5130,7552,9008,9948,13534,0,33364,2,4,1,0,0,0,2,4,1,3,9,1
305,43244,139064,171384997,19556,978,4964,11120,16180,19872,16316,26390,0,43244,0,0,0,0,0,0,0,0,0,0,0,0
306,48563,129853,137496043,24384,540,3536,9460,15696,18466,18666,14926,0,48563,0,0,0,0,0,0,0,0,0,0,0,0
307,25681,47237,226605989,17667,92,722,2532,4298,4946,4326,4640,0,25681,4,16,1,2,4,1,0,0,0,0,0,0
308,40503,99135,157553961,22084,430,2616,7112,11342,12772,12190,12170,0,40503,4,16,1,3,9,1,1,1,1,3,9,1
309,35369,94337,224186813,18828,658,3374,7076,10214,11144,12238,14264,0,35369,1,1,1,0,0,0,0,0,0,2,4,1
310,47020,122022,132872073,24646,574,3954,10788,16406,16376,12758,14146,0,47020,1,1,1,1,1,1,1,1,1,0,0,0
311,39029,89207,177987069,22675,486,2760,6502,9236,10114,9524,11556,0,39029,2,4,1,0,0,0,1,1,1,0,0,0
312,49232,128272,163280437,25418,386,3940,11518,17350,18180,15314,12352,0,49232,0,0,0,4,16,1,0,0,0,2,4,1
313,31105,71961,282945135,18206,278,2188,5258,7410,8646,8722,8354,0,31105,0,0,0,0,0,0,0,0,0,0,0,0
314,53865,154627,127454733,25586,444,3550,10624,19106,22990,24578,19470,0,53865,1,1,1,1,1,1,3,9,1,4,16,1
315,49336,126908,134575345,25906,1216,5184,10934,15468,16548,15562,12660,0,49336,0,0,0,1,1,1,1,1,1,0,0,0
316,47527,156875,191133829,22273,1226,6250,13770,19548,21630,22214,24710,0,47527,0,0,0,0,0,0,0,0,0,1,1,1
317,44689,117077,144442541,23987,608,3874,9722,13266,13580,14830,16508,0,44689,0,0,0,2,4,1,0,0,0,1,1,1
318,40162,90730,198759463,23866,600,3490,8056,10662,10022,8930,8808,0,40162,0,0,0,1,1,1,1,1,1,3,9,1
319,21721,42825,340983203,14726,264,1330,2888,3956,4558,4812,3296,0,21721,4,16,1,1,1,1,1,1,1,2,4,1
320,34885,70347,137484547,22153,552,2218,4062,5322,6338,6162,10808,0,34885,1,1,1,1,1,1,2,4,1,1,1,1
321,46931,119199,173288775,25264,444,3154,9330,13562,13670,15344,16764,0,46931,0,0,0,2,4,1,1,1,1,0,0,0
322,14452,22166,476635903,11371,70,422,728,1172,1588,1508,2226,0,14452,0,0,0,0,0,0,0,0,0,0,0,0
323,53532,159046,120577493,26089,886,6310,14982,22090,21920,19632,19694,0,53532,0,0,0,0,0,0,0,0,0,0,0,0
324,26804,61910,296513171,15930,134,1036,3452,6594,8464,9128,6298,0,26804,2,4,1,0,0,0,1,1,1,0,0,0
325,57642,167534,121859671,27863,1434,7466,18432,24446,21818,19642,16654,0,57642,1,1,1,1,1,1,4,16,1,3,9,1
326,49593,128777,131083287,26112,374,2966,9436,16914,19728,16990,12776,0,49593,2,4,1,4,16,1,2,4,1,1,1,1
327,24906,61222,306398993,13894,218,1536,3868,6014,7282,8308,9090,0,24906,0,0,0,0,0,0,0,0,0,0,0,0
328,19863,39043,384581151,13167,72,486,1792,3272,3828,4648,5082,0,19863,0,0,0,0,0,0,0,0,0,1,1,1
329,38942,98888,165543407,20987,584,2760,7266,12452,14252,11532,11100,0,38942,0,0,0,0,0,0,1,1,1,0,0,0
330,30187,81865,240641293,16059,342,2428,6324,8724,9792,9188,14880,0,30187,0,0,0,0,0,0,0,0,0,0,0,0
331,26294,59728,256506627,15228,316,1028,2160,3306,5128,4770,16726,0,26294,1,1,1,0,0,0,0,0,0,0,0,0
332,28183,59371,211979003,18006,416,1788,4366,6142,6480,5194,6802,0,28183,1,1,1,2,4,1,1,1,1,4,16,1
333,38781,84273,194286083,23298,502,2662,6884,9532,8860,8862,8190,0,38781,0,0,0,0,0,0,0,0,0,0,0,0
334,40412,95048,159087523,23068,512,3182,8702,12138,11560,10026,8516,0,40412,0,0,0,0,0,0,1,1,1,0,0,0
335,36280,75348,175395489,22359,210,1330,4118,6770,7850,9160,9630,0,36280,0,0,0,0,0,0,1,1,1,0,0,0
336,31171,69193,185422153,18955,250,1520,3668,6556,8518,7896,9614,0,31171,1,1,1,1,1,1,1,1,1,2,4,1
337,48138,126622,110224017,24961,872,4400,10424,14122,16050,14182,18434,0,48138,0,0,0,0,0,0,0,0,0,0,0,0
338,32628,70596,173046455,19840,410,2446,4818,6278,7176,7236,9604,0,32628,0,0,0,0,0,0,0,0,0,0,0,0
339,56732,157810,123369371,27931,950,5402,12650,18540,19768,18546,25222,0,56732,0,0,0,0,0,0,2,4,1,0,0,0
340,36327,82437,174164605,21465,248,2122,5956,8166,8748,9506,11364,0,36327,0,0,0,0,0,0,0,0,0,0,0,0
341,18963,35405,402078851,13063,80,644,1722,2940,3886,4502,2668,0,18963,1,1,1,0,0,0,0,0,0,0,0,0
342,37314,91846,198374319,20293,156,1666,5390,9090,10696,12548,14986,0,37314,1,1,1,0,0,0,1,1,1,1,1,1
343,35507,82107,156150039,20812,510,3006,6782,8822,9164,9924,8392,0,35507,2,4,1,1,1,1,1,1,1,4,16,1
344,40122,88504,152903755,24249,566,3020,6832,9478,9024,8626,10836,0,40122,0,0,0,0,0,0,0,0,0,1,1,1
345,52160,139764,111851493,26943,978,5708,13854,18768,16966,15502,15828,0,52160,0,0,0,0,0,0,1,1,1,1,1,1
346,41128,107320,137374079,21836,820,4088,9342,11984,12844,12016,15098,0,41128,0,0,0,0,0,0,0,0,0,1,1,1
347,56554,162738,133528355,27184,1612,6870,15482,20430,19908,18518,23364,0,56554,1,1,1,1,1,1,0,0,0,0,0,0
348,32142,68490,238029003,20132,98,1036,3858,7290,9076,7482,7508,0,32142,1,1,1,1,1,1,0,0,0,4,16,1
349,43950,135992,203130097,20885,630,4042,11376,16824,19026,18646,21498,0,43950,1,1,1,2,4,1,1,1,1,1,1,1
350,52925,162167,151812171,25244,1106,5884,13572,19396,21464,18538,29282,0,52925,4,16,1,2,4,1,2,4,1,6,36,1
351,32273,64279,253160791,21270,404,2288,5062,6648,6858,5610,5136,0,32273,0,0,0,0,0,0,0,0,0,0,0,0
352,43414,150236,199302507,18461,778,5398,15082,20958,20460,17876,26270,0,43414,0,0,0,1,1,1,0,0,0,2,4,1
353,48384,105886,103320417,28412,716,4218,9424,11268,10738,10474,10664,0,48384,0,0,0,0,0,0,1,1,1,0,0,0
354,37078,106512,217968855,18438,556,3436,8760,12146,13724,12038,18774,0,37078,1,1,1,1,1,1,0,0,0,2,4,1
355,37540,106880,175454777,18878,274,2306,6840,11742,13560,14770,19848,0,37540,1,1,1,2,4,1,1,1,1,1,1,1
356,28532,53374,174566087,19907,220,666,1696,2922,4238,5584,9516,0,28532,1,1,1,0,0,0,0,0,0,0,0,0
357,38449,99195,168851985,20487,468,3118,7470,10970,11412,13276,14032,0,38449,0,0,0,1,1,1,0,0,0,0,0,0
358,46116,120586,147194141,24558,594,3594,10140,15528,15570,11856,17188,0,46116,1,1,1,0,0,0,0,0,0,0,0,0
359,33065,69921,186433827,20367,78,778,3630,6904,8034,7490,9942,0,33065,3,9,1,0,0,0,0,0,0,0,0,0
360,48424,142398,154534337,22749,806,5526,13422,18024,19282,18652,18262,0,48424,0,0,0,1,1,1,1,1,1,1,1,1
361,42232,108738,230521883,22444,1018,4652,8980,12170,12448,10594,16644,0,42232,0,0,0,0,0,0,0,0,0,0,0,0
362,35148,82440,198267661,19933,226,1676,5086,9208,10532,9134,11430,0,35148,0,0,0,1,1,1,0,0,0,2,4,1
363,32029,68275,219466849,19535,396,2240,5176,6882,7058,7378,7116,0,32029,1,1,1,4,16,1,2,4,1,1,1,1
364,49992,146306,129438975,23537,1094,6582,15044,19124,19208,16100,19162,0,49992,2,4,1,1,1,1,2,4,1,1,1,1
365,34023,89165,256016481,18080,314,2216,5688,8566,10832,9206,18320,0,34023,3,9,1,2,4,1,0,0,0,4,16,1
366,27733,64699,254806721,16123,186,1254,3000,5196,7060,9136,11134,0,27733,0,0,0,3,9,1,1,1,1,1,1,1
367,43369,92033,121485913,26618,324,2222,6802,10360,10450,10270,8236,0,43369,0,0,0,0,0,0,1,1,1,0,0,0
368,33273,71797,192669711,20286,344,1764,4320,6648,6804,8888,9756,0,33273,2,4,1,0,0,0,0,0,0,0,0,0
369,35502,107146,339666575,17315,308,1842,5698,10260,15340,11430,26766,0,35502,0,0,0,0,0,0,0,0,0,0,0,0
370,24328,51208,223463571,15314,104,476,1530,2818,4682,3574,13696,0,24328,1,1,1,0,0,0,2,4,1,0,0,0
371,25337,54643,233038409,15325,288,1302,3086,4758,5690,6692,7490,0,25337,0,0,0,0,0,0,0,0,0,1,1,1
372,61879,170327,115163413,30273,1406,5892,14412,21882,24630,20324,19902,0,61879,4,16,1,2,4,1,1,1,1,0,0,0
373,27761,68463,377396539,15885,436,2648,5360,7480,8380,8992,7406,0,27761,3,9,1,3,9,1,4,16,1,2,4,1
374,41719,130853,284225085,19451,346,2912,9142,16842,19610,16296,23986,0,41719,1,1,1,3,9,1,2,4,1,0,0,0
375,38603,86577,162635371,22778,406,2326,6148,9008,9416,10878,9792,0,38603,0,0,0,0,0,0,0,0,0,0,0,0
376,30196,80292,231863651,15846,526,2962,7046,9630,9368,8174,12390,0,30196,4,16,1,3,9,1,6,36,1,3,9,1
377,30373,61699,178808381,19453,292,1570,3550,4484,6068,6616,8746,0,30373,2,4,1,0,0,0,0,0,0,0,0,0
378,35876,87346,204245931,20104,278,2282,5600,8066,9876,7976,17392,0,35876,3,9,1,4,16,1,4,16,1,1,1,1
379,30283,55575,266151473,20759,154,916,2906,4510,5468,5870,5468,0,30283,0,0,0,0,0,0,0,0,0,0,0,0
380,31312,68836,250657951,19412,390,1584,3962,6484,8222,7964,8918,0,31312,1,1,1,0,0,0,0,0,0,0,0,0
381,31458,64488,161966869,20037,316,1962,4350,4946,5142,4672,11642,0,31458,0,0,0,0,0,0,1,1,1,1,1,1
382,32039,66821,199405523,19764,106,996,3578,6030,6948,7758,9366,0,32039,1,1,1,1,1,1,0,0,0,4,16,1
383,64253,195225,130155123,29501,1160,8040,21082,31720,31074,23980,13916,0,64253,1,1,1,2,4,1,2,4,1,0,0,0
384,17605,38737,570416763,10949,394,1218,2012,2702,3258,4800,6748,0,17605,3,9,1,0,0,0,0,0,0,4,16,1
385,50461,122345,119435273,27332,1430,6218,11292,15034,14554,12270,11086,0,50461,1,1,1,0,0,0,3,9,1,1,1,1
386,46799,112311,133980705,25544,520,2828,7090,12198,14920,16732,11224,0,46799,2,4,1,2,4,1,1,1,1,2,4,1
387,51189,131233,135912127,26622,1346,6542,12436,15326,14202,14116,16076,0,51189,0,0,0,0,0,0,0,0,0,0,0,0
388,18246,33114,444812891,12979,124,588,1402,2432,2848,3296,4178,0,18246,1,1,1,1,1,1,2,4,1,1,1,1
389,23174,45224,242334855,15206,184,666,1812,2896,4160,5782,6550,0,23174,2,4,1,1,1,1,0,0,0,2,4,1
390,52660,130822,134200175,28199,802,3860,10080,15420,16746,16296,14958,0,52660,1,1,1,0,0,0,2,4,1,1,1,1
391,27847,69685,298446577,15916,266,1800,4892,6976,7948,9058,10898,0,27847,5,25,1,0,0,0,0,0,0,0,0,0
392,39119,81837,135546107,23780,364,1954,5316,8490,9332,8422,8840,0,39119,2,4,1,0,0,0,3,9,1,0,0,0
393,44119,111809,247039979,23684,98,1818,7844,13924,16122,16494,11390,0,44119,3,9,1,2,4,1,3,9,1,0,0,0
394,32508,91996,241502751,15972,616,2558,5928,9288,12342,13058,15698,0,32508,4,16,1,4,16,1,2,4,1,2,4,1
395,43641,133275,228094183,20957,816,4894,12030,17670,18746,14874,20604,0,43641,1,1,1,4,16,1,2,4,1,8,64,1
396,28340,70562,253636891,15353,154,954,3018,5974,8222,9414,14486,0,28340,0,0,0,0,0,0,0,0,0,1,1,1
397,31758,74374,280455065,18335,24,750,4052,7530,9958,10254,10048,0,31758,1,1,1,0,0,0,1,1,1,1,1,1
398,16800,36376,606158357,10314,22,128,542,1828,3716,4238,9102,0,16800,5,25,1,1,1,1,1,1,1,2,4,1
399,52064,132538,123841221,27135,962,5258,11028,14942,16508,15324,16452,0,52064,1,1,1,0,0,0,0,0,0,1,1,1
