host,sum_y,sum_y2,sum_m2,distinct,overlap_0,overlap_1,overlap_2,overlap_3,overlap_4,overlap_5,overlap_6,overlap_7,overlap_8,target0_y,target0_y2,target0_hit,target1_y,target1_y2,target1_hit,target2_y,target2_y2,target2_hit,target3_y,target3_y2,target3_hit
25,28978,64588,249044797,17265,126,826,3278,6782,8192,8116,8290,0,28978,2,4,1,1,1,1,1,1,1,0,0,0
26,34574,77300,172752905,20481,574,2300,5452,7514,8160,9532,9194,0,34574,3,9,1,1,1,1,3,9,1,1,1,1
27,30437,68013,245560665,18242,264,1544,3408,5476,6486,8284,12114,0,30437,2,4,1,0,0,0,0,0,0,1,1,1
28,38669,88539,144199513,22635,494,2888,7232,10162,10196,10224,8674,0,38669,0,0,0,0,0,0,0,0,0,0,0,0
29,48156,118348,124195419,25488,402,3334,9540,14210,15462,14546,12698,0,48156,0,0,0,0,0,0,0,0,0,0,0,0
30,53287,123243,105685295,29606,746,4688,11232,15976,15300,13178,8836,0,53287,0,0,0,1,1,1,0,0,0,0,0,0
31,53211,133713,119602585,28597,1112,5670,12480,15854,15798,14832,14756,0,53211,3,9,1,0,0,0,2,4,1,0,0,0
32,21343,45641,380985581,13617,146,786,2244,3742,4666,4962,7752,0,21343,2,4,1,0,0,0,0,0,0,0,0,0
33,17938,39852,311439801,10411,16,288,1052,2628,4814,6268,6848,0,17938,3,9,1,3,9,1,1,1,1,1,1,1
34,41428,94776,142848155,23970,702,3578,8054,10826,10338,11376,8474,0,41428,2,4,1,2,4,1,2,4,1,1,1,1
35,49122,142898,140979129,23092,748,3954,10220,16114,19058,19344,24338,0,49122,0,0,0,0,0,0,1,1,1,0,0,0
36,52284,138310,120023061,26820,1002,5862,13714,17138,16160,13562,18588,0,52284,2,4,1,0,0,0,2,4,1,2,4,1
37,47860,132804,146737225,23414,272,2940,10500,17582,17792,15862,19996,0,47860,1,1,1,3,9,1,1,1,1,0,0,0
38,20371,39457,243764553,13669,60,540,1220,2652,3256,4652,6706,0,20371,0,0,0,1,1,1,1,1,1,0,0,0
39,28920,54422,203813859,19107,210,1142,2634,3900,5510,6006,6100,0,28920,1,1,1,0,0,0,0,0,0,0,0,0
40,45092,100754,120665303,26119,264,2288,6620,10606,11632,11608,12644,0,45092,0,0,0,0,0,0,1,1,1,1,1,1
41,35769,78479,212852339,21454,294,2406,5472,7764,8920,8982,8872,0,35769,0,0,0,3,9,1,0,0,0,0,0,0
42,41023,94151,133534521,22930,484,2700,7380,10984,11742,10372,9466,0,41023,0,0,0,2,4,1,1,1,1,3,9,1
43,30065,66909,200275527,17934,92,1022,3026,5234,6870,9432,11168,0,30065,1,1,1,2,4,1,2,4,1,2,4,1
44,53358,129434,100674419,28797,932,5258,12978,15968,14004,12292,14644,0,53358,0,0,0,1,1,1,2,4,1,0,0,0
45,32693,68587,173155399,20131,490,1630,2992,4778,7838,9316,8850,0,32693,0,0,0,1,1,1,1,1,1,1,1,1
46,24351,50829,255627175,15473,318,1942,4158,5142,5308,5202,4408,0,24351,0,0,0,0,0,0,0,0,0,0,0,0
47,33274,73374,149845873,20259,434,2270,4572,6714,8602,9088,8420,0,33274,0,0,0,0,0,0,0,0,0,1,1,1
48,28930,52914,141654847,20127,100,816,2282,4076,6028,5686,4996,0,28930,3,9,1,0,0,0,2,4,1,0,0,0
49,53401,149155,135650113,26550,684,4096,10984,17850,21200,20766,20174,0,53401,0,0,0,1,1,1,3,9,1,1,1,1
50,41709,89319,117290655,25290,342,2036,5366,8300,9044,10016,12506,0,41709,1,1,1,1,1,1,0,0,0,2,4,1
51,27656,79648,249564493,14311,618,2732,5874,7794,10694,9064,15216,0,27656,0,0,0,0,0,0,0,0,0,0,0,0
52,56245,159463,139856349,26781,476,4606,14806,23118,23356,18636,18220,0,56245,0,0,0,0,0,0,0,0,0,0,0,0
53,34746,79200,220711863,20460,202,1522,4428,7298,9338,10520,11146,0,34746,2,4,1,0,0,0,0,0,0,0,0,0
54,43640,95104,131947083,26350,690,3286,7312,9420,9930,10042,10784,0,43640,0,0,0,0,0,0,0,0,0,1,1,1
55,57698,169336,125216313,27331,2034,8672,17622,22748,22112,18778,19672,0,57698,1,1,1,6,36,1,1,1,1,7,49,1
56,30799,69965,230454231,18380,100,1084,3914,7860,9030,7514,9664,0,30799,1,1,1,0,0,0,1,1,1,0,0,0
57,57090,155278,124804817,28346,948,5396,14100,21610,21832,17688,16614,0,57090,0,0,0,2,4,1,2,4,1,0,0,0
58,28207,73055,457691237,16096,468,1616,3788,7670,9360,7196,14750,0,28207,1,1,1,3,9,1,3,9,1,0,0,0
59,31723,85243,301839915,16639,70,890,3732,9094,13108,13316,13310,0,31723,4,16,1,3,9,1,2,4,1,2,4,1
60,41483,91353,146291141,24695,338,2076,5602,9212,10542,10308,11792,0,41483,1,1,1,0,0,0,1,1,1,2,4,1
61,41658,93838,141826411,24410,586,3198,7194,9838,11016,11076,9272,0,41658,1,1,1,1,1,1,2,4,1,0,0,0
62,49353,113381,134353673,27700,612,3624,10168,15080,14812,12738,6994,0,49353,1,1,1,0,0,0,2,4,1,0,0,0
63,42418,102238,150230255,23566,498,2290,6002,10010,13290,12752,14978,0,42418,1,1,1,0,0,0,0,0,0,0,0,0
64,44832,111426,132365011,24550,664,3930,9408,12270,11780,13162,15380,0,44832,2,4,1,2,4,1,1,1,1,3,9,1
65,20730,49494,455719465,11943,396,1826,3440,4942,5246,4948,7966,0,20730,5,25,1,4,16,1,1,1,1,1,1,1
66,40222,84808,126702741,24495,380,2486,6496,9554,10064,8274,7332,0,40222,0,0,0,0,0,0,1,1,1,0,0,0
67,56215,147247,103746731,28315,1288,7226,15546,19024,17006,15828,15114,0,56215,0,0,0,2,4,1,2,4,1,1,1,1
68,50784,123182,93882517,27578,656,3810,10996,16622,16480,13872,9962,0,50784,0,0,0,1,1,1,1,1,1,3,9,1
69,28350,66678,257740899,16627,504,2484,4222,5494,7494,8818,9312,0,28350,2,4,1,2,4,1,0,0,0,2,4,1
70,44463,111499,133886185,24526,676,3942,8674,12354,12886,12504,16000,0,44463,0,0,0,1,1,1,1,1,1,1,1,1
71,28329,67189,349952255,16742,164,1792,5272,7498,7998,8384,7752,0,28329,0,0,0,0,0,0,0,0,0,0,0,0
72,26358,57456,246986307,16281,278,1430,3166,4922,6266,6796,8240,0,26358,0,0,0,0,0,0,0,0,0,0,0,0
73,18439,36739,493887545,11827,6,238,1316,3330,4180,5284,3946,0,18439,0,0,0,0,0,0,0,0,0,0,0,0
74,42301,98705,153053613,24106,422,2454,6552,10010,11570,11412,13984,0,42301,0,0,0,0,0,0,0,0,0,1,1,1
75,37096,91768,214683557,20547,282,2200,6766,11198,11488,10818,11920,0,37096,0,0,0,0,0,0,0,0,0,2,4,1
76,57025,169951,130591461,26698,1260,7666,19064,23456,20162,17844,23474,0,57025,0,0,0,0,0,0,0,0,0,0,0,0
77,22870,53234,320069813,13704,70,746,1928,3490,5582,6034,12514,0,22870,2,4,1,0,0,0,0,0,0,0,0,0
78,36298,87984,210707959,20182,370,1824,4680,7632,10196,13814,13170,0,36298,1,1,1,0,0,0,0,0,0,0,0,0
79,50877,143777,165137409,24879,736,5612,14604,20310,20502,16512,14624,0,50877,0,0,0,0,0,0,1,1,1,1,1,1
80,51376,122030,112070663,28088,344,2478,7262,12212,15406,14920,18032,0,51376,2,4,1,3,9,1,2,4,1,1,1,1
81,42106,106390,166762545,22907,660,3102,7834,12046,13584,11944,15114,0,42106,0,0,0,2,4,1,0,0,0,0,0,0
82,29444,64342,232400333,18426,370,2244,4856,6584,6536,7552,6756,0,29444,0,0,0,0,0,0,0,0,0,0,0,0
83,24633,49951,233889183,15967,112,672,1924,3432,5290,7608,6280,0,24633,0,0,0,0,0,0,0,0,0,4,16,1
84,33271,90293,271788041,17664,916,4836,9814,11668,10772,9996,9020,0,33271,0,0,0,0,0,0,0,0,0,0,0,0
85,29298,76652,311336913,15350,254,1200,3672,5662,8826,9600,18140,0,29298,0,0,0,0,0,0,0,0,0,0,0,0
86,46184,113898,124520891,24901,210,1638,6140,11506,14164,12624,21432,0,46184,0,0,0,2,4,1,0,0,0,1,1,1
87,48455,120899,112542673,26102,1226,6130,12652,15308,14464,13690,8974,0,48455,0,0,0,0,0,0,1,1,1,0,0,0
88,36151,98621,250104545,19099,534,2926,7154,10678,12192,10874,18112,0,36151,0,0,0,0,0,0,0,0,0,0,0,0
89,37822,91844,262987949,21570,122,1482,5618,10800,12928,13258,9814,0,37822,2,4,1,0,0,0,3,9,1,0,0,0
90,33138,76128,197436039,19499,196,1656,4756,7678,9020,8890,10794,0,33138,1,1,1,0,0,0,1,1,1,0,0,0
91,18872,36898,378268617,12803,26,338,1562,3164,3960,4608,4368,0,18872,2,4,1,1,1,1,1,1,1,0,0,0
92,63584,202614,148718481,28709,2160,12366,25122,30806,26796,19292,22488,0,63584,1,1,1,2,4,1,0,0,0,1,1,1
93,37293,86807,202118121,21499,374,2614,6310,9018,9426,7520,14252,0,37293,2,4,1,0,0,0,0,0,0,1,1,1
94,28572,55800,202782815,18734,138,938,2514,4544,5182,6058,7854,0,28572,0,0,0,0,0,0,0,0,0,0,0,0
95,32697,68239,217670711,20869,114,1034,3174,6140,8284,8860,7936,0,32697,2,4,1,2,4,1,2,4,1,0,0,0
96,41994,124444,170374301,20924,500,3716,10432,15540,15080,13300,23882,0,41994,0,0,0,0,0,0,0,0,0,0,0,0
97,39295,116521,191448405,19480,1180,5174,10680,14184,14950,14604,16454,0,39295,2,4,1,5,25,1,3,9,1,4,16,1
98,59217,172283,146368921,27908,1190,6538,16174,22444,22748,19760,24212,0,59217,0,0,0,2,4,1,1,1,1,2,4,1
99,26883,66097,323049683,15544,150,1080,3178,6186,8158,9270,11192,0,26883,0,0,0,0,0,0,3,9,1,0,0,0
100,43694,103274,138909095,24578,316,2280,6984,10726,12008,12174,15092,0,43694,0,0,0,1,1,1,0,0,0,0,0,0
101,49394,118552,117654843,27006,804,5046,10794,14286,15276,14038,8914,0,49394,0,0,0,1,1,1,0,0,0,0,0,0
102,34637,91055,201863621,18567,382,3102,7606,10144,10468,12326,12390,0,34637,0,0,0,0,0,0,0,0,0,0,0,0
103,34037,82053,191331815,18976,390,2738,6356,8224,8924,10790,10594,0,34037,0,0,0,0,0,0,0,0,0,0,0,0
104,52913,138091,126553955,27965,1208,6230,13552,17052,15410,16124,15602,0,52913,0,0,0,2,4,1,1,1,1,5,25,1
105,68002,211140,102649563,30136,2248,11356,24860,32446,27672,22922,21634,0,68002,0,0,0,3,9,1,1,1,1,1,1,1
106,64942,184560,103793363,29899,1416,7522,18762,25386,24178,18922,23432,0,64942,2,4,1,3,9,1,3,9,1,0,0,0
107,40883,95407,148344239,23569,536,3546,8266,10676,9956,9732,11812,0,40883,0,0,0,2,4,1,2,4,1,3,9,1
108,28440,54664,234203669,19004,266,1552,2996,3722,4210,5130,8348,0,28440,2,4,1,3,9,1,1,1,1,1,1,1
109,36071,72705,148822191,22971,322,1608,3886,6020,7006,7884,9908,0,36071,0,0,0,1,1,1,2,4,1,1,1,1
110,40964,105718,196717357,22187,466,2780,7474,12176,14540,15456,11862,0,40964,2,4,1,4,16,1,1,1,1,5,25,1
111,43738,96730,164141721,25538,394,2550,6904,11142,12060,11098,8844,0,43738,0,0,0,1,1,1,2,4,1,2,4,1
112,63560,171354,97482721,31408,872,6114,16678,24010,23130,19836,17154,0,63560,0,0,0,1,1,1,2,4,1,1,1,1
113,30049,64931,186655071,18873,246,1304,3680,6490,7954,8244,6964,0,30049,0,0,0,3,9,1,1,1,1,4,16,1
114,40296,95020,177767109,23616,472,2392,6402,10638,12294,10962,11564,0,40296,0,0,0,1,1,1,2,4,1,0,0,0
115,50517,145203,171872603,24704,1070,5410,12384,16456,18002,16542,24822,0,50517,0,0,0,0,0,0,0,0,0,0,0,0
116,21115,43089,252934303,13462,148,1378,3046,3594,4158,5042,4608,0,21115,1,1,1,0,0,0,1,1,1,0,0,0
117,24852,58350,291714867,14704,124,1034,3300,4972,5562,7736,10770,0,24852,0,0,0,0,0,0,0,0,0,0,0,0
118,22107,43393,356467181,14657,66,694,2112,3890,4828,5090,4606,0,22107,3,9,1,0,0,0,0,0,0,0,0,0
119,31578,70040,198693203,18863,168,1396,3984,6434,8286,9172,9022,0,31578,2,4,1,1,1,1,1,1,1,3,9,1
120,65738,193000,101070603,30861,1064,7730,21122,30966,28302,22062,16016,0,65738,0,0,0,2,4,1,2,4,1,2,4,1
121,22982,50428,314093863,14251,208,994,2540,3916,4754,5642,9392,0,22982,0,0,0,1,1,1,0,0,0,1,1,1
122,40164,102644,150221891,21096,440,2386,5938,9656,12094,13796,18170,0,40164,0,0,0,0,0,0,0,0,0,2,4,1
123,45164,129538,162204723,22773,680,3906,10482,16006,19178,16034,18088,0,45164,0,0,0,0,0,0,0,0,0,0,0,0
124,40430,104456,176032179,21296,514,2704,7488,11466,12666,12516,16672,0,40430,1,1,1,1,1,1,0,0,0,2,4,1
125,21054,46706,412580371,13237,130,698,2156,4628,6390,6424,5226,0,21054,1,1,1,0,0,0,0,0,0,1,1,1
126,28057,57361,241787245,17963,86,756,2268,3974,4762,6606,10852,0,28057,2,4,1,0,0,0,1,1,1,2,4,1
127,22631,48937,468294071,13868,0,68,962,3734,6442,7158,7942,0,22631,3,9,1,4,16,1,1,1,1,1,1,1
128,46074,118878,137728505,24436,378,2852,8088,12804,15770,13704,19208,0,46074,0,0,0,1,1,1,0,0,0,1,1,1
129,58173,175583,125263669,27368,1002,7790,19034,25368,23076,20494,20646,0,58173,3,9,1,1,1,1,4,16,1,0,0,0
130,34452,97130,209313215,17816,650,3636,8710,12782,13114,10986,12800,0,34452,0,0,0,0,0,0,0,0,0,1,1,1
131,21490,47280,374128683,13455,278,1254,3066,4522,5460,4452,6758,0,21490,0,0,0,0,0,0,0,0,0,0,0,0
132,45076,105642,133278451,25866,524,3476,8596,12718,13316,11696,10240,0,45076,2,4,1,0,0,0,1,1,1,0,0,0
133,66843,222765,104499451,27753,2454,12796,26434,31176,28014,27752,27296,0,66843,1,1,1,0,0,0,2,4,1,0,0,0
134,61319,166365,105541731,30188,746,6702,19230,26568,22358,16544,12898,0,61319,0,0,0,0,0,0,1,1,1,2,4,1
135,23595,47151,300558085,15260,224,1142,2600,3796,4654,5114,6026,0,23595,0,0,0,0,0,0,0,0,0,0,0,0
136,32242,76920,199980903,18330,426,1920,4376,6774,9028,10098,12056,0,32242,0,0,0,2,4,1,0,0,0,5,25,1
137,39082,101488,138857797,20418,484,2700,6486,10318,12782,16418,13218,0,39082,1,1,1,0,0,0,1,1,1,1,1,1
138,44980,108516,127982623,24787,528,3722,9558,12104,12754,13284,11586,0,44980,0,0,0,5,25,1,2,4,1,1,1,1
139,15147,30111,784436825,9967,72,234,660,1400,2652,3718,6228,0,15147,0,0,0,0,0,0,0,0,0,0,0,0
140,55828,161194,145092341,26361,416,4128,13408,21628,23818,20330,21638,0,55828,0,0,0,0,0,0,1,1,1,2,4,1
141,17683,29895,313187185,12756,62,354,1022,1652,1864,2018,5240,0,17683,1,1,1,2,4,1,0,0,0,2,4,1
142,31399,76639,213681587,18124,438,2508,5246,7744,9832,9854,9618,0,31399,0,0,0,0,0,0,0,0,0,0,0,0
143,39140,110242,205266993,19268,1224,4890,10078,12344,13714,13512,15340,0,39140,0,0,0,5,25,1,3,9,1,4,16,1
144,59310,172176,124063787,27817,1186,6842,17172,24330,23940,20332,19064,0,59310,1,1,1,3,9,1,1,1,1,0,0,0
145,34395,83925,200395269,19833,544,3638,8260,10012,9546,9498,8032,0,34395,0,0,0,0,0,0,0,0,0,0,0,0
146,41604,90610,208635891,24929,480,3004,7078,9148,9148,8180,11968,0,41604,1,1,1,0,0,0,0,0,0,0,0,0
147,47200,118414,136646337,25411,430,2438,6578,12290,15178,14302,19998,0,47200,0,0,0,0,0,0,1,1,1,1,1,1
148,38373,105389,184971459,19664,714,3134,7738,12318,13680,15648,13784,0,38373,4,16,1,0,0,0,1,1,1,1,1,1
149,40941,94541,143175521,23428,216,2386,7414,11388,11438,10922,9836,0,40941,1,1,1,2,4,1,0,0,0,2,4,1
150,21879,52237,520621321,12334,10,302,1476,3788,6300,7288,11194,0,21879,3,9,1,0,0,0,0,0,0,0,0,0
151,57230,140038,116962883,30226,990,5938,13268,17438,16828,14746,13600,0,57230,2,4,1,2,4,1,3,9,1,0,0,0
152,20855,34593,334056597,15519,74,540,1176,1818,2480,3002,4648,0,20855,1,1,1,0,0,0,0,0,0,0,0,0
153,34339,78493,188056701,20106,54,1160,4422,7726,11092,9542,10158,0,34339,0,0,0,1,1,1,1,1,1,1,1,1
154,37931,90077,206548473,21145,376,2590,6486,9802,10756,10842,11294,0,37931,1,1,1,0,0,0,0,0,0,0,0,0
155,36779,97017,189396903,19696,514,1834,4476,8310,11846,15336,17922,0,36779,4,16,1,1,1,1,2,4,1,2,4,1
156,31478,63212,195853703,20278,216,964,2880,5450,7086,7856,7282,0,31478,2,4,1,0,0,0,1,1,1,1,1,1
157,39355,114131,269456431,19717,610,4264,9158,12616,14512,15238,18378,0,39355,1,1,1,2,4,1,0,0,0,3,9,1
158,27281,50007,191648533,18831,150,1106,3164,4464,4744,4810,4288,0,27281,1,1,1,2,4,1,1,1,1,3,9,1
159,48764,144438,184053013,23250,1180,6120,13860,18164,18232,17726,20392,0,48764,0,0,0,1,1,1,0,0,0,0,0,0
160,27078,64192,276267215,15343,298,1372,3444,5846,7262,8416,10476,0,27078,0,0,0,0,0,0,0,0,0,1,1,1
161,35894,93440,200604693,19129,214,2006,5442,8968,11424,10700,18792,0,35894,0,0,0,0,0,0,1,1,1,0,0,0
162,41490,97878,166483819,23368,434,2904,8484,12318,12314,10978,8956,0,41490,0,0,0,0,0,0,0,0,0,0,0,0
163,64150,193182,118594325,29428,2002,10958,24988,29358,24398,18812,18516,0,64150,4,16,1,0,0,0,4,16,1,0,0,0
164,36357,70589,124551705,24080,324,1932,4550,6776,7784,6988,5878,0,36357,0,0,0,1,1,1,1,1,1,1,1,1
165,42227,114945,178035471,21790,280,2578,8044,13440,14770,13382,20224,0,42227,0,0,0,1,1,1,0,0,0,0,0,0
166,54013,131969,102430609,28601,850,3768,9440,13782,15978,16336,17802,0,54013,0,0,0,3,9,1,3,9,1,2,4,1
167,26510,68002,267304665,14391,176,1660,3782,5764,7562,8874,13674,0,26510,4,16,1,2,4,1,0,0,0,0,0,0
168,23537,47077,337825537,15659,90,760,2388,3852,4768,5300,6382,0,23537,2,4,1,0,0,0,0,0,0,1,1,1
169,22807,49943,293038855,14120,164,1164,2854,4550,5546,5940,6918,0,22807,1,1,1,1,1,1,1,1,1,0,0,0
170,38891,111085,218501557,19048,380,2730,7530,11728,14812,14386,20628,0,38891,3,9,1,3,9,1,0,0,0,1,1,1
171,53339,142627,143955565,27125,858,5544,12786,17704,18248,17438,16710,0,53339,2,4,1,4,16,1,1,1,1,1,1,1
172,44189,107125,120264769,24092,802,4034,9104,12368,12568,12834,11226,0,44189,2,4,1,3,9,1,2,4,1,2,4,1
173,37604,83654,151615173,22600,246,2118,6044,8648,8708,9072,11214,0,37604,1,1,1,1,1,1,2,4,1,0,0,0
174,46214,114196,120061915,25482,554,3340,9146,13362,14496,14770,12314,0,46214,0,0,0,0,0,0,0,0,0,2,4,1
175,36330,113498,210324499,17276,478,2326,6200,10600,14704,13604,29256,0,36330,0,0,0,0,0,0,0,0,0,0,0,0
176,40698,90958,186580473,23218,70,1226,6062,11260,11958,10774,8910,0,40698,0,0,0,1,1,1,1,1,1,0,0,0
177,51711,122251,114238637,28638,646,4026,11200,16022,15312,13808,9526,0,51711,0,0,0,2,4,1,4,16,1,1,1,1
178,45535,106823,149406091,25328,674,3618,8676,12614,12282,10276,13148,0,45535,0,0,0,0,0,0,2,4,1,0,0,0
179,57557,145955,100533863,29445,1084,6122,13710,18544,18540,17064,13334,0,57557,0,0,0,0,0,0,4,16,1,0,0,0
180,36730,79074,169211639,22261,402,1658,3544,5740,8288,11846,10866,0,36730,0,0,0,0,0,0,2,4,1,0,0,0
181,49183,157131,187918749,21682,1416,7498,17370,23416,21202,19130,17916,0,49183,1,1,1,1,1,1,3,9,1,0,0,0
182,23649,42703,234066301,16521,128,740,2012,3534,4328,4530,3782,0,23649,1,1,1,2,4,1,1,1,1,0,0,0
183,68873,202525,110486151,31135,1076,6950,20614,30716,30062,24590,19644,0,68873,0,0,0,1,1,1,5,25,1,2,4,1
184,32063,81901,245622249,17921,268,1978,5856,9636,11414,11642,9044,0,32063,1,1,1,1,1,1,0,0,0,0,0,0
185,56994,148548,110343265,28618,540,4666,13964,21100,20538,18422,12324,0,56994,1,1,1,1,1,1,2,4,1,1,1,1
186,37270,86404,184368553,21491,178,1542,5100,8670,9818,9816,14010,0,37270,0,0,0,0,0,0,0,0,0,1,1,1
187,29011,80413,392026015,15077,484,3458,8030,10710,10352,8798,9570,0,29011,0,0,0,0,0,0,0,0,0,0,0,0
188,42115,102949,185214059,23120,406,3196,8496,12430,12132,12584,11590,0,42115,1,1,1,0,0,0,2,4,1,2,4,1
189,54209,125433,103895131,30018,912,5392,12526,14460,14016,12840,11078,0,54209,0,0,0,1,1,1,2,4,1,2,4,1
190,32891,84455,204345485,18034,288,2074,5402,8174,8904,11828,14894,0,32891,0,0,0,3,9,1,0,0,0,4,16,1
191,36790,89126,199216143,20562,346,2050,5584,8740,13352,13042,9222,0,36790,4,16,1,3,9,1,3,9,1,2,4,1
192,36448,91374,221085759,20132,572,3594,8742,11498,11558,10056,8906,0,36448,0,0,0,0,0,0,0,0,0,0,0,0
193,40225,101693,145999617,21926,242,2108,6006,9612,12812,11628,19060,0,40225,0,0,0,0,0,0,0,0,0,2,4,1
194,58875,190173,186100157,25736,1560,7898,18922,26048,27210,25028,24632,0,58875,1,1,1,2,4,1,2,4,1,1,1,1
195,50530,141038,148802657,24798,292,3472,10330,16534,19246,20784,19850,0,50530,1,1,1,1,1,1,2,4,1,3,9,1
196,31122,66348,168551789,19322,306,1718,3946,5472,6472,9782,7530,0,31122,0,0,0,0,0,0,0,0,0,1,1,1
197,45613,116785,148152499,24489,694,4078,10522,14266,13600,12710,15302,0,45613,1,1,1,2,4,1,1,1,1,4,16,1
198,41804,105028,161182617,22727,1104,5476,10088,12138,13110,12444,8864,0,41804,0,0,0,0,0,0,0,0,0,0,0,0
199,48926,133416,162422533,24462,852,5682,14096,18492,16920,11938,16510,0,48926,0,0,0,0,0,0,2,4,1,0,0,0
200,36217,84079,206617079,21265,294,1756,5296,9696,11654,9440,9726,0,36217,2,4,1,0,0,0,0,0,0,0,0,0
201,53569,146587,135760227,26180,560,3514,10502,16690,19466,21744,20542,0,53569,1,1,1,3,9,1,2,4,1,4,16,1
202,71024,238642,94341949,30067,2026,9698,22118,30348,32084,26548,44796,0,71024,0,0,0,0,0,0,0,0,0,5,25,1
203,42193,95699,133681215,24353,636,3140,7232,9772,10670,11056,11000,0,42193,1,1,1,0,0,0,0,0,0,0,0,0
204,57269,154217,123583589,28863,582,4996,15364,23648,22698,17980,11680,0,57269,0,0,0,0,0,0,2,4,1,1,1,1
205,17528,32718,466884439,12345,64,284,1150,2436,3288,4274,3694,0,17528,0,0,0,0,0,0,0,0,0,0,0,0
206,19872,37730,312251237,13303,4,262,1244,2418,3236,3622,7072,0,19872,2,4,1,2,4,1,1,1,1,2,4,1
207,31829,65463,171717781,20418,322,1740,3620,5178,6666,7634,8474,0,31829,0,0,0,0,0,0,0,0,0,1,1,1
208,46304,115328,213337215,24971,732,4944,10780,13752,13092,11510,14214,0,46304,0,0,0,4,16,1,0,0,0,1,1,1
209,43703,140783,212786869,20139,576,4710,13444,19800,20488,18638,19424,0,43703,0,0,0,0,0,0,2,4,1,0,0,0
210,29600,59196,205815099,19458,328,2144,3952,4964,6096,6198,5914,0,29600,1,1,1,1,1,1,1,1,1,0,0,0
211,42140,108174,188372773,22353,262,1632,5450,10420,13066,13816,21388,0,42140,0,0,0,0,0,0,0,0,0,0,0,0
212,40376,109186,203423259,20846,514,2758,7426,12792,15410,14342,15568,0,40376,0,0,0,5,25,1,1,1,1,4,16,1
213,22285,40641,267109709,15881,96,518,1570,2938,4008,4640,4586,0,22285,5,25,1,0,0,0,1,1,1,0,0,0
