host,sum_y,sum_y2,sum_m2,distinct,overlap_0,overlap_1,overlap_2,overlap_3,overlap_4,overlap_5,overlap_6,overlap_7,overlap_8,target0_y,target0_y2,target0_hit,target1_y,target1_y2,target1_hit,target2_y,target2_y2,target2_hit,target3_y,target3_y2,target3_hit
105,9216,12924,1979770,7675,2,30,182,368,538,966,1622,0,9216,0,0,0,0,0,0,0,0,0,0,0,0
106,5369,8549,3451314,3994,2,22,138,306,434,1132,1146,0,5369,0,0,0,0,0,0,0,0,0,0,0,0
107,3453,4449,5110000,3020,0,0,0,62,136,394,404,0,3453,0,0,0,0,0,0,0,0,0,0,0,0
108,11443,15911,1527624,9512,2,26,150,476,898,1254,1662,0,11443,0,0,0,0,0,0,1,1,1,0,0,0
109,10680,15132,1480406,8742,2,46,180,386,894,1328,1616,0,10680,0,0,0,0,0,0,0,0,0,0,0,0
110,5658,7308,2768924,4869,0,0,10,56,266,778,540,0,5658,0,0,0,0,0,0,1,1,1,0,0,0
111,5965,7233,2594774,5407,2,20,50,72,178,366,580,0,5965,0,0,0,0,0,0,0,0,0,1,1,1
112,5892,9254,3535964,4605,2,42,162,252,500,842,1562,0,5892,1,1,1,0,0,0,0,0,0,0,0,0
113,9722,14868,1792224,7535,0,12,120,430,780,1080,2724,0,9722,0,0,0,0,0,0,0,0,0,0,0,0
114,6077,7943,2601136,5222,0,0,16,142,358,770,580,0,6077,0,0,0,0,0,0,0,0,0,0,0,0
115,7525,10213,2276696,6338,8,36,130,234,450,994,836,0,7525,0,0,0,1,1,1,0,0,0,0,0,0
116,8794,12716,1740938,7066,0,10,110,344,710,1184,1564,0,8794,0,0,0,1,1,1,0,0,0,0,0,0
117,8093,11905,2541184,6497,10,44,90,216,530,938,1984,0,8093,1,1,1,0,0,0,0,0,0,0,0,0
118,7233,11783,3122464,5479,0,12,142,362,860,872,2302,0,7233,0,0,0,2,4,1,0,0,0,0,0,0
119,5197,7041,2887276,4367,0,6,20,110,498,738,472,0,5197,0,0,0,0,0,0,0,0,0,0,0,0
120,9193,14443,2148002,7019,0,22,168,522,978,1508,2052,0,9193,0,0,0,0,0,0,0,0,0,1,1,1
121,11801,17777,1354272,9275,2,36,250,610,1154,1718,2206,0,11801,0,0,0,0,0,0,1,1,1,0,0,0
122,6855,13665,4242786,4464,4,46,176,656,1162,1986,2780,0,6855,1,1,1,0,0,0,0,0,0,0,0,0
123,6254,8392,2648098,5328,0,6,40,170,424,488,1010,0,6254,0,0,0,0,0,0,0,0,0,0,0,0
124,12318,19172,1430012,9575,2,40,384,1152,1630,1900,1746,0,12318,0,0,0,0,0,0,2,4,1,1,1,1
125,7936,11672,2024940,6386,4,18,50,212,468,828,2156,0,7936,1,1,1,0,0,0,0,0,0,0,0,0
126,8030,9954,1991492,7128,2,6,16,132,350,426,992,0,8030,0,0,0,1,1,1,0,0,0,0,0,0
127,6935,9353,2279136,5810,0,14,60,158,222,790,1174,0,6935,0,0,0,0,0,0,1,1,1,0,0,0
128,5921,10087,3428694,4307,4,24,138,312,818,1134,1736,0,5921,0,0,0,0,0,0,0,0,0,2,4,1
129,4180,8514,6511210,2633,0,8,50,212,518,424,3122,0,4180,0,0,0,0,0,0,0,0,0,0,0,0
130,8971,12373,2057210,7480,0,14,66,362,518,1150,1292,0,8971,0,0,0,1,1,1,0,0,0,0,0,0
131,5397,7421,3006436,4529,0,6,54,162,334,424,1044,0,5397,1,1,1,1,1,1,0,0,0,0,0,0
132,8061,12915,2837944,6176,0,6,120,566,1070,1262,1830,0,8061,0,0,0,0,0,0,1,1,1,0,0,0
133,3630,5744,5824686,2784,0,8,48,132,268,488,1170,0,3630,0,0,0,0,0,0,0,0,0,0,0,0
134,5242,7702,3174378,4282,0,8,42,174,346,364,1526,0,5242,0,0,0,0,0,0,0,0,0,4,16,1
135,5050,6960,2961220,4199,0,0,18,74,234,556,1028,0,5050,0,0,0,0,0,0,0,0,0,0,0,0
136,4266,6030,3642078,3494,0,6,24,64,160,266,1244,0,4266,1,1,1,0,0,0,0,0,0,0,0,0
137,6730,10508,3633964,5110,0,0,6,232,996,1036,1508,0,6730,0,0,0,0,0,0,0,0,0,0,0,0
138,10749,14017,1352626,9420,4,36,256,648,706,946,672,0,10749,0,0,0,1,1,1,0,0,0,0,0,0
139,5930,7520,2497752,5235,0,0,14,128,476,682,290,0,5930,1,1,1,0,0,0,0,0,0,0,0,0
140,4864,8440,4514236,3617,0,30,146,336,634,1168,1262,0,4864,0,0,0,0,0,0,0,0,0,2,4,1
141,6340,7742,2605816,5671,0,12,50,138,330,498,374,0,6340,0,0,0,0,0,0,0,0,0,0,0,0
142,7537,11405,2864040,5948,0,12,50,164,696,1380,1566,0,7537,0,0,0,0,0,0,0,0,0,0,0,0
143,10393,16779,1975122,7847,0,14,126,430,986,2094,2736,0,10393,0,0,0,0,0,0,0,0,0,0,0,0
144,9924,13246,1827200,8468,0,24,214,582,830,926,746,0,9924,0,0,0,0,0,0,0,0,0,0,0,0
145,4943,9033,5413940,3607,2,14,98,294,740,812,2130,0,4943,0,0,0,0,0,0,0,0,0,2,4,1
146,8881,15121,2705102,6537,0,34,162,478,1286,1304,2976,0,8881,0,0,0,0,0,0,0,0,0,0,0,0
147,8948,12574,2326592,7336,2,8,78,388,964,1130,1056,0,8948,0,0,0,0,0,0,1,1,1,0,0,0
148,7831,10591,2389768,6633,0,2,38,222,512,684,1302,0,7831,0,0,0,2,4,1,0,0,0,0,0,0
149,6772,9464,2497954,5560,0,6,86,290,514,890,906,0,6772,0,0,0,0,0,0,1,1,1,0,0,0
150,10327,14869,1639848,8357,0,10,120,624,1052,1760,976,0,10327,0,0,0,0,0,0,0,0,0,0,0,0
151,9675,13697,1822720,8013,2,44,272,632,858,1110,1104,0,9675,0,0,0,0,0,0,0,0,0,0,0,0
152,6897,9873,3053022,5640,0,12,78,328,730,1132,696,0,6897,0,0,0,1,1,1,0,0,0,0,0,0
153,12502,19278,1407772,9739,0,56,248,884,1312,1772,2504,0,12502,0,0,0,2,4,1,1,1,1,0,0,0
154,13872,19478,1093976,11387,0,130,568,760,1036,1642,1470,0,13872,0,0,0,0,0,0,0,0,0,0,0,0
155,6779,10767,3304626,5189,0,22,136,430,948,1248,1204,0,6779,0,0,0,0,0,0,1,1,1,0,0,0
156,9629,13761,1746118,7822,2,38,200,458,796,1346,1292,0,9629,0,0,0,1,1,1,0,0,0,0,0,0
157,5581,6897,3196066,5018,6,10,46,126,174,572,382,0,5581,0,0,0,0,0,0,0,0,0,1,1,1
158,6011,8505,3239128,4895,0,6,6,68,136,486,1792,0,6011,0,0,0,0,0,0,0,0,0,0,0,0
159,6806,9880,2911566,5464,0,2,36,132,414,1282,1208,0,6806,0,0,0,0,0,0,0,0,0,0,0,0
160,7102,13316,2555008,4891,0,34,180,524,1104,1916,2456,0,7102,2,4,1,2,4,1,2,4,1,0,0,0
161,12065,16337,1181488,10184,2,32,156,488,994,1266,1334,0,12065,0,0,0,0,0,0,0,0,0,0,0,0
162,7577,11873,2272230,5747,4,18,80,254,644,1052,2244,0,7577,0,0,0,0,0,0,0,0,0,0,0,0
163,7254,9932,2268118,6065,0,10,70,152,246,924,1276,0,7254,0,0,0,0,0,0,0,0,0,1,1,1
164,5519,7929,4118308,4509,0,20,64,168,432,804,922,0,5519,0,0,0,0,0,0,0,0,0,0,0,0
165,8122,11242,2170398,6711,4,10,68,234,652,1448,704,0,8122,0,0,0,0,0,0,1,1,1,0,0,0
166,6907,9057,2405148,5926,0,2,10,92,292,652,1102,0,6907,0,0,0,0,0,0,0,0,0,0,0,0
167,10415,18111,2175284,7529,2,20,274,858,1486,2642,2414,0,10415,0,0,0,0,0,0,0,0,0,0,0,0
168,10485,18343,1638718,7555,0,40,216,686,1432,1644,3840,0,10485,0,0,0,0,0,0,0,0,0,0,0,0
169,6938,10604,3582696,5422,2,12,138,342,744,916,1512,0,6938,1,1,1,0,0,0,0,0,0,0,0,0
170,12544,16854,1453016,10584,8,44,352,852,1010,844,1200,0,12544,0,0,0,0,0,0,0,0,0,0,0,0
171,6402,9484,3391660,5103,0,12,120,382,782,952,834,0,6402,0,0,0,0,0,0,0,0,0,0,0,0
172,5239,6509,3478234,4632,0,4,24,34,74,292,842,0,5239,0,0,0,0,0,0,0,0,0,0,0,0
173,8688,12536,2081434,6987,0,2,80,288,776,1058,1644,0,8688,0,0,0,0,0,0,0,0,0,0,0,0
174,10016,13890,1671230,8350,0,18,90,340,768,1472,1186,0,10016,0,0,0,0,0,0,0,0,0,0,0,0
175,9325,13913,1746324,7465,0,38,236,510,888,1348,1568,0,9325,0,0,0,0,0,0,0,0,0,1,1,1
176,7084,11114,2743628,5415,0,12,130,408,720,1516,1244,0,7084,0,0,0,2,4,1,0,0,0,0,0,0
177,6393,8935,3668368,5306,0,32,138,448,630,678,616,0,6393,0,0,0,0,0,0,0,0,0,0,0,0
178,11025,17299,1500266,8501,0,26,218,632,1084,1418,2896,0,11025,0,0,0,0,0,0,0,0,0,0,0,0
179,5327,7985,3711712,4227,0,0,8,98,394,854,1304,0,5327,2,4,1,0,0,0,0,0,0,0,0,0
180,8571,14191,2432540,6356,0,56,232,426,672,762,3472,0,8571,0,0,0,1,1,1,0,0,0,0,0,0
181,11911,18379,1365774,9366,0,26,228,592,1254,1882,2486,0,11911,0,0,0,0,0,0,0,0,0,0,0,0
182,7866,10924,2380008,6600,0,16,194,454,616,726,1052,0,7866,0,0,0,0,0,0,0,0,0,0,0,0
183,6683,8855,2967082,5677,2,18,50,110,290,826,876,0,6683,0,0,0,0,0,0,0,0,0,0,0,0
184,6718,9800,2821764,5436,0,18,104,294,618,820,1228,0,6718,0,0,0,1,1,1,0,0,0,0,0,0
185,12161,17649,1415600,9908,6,72,368,760,1066,1050,2166,0,12161,0,0,0,0,0,0,0,0,0,0,0,0
186,6402,10654,3445266,4680,6,54,164,444,778,1602,1204,0,6402,0,0,0,2,4,1,0,0,0,1,1,1
187,11050,15790,1450318,9045,6,50,308,728,1014,1126,1508,0,11050,0,0,0,0,0,0,0,0,0,0,0,0
188,7885,13577,2671604,5707,4,24,152,576,676,1764,2496,0,7885,0,0,0,1,1,1,0,0,0,0,0,0
189,10030,15418,1839706,7719,4,40,156,384,730,940,3134,0,10030,0,0,0,0,0,0,0,0,0,0,0,0
190,4070,5154,5041106,3574,2,14,40,62,138,206,622,0,4070,0,0,0,0,0,0,0,0,0,0,0,0
191,7331,10279,3360790,6066,2,20,86,316,834,1230,460,0,7331,0,0,0,0,0,0,2,4,1,0,0,0
192,5131,7573,4579458,4066,0,2,16,120,388,612,1304,0,5131,0,0,0,0,0,0,0,0,0,0,0,0
193,3614,4560,5096472,3170,0,2,0,22,212,378,332,0,3614,1,1,1,0,0,0,1,1,1,0,0,0
194,3470,5910,6187758,2588,0,0,18,206,364,668,1184,0,3470,0,0,0,0,0,0,0,0,0,0,0,0
195,10856,21832,2011640,7058,0,20,166,796,1694,2122,6178,0,10856,0,0,0,0,0,0,0,0,0,0,0,0
196,7478,9720,2441868,6488,0,16,114,228,344,594,946,0,7478,0,0,0,0,0,0,0,0,0,0,0,0
197,8338,10474,1765448,7369,0,6,20,134,326,730,920,0,8338,0,0,0,0,0,0,0,0,0,0,0,0
198,11919,17827,1493766,9522,6,38,292,674,1122,1584,2192,0,11919,0,0,0,0,0,0,0,0,0,0,0,0
199,9285,14467,2389336,7345,0,16,114,648,1046,1526,1832,0,9285,0,0,0,0,0,0,0,0,0,0,0,0
200,9108,12156,1746108,7795,0,32,92,302,590,1010,1022,0,9108,0,0,0,1,1,1,0,0,0,0,0,0
201,4355,6663,4518804,3424,0,32,68,232,422,758,796,0,4355,0,0,0,0,0,0,0,0,0,0,0,0
202,9534,13998,1808254,7647,2,58,298,676,946,1282,1202,0,9534,0,0,0,0,0,0,0,0,0,0,0,0
203,15785,24165,1115448,12354,2,52,362,1118,1706,2364,2776,0,15785,0,0,0,1,1,1,2,4,1,0,0,0
204,8272,11752,1872576,6920,0,12,158,562,786,930,1032,0,8272,1,1,1,1,1,1,1,1,1,1,1,1
205,9533,15017,1970696,7288,0,48,204,748,1462,1636,1386,0,9533,0,0,0,0,0,0,0,0,0,0,0,0
206,8135,13025,2468144,6109,0,0,110,416,806,990,2568,0,8135,1,1,1,1,1,1,1,1,1,0,0,0
207,8304,11118,1991498,7056,4,36,90,224,462,888,1110,0,8304,0,0,0,0,0,0,0,0,0,0,0,0
208,8464,15632,2162716,5834,8,128,458,874,1186,1428,3086,0,8464,2,4,1,0,0,0,0,0,0,1,1,1
209,7246,9948,2329250,6067,0,2,30,110,310,392,1858,0,7246,0,0,0,0,0,0,0,0,0,1,1,1
210,5422,8958,4117776,4094,2,32,128,208,694,568,1904,0,5422,0,0,0,0,0,0,0,0,0,0,0,0
211,5688,7688,3192072,4896,0,2,30,176,408,676,708,0,5688,0,0,0,0,0,0,1,1,1,0,0,0
212,8969,13913,2011950,6907,0,58,256,436,738,1104,2352,0,8969,0,0,0,0,0,0,0,0,0,0,0,0
213,4932,8226,4620470,3634,2,56,206,432,790,934,874,0,4932,1,1,1,1,1,1,0,0,0,1,1,1
214,10390,18252,2280670,7441,4,122,524,958,1378,1924,2952,0,10390,0,0,0,1,1,1,1,1,1,1,1,1
215,11666,15796,1380586,9858,6,58,238,488,800,1344,1196,0,11666,0,0,0,1,1,1,0,0,0,0,0,0
216,5468,7044,2488126,4769,0,2,54,160,304,418,638,0,5468,1,1,1,0,0,0,1,1,1,0,0,0
217,11436,18132,1469162,8778,2,20,124,514,1292,1638,3106,0,11436,0,0,0,0,0,0,0,0,0,0,0,0
218,6592,8880,2550728,5646,2,6,60,304,446,892,578,0,6592,1,1,1,0,0,0,1,1,1,0,0,0
219,8843,14249,2567960,6656,2,40,188,592,1096,2068,1420,0,8843,0,0,0,0,0,0,1,1,1,0,0,0
220,1995,3515,18330810,1414,0,0,32,132,96,466,794,0,1995,0,0,0,0,0,0,0,0,0,0,0,0
221,9340,17634,2344150,6409,28,120,214,652,1196,2170,3914,0,9340,0,0,0,0,0,0,0,0,0,0,0,0
222,5591,7101,2683878,4913,0,14,66,112,230,532,556,0,5591,0,0,0,0,0,0,0,0,0,0,0,0
223,9712,11978,1583194,8638,6,38,80,176,378,704,884,0,9712,0,0,0,0,0,0,0,0,0,0,0,0
224,8205,11833,1814918,6642,0,0,48,274,574,1036,1696,0,8205,0,0,0,1,1,1,0,0,0,0,0,0
225,12093,16429,1093292,10102,0,12,154,512,828,1292,1538,0,12093,0,0,0,0,0,0,0,0,0,0,0,0
226,5156,6146,2910184,4706,0,0,12,66,174,374,364,0,5156,0,0,0,0,0,0,0,0,0,0,0,0
227,10523,18215,1858698,7738,26,54,318,858,1570,2262,2604,0,10523,0,0,0,0,0,0,1,1,1,0,0,0
228,7864,10004,1888396,6881,0,8,36,146,326,732,892,0,7864,0,0,0,1,1,1,0,0,0,0,0,0
229,5937,8195,2895054,5041,0,6,58,184,516,534,960,0,5937,0,0,0,0,0,0,0,0,0,0,0,0
230,10189,14507,1678734,8451,2,36,206,698,1114,846,1416,0,10189,0,0,0,1,1,1,0,0,0,0,0,0
231,11380,17038,1516202,8995,6,66,240,426,1056,1970,1894,0,11380,0,0,0,0,0,0,0,0,0,0,0,0
232,7334,9860,2348972,6215,0,2,68,204,386,778,1088,0,7334,0,0,0,0,0,0,0,0,0,0,0,0
233,10552,15746,2137698,8356,2,10,64,496,1122,1404,2096,0,10552,0,0,0,0,0,0,0,0,0,0,0,0
234,4702,5832,3401010,4173,0,4,30,116,178,456,346,0,4702,0,0,0,0,0,0,0,0,0,0,0,0
235,5910,9552,3173698,4551,0,24,94,254,476,998,1796,0,5910,0,0,0,0,0,0,0,0,0,0,0,0
236,5215,6627,2716952,4550,0,0,6,54,142,472,738,0,5215,0,0,0,0,0,0,0,0,0,0,0,0
237,6767,10757,2498966,5173,0,8,52,138,480,572,2740,0,6767,1,1,1,0,0,0,0,0,0,0,0,0
238,6177,10543,3676964,4556,0,2,86,284,782,1124,2088,0,6177,0,0,0,0,0,0,0,0,0,0,0,0
239,15751,25069,1035988,12052,2,64,330,1238,1816,2288,3580,0,15751,0,0,0,0,0,0,0,0,0,0,0,0
240,13799,23207,1250670,10153,2,60,420,1076,1446,2430,3974,0,13799,0,0,0,0,0,0,0,0,0,0,0,0
241,3746,9224,7648980,2023,0,8,122,540,662,1240,2906,0,3746,2,4,1,2,4,1,0,0,0,0,0,0
242,8643,14635,1977556,6399,12,46,234,596,1086,1288,2730,0,8643,1,1,1,0,0,0,0,0,0,0,0,0
243,15280,22772,1100734,12107,2,64,452,1206,1554,1658,2556,0,15280,0,0,0,0,0,0,0,0,0,0,0,0
244,7449,9301,2082142,6599,0,18,98,230,492,552,462,0,7449,0,0,0,0,0,0,0,0,0,0,0,0
245,14511,21477,1176130,11599,8,102,442,1054,1854,1832,1674,0,14511,0,0,0,0,0,0,0,0,0,0,0,0
246,12227,18893,1383920,9556,6,58,274,556,1288,1806,2678,0,12227,0,0,0,0,0,0,0,0,0,0,0,0
247,5283,9681,6236610,3773,0,0,54,260,730,1250,2104,0,5283,0,0,0,0,0,0,0,0,0,0,0,0
248,7504,12040,2142866,5686,6,44,130,308,832,1306,1910,0,7504,0,0,0,0,0,0,0,0,0,0,0,0
249,5528,6782,2638294,4947,0,2,12,54,194,568,424,0,5528,0,0,0,0,0,0,0,0,0,0,0,0
250,8672,10616,1788564,7781,0,2,24,154,296,686,782,0,8672,0,0,0,0,0,0,0,0,0,0,0,0
251,4840,6650,4328894,4045,2,16,36,144,320,530,762,0,4840,0,0,0,1,1,1,0,0,0,0,0,0
252,3981,5317,5002124,3376,0,12,52,134,266,340,532,0,3981,0,0,0,0,0,0,0,0,0,0,0,0
253,14617,21857,1060944,11481,4,164,610,1280,1398,1586,2198,0,14617,0,0,0,0,0,0,0,0,0,1,1,1
254,8486,14838,2648308,6105,0,12,88,444,1068,1192,3548,0,8486,1,1,1,0,0,0,0,0,0,0,0,0
255,8214,10838,1967044,6999,0,0,58,138,416,774,1238,0,8214,0,0,0,0,0,0,0,0,0,1,1,1
256,10993,16401,1569834,8701,2,32,232,540,660,1424,2518,0,10993,0,0,0,0,0,0,0,0,0,0,0,0
257,5629,8347,3890142,4485,14,76,174,200,384,964,906,0,5629,0,0,0,2,4,1,0,0,0,1,1,1
258,13643,20907,1347960,10632,6,94,470,1088,1646,2066,1894,0,13643,0,0,0,0,0,0,0,0,0,1,1,1
259,4719,5619,3385130,4296,0,14,46,60,120,350,310,0,4719,0,0,0,0,0,0,0,0,0,0,0,0
260,11968,16716,1348268,9897,18,82,256,482,916,1018,1976,0,11968,0,0,0,0,0,0,1,1,1,0,0,0
261,6074,8150,3044954,5194,0,6,92,224,156,618,980,0,6074,0,0,0,0,0,0,0,0,0,0,0,0
262,8208,11072,2051332,6951,6,36,92,236,454,904,1136,0,8208,0,0,0,0,0,0,0,0,0,0,0,0
263,8923,11953,1665868,7674,6,46,206,348,508,1084,832,0,8923,0,0,0,0,0,0,0,0,0,1,1,1
264,10488,16372,1615736,8062,2,54,252,666,1156,1376,2378,0,10488,0,0,0,0,0,0,0,0,0,0,0,0
265,5618,7928,3333864,4685,0,10,80,214,462,658,886,0,5618,0,0,0,0,0,0,0,0,0,0,0,0
266,6152,9762,3614486,4599,0,12,40,168,476,634,2280,0,6152,1,1,1,1,1,1,0,0,0,1,1,1
267,6068,11540,3606432,4086,0,10,20,128,628,750,3936,0,6068,0,0,0,0,0,0,1,1,1,0,0,0
268,7386,9966,2229960,6326,2,20,84,238,472,834,930,0,7386,0,0,0,0,0,0,0,0,0,0,0,0
269,2926,3536,7828902,2624,0,0,2,34,140,264,170,0,2926,2,4,1,0,0,0,0,0,0,0,0,0
270,8394,12696,1840690,6656,4,62,302,412,836,1186,1500,0,8394,0,0,0,1,1,1,0,0,0,0,0,0
271,7620,11546,2838078,5931,0,24,244,414,684,1328,1232,0,7620,0,0,0,2,4,1,0,0,0,2,4,1
272,8749,10239,1853204,8045,0,22,84,152,320,390,522,0,8749,0,0,0,0,0,0,1,1,1,0,0,0
273,9807,13063,1678612,8294,0,8,104,344,510,686,1604,0,9807,0,0,0,0,0,0,0,0,0,0,0,0
274,5990,8748,2766496,4785,0,4,14,122,242,388,1988,0,5990,3,9,1,0,0,0,0,0,0,0,0,0
275,9254,11400,1355538,8263,0,10,136,374,500,580,546,0,9254,0,0,0,0,0,0,0,0,0,0,0,0
276,5206,7258,3605994,4257,0,0,0,60,182,900,910,0,5206,0,0,0,0,0,0,0,0,0,0,0,0
277,11327,15497,1402534,9475,0,48,222,514,786,1320,1280,0,11327,0,0,0,0,0,0,0,0,0,0,0,0
278,13002,21422,1299342,9726,4,68,332,978,1980,2356,2702,0,13002,1,1,1,0,0,0,0,0,0,0,0,0
279,12231,18357,1268202,9726,8,80,384,786,1230,1636,2002,0,12231,0,0,0,2,4,1,0,0,0,1,1,1
280,6829,9733,2511250,5572,0,4,104,316,378,1090,1012,0,6829,0,0,0,0,0,0,0,0,0,0,0,0
281,3634,7178,6031904,2408,0,4,78,236,690,1234,1302,0,3634,2,4,1,1,1,1,0,0,0,4,16,1
282,9147,13517,1979302,7265,0,88,380,824,1104,1292,682,0,9147,0,0,0,0,0,0,0,0,0,0,0,0
283,7047,9299,2629278,6008,0,2,50,164,252,662,1122,0,7047,0,0,0,0,0,0,0,0,0,0,0,0
284,7945,11171,2065872,6518,0,10,60,284,702,986,1184,0,7945,0,0,0,0,0,0,0,0,0,1,1,1
285,9845,16133,2030462,7344,0,14,160,554,1212,1434,2914,0,9845,0,0,0,0,0,0,0,0,0,0,0,0
286,12300,18142,1408716,9861,2,34,256,800,1494,1696,1560,0,12300,0,0,0,0,0,0,0,0,0,0,0,0
