host,sum_y,sum_y2,sum_m2,distinct,overlap_0,overlap_1,overlap_2,overlap_3,overlap_4,overlap_5,overlap_6,target0_y,target0_y2,target0_hit,target1_y,target1_y2,target1_hit,target2_y,target2_y2,target2_hit,target3_y,target3_y2,target3_hit
280,640,1062,38305,459,2,34,126,160,100,0,640,0,0,0,2,4,1,1,1,1,0,0,0
281,233,325,87241,193,0,2,18,34,38,0,233,0,0,0,0,0,0,0,0,0,0,0,0
282,459,727,54685,358,2,20,60,96,90,0,459,0,0,0,0,0,0,0,0,0,1,1,1
283,401,669,48353,307,4,30,72,96,66,0,401,0,0,0,0,0,0,1,1,1,1,1,1
284,402,592,50013,321,0,0,30,76,84,0,402,0,0,0,0,0,0,0,0,0,0,0,0
285,511,725,41979,413,0,6,44,66,98,0,511,0,0,0,0,0,0,1,1,1,0,0,0
286,457,703,53189,346,0,8,42,88,108,0,457,1,1,1,0,0,0,0,0,0,2,4,1
287,398,518,50429,342,0,4,16,58,42,0,398,0,0,0,3,9,1,0,0,0,0,0,0
288,318,496,69655,243,2,6,36,60,74,0,318,0,0,0,0,0,0,0,0,0,1,1,1
289,296,462,81785,226,0,4,18,56,88,0,296,1,1,1,0,0,0,1,1,1,1,1,1
290,564,886,45391,434,4,56,106,82,74,0,564,0,0,0,1,1,1,2,4,1,1,1,1
291,405,751,60083,275,2,12,54,58,220,0,405,2,4,1,1,1,1,1,1,1,2,4,1
292,318,406,62781,280,0,0,28,38,22,0,318,0,0,0,1,1,1,0,0,0,0,0,0
293,403,443,40769,383,0,0,8,22,10,0,403,1,1,1,1,1,1,1,1,1,0,0,0
294,311,443,74943,249,0,8,22,22,80,0,311,0,0,0,0,0,0,0,0,0,1,1,1
295,690,1180,36575,481,0,34,114,162,180,0,690,0,0,0,1,1,1,2,4,1,0,0,0
296,358,564,63177,266,0,2,30,100,74,0,358,1,1,1,2,4,1,1,1,1,0,0,0
297,487,859,56251,339,0,22,80,120,150,0,487,1,1,1,0,0,0,1,1,1,0,0,0
298,331,487,71767,266,0,8,28,18,102,0,331,2,4,1,0,0,0,2,4,1,0,0,0
299,379,575,60043,289,2,18,66,74,36,0,379,1,1,1,0,0,0,1,1,1,1,1,1
300,381,703,82951,275,0,22,66,110,124,0,381,2,4,1,0,0,0,1,1,1,0,0,0
301,269,465,115275,189,0,0,4,32,160,0,269,1,1,1,0,0,0,0,0,0,0,0,0
302,382,518,51367,320,0,6,22,54,54,0,382,0,0,0,1,1,1,0,0,0,0,0,0
303,504,844,52967,357,0,10,56,108,166,0,504,1,1,1,0,0,0,1,1,1,0,0,0
304,388,586,57693,303,6,16,60,72,44,0,388,0,0,0,3,9,1,0,0,0,1,1,1
305,415,659,51975,310,0,10,36,82,116,0,415,0,0,0,0,0,0,0,0,0,0,0,0
306,265,351,66991,224,0,6,18,38,24,0,265,0,0,0,0,0,0,0,0,0,0,0,0
307,454,728,56231,338,0,12,66,82,114,0,454,0,0,0,1,1,1,0,0,0,0,0,0
308,438,646,64435,344,0,26,64,60,58,0,438,0,0,0,1,1,1,0,0,0,0,0,0
309,338,520,66493,260,0,6,28,56,92,0,338,0,0,0,0,0,0,0,0,0,1,1,1
310,317,433,83053,266,0,10,22,32,52,0,317,0,0,0,0,0,0,0,0,0,1,1,1
311,514,770,45641,406,0,22,50,90,94,0,514,0,0,0,1,1,1,0,0,0,2,4,1
312,218,302,113831,177,0,6,0,24,54,0,218,1,1,1,0,0,0,0,0,0,0,0,0
313,299,395,76189,256,0,2,14,28,52,0,299,0,0,0,1,1,1,0,0,0,1,1,1
314,241,427,104379,167,0,12,32,40,102,0,241,0,0,0,0,0,0,0,0,0,0,0,0
315,426,666,65701,322,0,10,30,106,94,0,426,2,4,1,0,0,0,0,0,0,0,0,0
316,145,197,165709,119,0,2,8,16,26,0,145,1,1,1,0,0,0,0,0,0,0,0,0
317,469,849,72739,326,0,22,124,106,128,0,469,1,1,1,0,0,0,1,1,1,0,0,0
318,278,364,98873,241,0,6,6,22,52,0,278,2,4,1,0,0,0,1,1,1,1,1,1
319,561,909,49243,405,2,18,96,102,130,0,561,0,0,0,2,4,1,0,0,0,0,0,0
320,381,627,87257,282,0,18,38,70,120,0,381,0,0,0,1,1,1,2,4,1,1,1,1
321,405,737,88259,287,4,36,70,130,92,0,405,0,0,0,0,0,0,0,0,0,0,0,0
322,280,378,59053,241,2,22,8,42,24,0,280,2,4,1,1,1,1,1,1,1,1,1,1
323,305,441,82871,246,0,4,10,34,88,0,305,0,0,0,0,0,0,0,0,0,1,1,1
324,458,602,41057,391,0,22,42,46,34,0,458,0,0,0,1,1,1,1,1,1,1,1,1
325,273,349,81091,235,0,10,16,26,24,0,273,0,0,0,1,1,1,1,1,1,0,0,0
326,478,690,45995,385,0,12,36,86,78,0,478,1,1,1,0,0,0,1,1,1,1,1,1
327,275,383,81001,228,0,2,8,32,66,0,275,0,0,0,0,0,0,0,0,0,0,0,0
328,331,421,69787,288,0,2,14,38,36,0,331,0,0,0,2,4,1,0,0,0,1,1,1
329,371,687,81689,239,0,2,52,114,148,0,371,2,4,1,0,0,0,2,4,1,0,0,0
330,404,616,63203,310,4,16,70,52,70,0,404,0,0,0,2,4,1,1,1,1,0,0,0
331,296,432,74987,236,2,8,20,42,64,0,296,0,0,0,0,0,0,0,0,0,1,1,1
332,242,394,153397,178,0,2,12,34,104,0,242,1,1,1,0,0,0,1,1,1,1,1,1
333,150,212,146209,119,0,2,14,38,8,0,150,2,4,1,0,0,0,0,0,0,0,0,0
334,654,1112,41727,468,2,46,114,128,168,0,654,0,0,0,1,1,1,3,9,1,0,0,0
335,408,584,64329,330,0,4,34,84,54,0,408,0,0,0,0,0,0,0,0,0,0,0,0
336,170,224,171453,146,0,4,2,20,28,0,170,0,0,0,0,0,0,0,0,0,0,0,0
337,417,635,60679,326,4,14,40,72,88,0,417,0,0,0,0,0,0,0,0,0,0,0,0
338,286,502,132013,200,4,6,28,74,104,0,286,2,4,1,0,0,0,0,0,0,0,0,0
339,428,862,67987,276,2,34,96,132,170,0,428,0,0,0,1,1,1,1,1,1,0,0,0
340,545,763,34487,450,2,14,44,58,100,0,545,0,0,0,3,9,1,1,1,1,0,0,0
341,374,600,60421,279,0,14,40,66,106,0,374,0,0,0,0,0,0,0,0,0,0,0,0
342,442,686,55443,341,2,10,24,62,146,0,442,0,0,0,0,0,0,1,1,1,4,16,1
343,458,650,51819,369,6,30,40,36,80,0,458,0,0,0,1,1,1,0,0,0,2,4,1
344,456,642,43755,369,0,2,38,98,48,0,456,1,1,1,1,1,1,2,4,1,0,0,0
345,494,780,50009,376,4,28,58,94,102,0,494,0,0,0,1,1,1,3,9,1,1,1,1
346,221,289,109849,189,0,0,12,14,42,0,221,1,1,1,1,1,1,0,0,0,0,0,0
347,351,521,75273,280,0,10,26,52,82,0,351,0,0,0,0,0,0,0,0,0,2,4,1
348,224,246,98351,213,0,0,4,4,14,0,224,0,0,0,0,0,0,0,0,0,0,0,0
349,641,1143,44201,445,2,32,136,200,132,0,641,0,0,0,0,0,0,3,9,1,0,0,0
350,471,765,45553,346,0,10,62,72,150,0,471,0,0,0,0,0,0,1,1,1,0,0,0
351,438,602,55333,362,0,6,14,88,56,0,438,1,1,1,0,0,0,1,1,1,1,1,1
352,606,1160,39475,404,6,54,126,160,208,0,606,0,0,0,0,0,0,0,0,0,1,1,1
353,600,970,43585,447,0,16,86,140,128,0,600,0,0,0,0,0,0,1,1,1,0,0,0
354,553,975,40453,380,8,34,54,116,210,0,553,1,1,1,0,0,0,2,4,1,0,0,0
355,455,657,47307,366,0,2,26,54,120,0,455,0,0,0,0,0,0,1,1,1,0,0,0
356,300,350,72905,275,0,10,12,10,18,0,300,0,0,0,1,1,1,0,0,0,0,0,0
357,306,454,65335,237,2,14,42,32,58,0,306,1,1,1,0,0,0,0,0,0,0,0,0
358,462,732,60725,345,0,14,34,138,84,0,462,2,4,1,1,1,1,1,1,1,0,0,0
359,208,250,90813,190,0,0,0,18,24,0,208,0,0,0,1,1,1,0,0,0,1,1,1
360,335,427,95611,292,0,0,22,40,30,0,335,1,1,1,0,0,0,0,0,0,1,1,1
361,318,480,73413,252,0,6,28,44,84,0,318,2,4,1,0,0,0,1,1,1,0,0,0
362,498,800,43803,377,2,20,72,86,122,0,498,1,1,1,0,0,0,1,1,1,0,0,0
363,349,507,66547,281,0,8,46,58,46,0,349,1,1,1,0,0,0,1,1,1,0,0,0
364,531,845,48775,397,0,14,82,134,84,0,531,1,1,1,0,0,0,1,1,1,0,0,0
365,375,691,96239,266,12,36,92,72,104,0,375,0,0,0,0,0,0,1,1,1,1,1,1
366,339,401,53575,308,0,0,8,28,26,0,339,0,0,0,0,0,0,0,0,0,1,1,1
367,237,303,123533,210,0,0,4,36,26,0,237,2,4,1,0,0,0,0,0,0,0,0,0
368,517,837,52595,379,4,28,94,128,66,0,517,2,4,1,0,0,0,2,4,1,1,1,1
369,336,396,55425,306,0,2,28,22,8,0,336,1,1,1,1,1,1,0,0,0,0,0,0
370,534,854,46753,399,6,26,56,130,102,0,534,0,0,0,0,0,0,1,1,1,3,9,1
371,324,462,68777,259,0,0,22,46,70,0,324,1,1,1,0,0,0,1,1,1,2,4,1
372,300,398,75807,257,0,2,14,20,62,0,300,1,1,1,0,0,0,0,0,0,0,0,0
373,295,379,72077,254,0,0,20,34,30,0,295,1,1,1,0,0,0,0,0,0,1,1,1
374,430,650,52047,337,6,20,46,70,78,0,430,0,0,0,2,4,1,0,0,0,1,1,1
375,321,529,86885,233,0,4,12,36,156,0,321,0,0,0,0,0,0,0,0,0,0,0,0
376,334,420,84701,292,0,2,12,48,24,0,334,0,0,0,0,0,0,0,0,0,0,0,0
377,169,189,143821,159,0,0,2,10,8,0,169,0,0,0,0,0,0,1,1,1,0,0,0
378,311,461,74051,244,0,12,22,38,78,0,311,1,1,1,0,0,0,0,0,0,0,0,0
379,379,509,67105,318,0,8,16,48,58,0,379,0,0,0,0,0,0,0,0,0,1,1,1
380,444,752,49603,320,2,20,26,74,186,0,444,1,1,1,1,1,1,0,0,0,0,0,0
381,391,513,42301,334,0,6,16,52,48,0,391,0,0,0,1,1,1,1,1,1,1,1,1
382,465,643,46765,387,4,20,54,50,50,0,465,0,0,0,1,1,1,0,0,0,1,1,1
383,341,527,80269,266,4,22,32,40,88,0,341,0,0,0,2,4,1,0,0,0,0,0,0
384,412,618,50301,324,2,10,50,58,86,0,412,0,0,0,1,1,1,1,1,1,0,0,0
385,348,560,82627,255,0,14,24,62,112,0,348,2,4,1,1,1,1,1,1,1,1,1,1
386,482,858,64665,329,2,14,42,134,184,0,482,1,1,1,0,0,0,1,1,1,1,1,1
387,378,608,57933,280,4,16,38,50,122,0,378,0,0,0,1,1,1,0,0,0,1,1,1
388,273,413,94427,214,2,18,36,40,44,0,273,1,1,1,1,1,1,1,1,1,1,1,1
389,400,562,63761,326,0,14,40,56,52,0,400,1,1,1,0,0,0,0,0,0,2,4,1
390,431,577,51321,360,2,16,30,52,46,0,431,1,1,1,0,0,0,1,1,1,0,0,0
391,376,726,69843,251,0,32,58,96,164,0,376,0,0,0,2,4,1,0,0,0,0,0,0
392,563,971,37157,396,0,16,60,118,214,0,563,0,0,0,1,1,1,1,1,1,3,9,1
393,390,620,69911,293,2,18,46,74,90,0,390,0,0,0,0,0,0,0,0,0,0,0,0
394,485,743,57101,369,0,8,54,106,90,0,485,1,1,1,0,0,0,1,1,1,1,1,1
395,513,817,47685,381,2,28,68,74,132,0,513,0,0,0,1,1,1,0,0,0,0,0,0
396,411,553,51023,344,0,12,24,54,52,0,411,2,4,1,0,0,0,2,4,1,1,1,1
397,655,1085,36983,467,0,58,138,166,68,0,655,0,0,0,3,9,1,1,1,1,1,1,1
398,317,485,94957,243,2,12,40,44,70,0,317,2,4,1,1,1,1,3,9,1,1,1,1
399,228,308,83895,192,0,8,12,24,36,0,228,0,0,0,1,1,1,0,0,0,1,1,1
400,505,865,61771,347,4,10,42,108,196,0,505,0,0,0,0,0,0,1,1,1,1,1,1
401,389,617,62815,293,8,22,40,50,108,0,389,1,1,1,0,0,0,0,0,0,1,1,1
402,204,272,142615,170,0,2,6,36,24,0,204,2,4,1,0,0,0,0,0,0,1,1,1
403,369,597,67083,279,4,10,34,64,116,0,369,0,0,0,0,0,0,1,1,1,2,4,1
404,244,312,88485,212,0,0,6,14,48,0,244,1,1,1,1,1,1,0,0,0,0,0,0
405,410,606,66049,323,4,16,42,50,84,0,410,0,0,0,1,1,1,0,0,0,0,0,0
406,397,591,65045,316,0,8,34,72,80,0,397,1,1,1,0,0,0,1,1,1,1,1,1
407,416,656,57391,318,0,12,44,86,98,0,416,3,9,1,1,1,1,1,1,1,2,4,1
408,302,518,85451,218,0,6,30,46,134,0,302,0,0,0,1,1,1,0,0,0,1,1,1
409,421,695,69435,303,0,20,66,80,108,0,421,1,1,1,0,0,0,1,1,1,1,1,1
410,408,622,74477,315,0,6,66,78,64,0,408,3,9,1,0,0,0,3,9,1,1,1,1
411,286,392,94161,237,0,2,12,26,66,0,286,0,0,0,0,0,0,0,0,0,1,1,1
412,320,502,71415,236,0,4,44,100,34,0,320,0,0,0,0,0,0,0,0,0,0,0,0
413,337,587,73655,241,0,6,46,92,106,0,337,0,0,0,0,0,0,0,0,0,3,9,1
414,226,360,129171,170,0,0,6,32,96,0,226,2,4,1,0,0,0,0,0,0,2,4,1
415,307,533,93595,214,6,30,44,80,66,0,307,3,9,1,1,1,1,3,9,1,0,0,0
416,346,672,91997,227,0,8,50,44,224,0,346,0,0,0,2,4,1,0,0,0,0,0,0
417,374,604,69477,277,2,4,22,58,144,0,374,1,1,1,0,0,0,1,1,1,1,1,1
418,524,770,38995,413,4,18,70,96,58,0,524,1,1,1,1,1,1,1,1,1,2,4,1
419,573,989,41679,406,12,58,84,134,128,0,573,0,0,0,2,4,1,0,0,0,0,0,0
420,295,517,89479,198,6,24,60,72,60,0,295,0,0,0,0,0,0,0,0,0,0,0,0
421,378,586,71131,290,0,8,58,74,68,0,378,0,0,0,1,1,1,2,4,1,1,1,1
422,262,300,64785,243,0,0,4,22,12,0,262,0,0,0,0,0,0,0,0,0,0,0,0
423,230,330,84959,183,0,0,10,32,58,0,230,0,0,0,2,4,1,0,0,0,0,0,0
424,530,1076,53629,333,8,36,58,140,304,0,530,1,1,1,2,4,1,0,0,0,0,0,0
425,458,716,69925,349,0,10,46,96,106,0,458,0,0,0,0,0,0,0,0,0,0,0,0
426,459,681,53113,365,2,24,84,80,32,0,459,0,0,0,1,1,1,0,0,0,0,0,0
427,250,316,97257,219,0,0,10,24,32,0,250,0,0,0,1,1,1,0,0,0,0,0,0
428,483,769,61651,361,0,20,80,120,66,0,483,0,0,0,1,1,1,0,0,0,0,0,0
429,415,595,54695,337,0,2,22,52,104,0,415,0,0,0,1,1,1,1,1,1,0,0,0
430,443,635,46901,355,2,0,20,66,104,0,443,0,0,0,1,1,1,0,0,0,0,0,0
431,412,622,58695,317,0,2,26,64,118,0,412,0,0,0,1,1,1,0,0,0,2,4,1
432,326,430,55365,282,0,4,26,44,30,0,326,1,1,1,0,0,0,1,1,1,1,1,1
433,465,823,57291,319,4,50,84,134,86,0,465,0,0,0,1,1,1,0,0,0,0,0,0
434,279,453,98477,203,0,4,28,54,88,0,279,1,1,1,0,0,0,1,1,1,0,0,0
435,354,614,81665,237,0,4,22,68,166,0,354,1,1,1,1,1,1,0,0,0,0,0,0
436,369,503,54493,307,0,6,18,46,64,0,369,0,0,0,1,1,1,0,0,0,1,1,1
437,288,418,84523,233,0,2,12,48,68,0,288,0,0,0,0,0,0,0,0,0,0,0,0
438,537,1043,50635,340,0,24,74,180,228,0,537,3,9,1,0,0,0,0,0,0,1,1,1
439,367,585,63229,277,2,18,48,82,68,0,367,0,0,0,1,1,1,1,1,1,4,16,1
440,442,708,53059,328,10,36,58,56,106,0,442,0,0,0,2,4,1,0,0,0,0,0,0
441,682,1072,28993,513,8,42,108,124,108,0,682,0,0,0,1,1,1,2,4,1,0,0,0
442,383,537,56273,314,4,36,52,36,26,0,383,1,1,1,0,0,0,0,0,0,0,0,0
443,162,210,142191,139,2,0,8,20,18,0,162,0,0,0,0,0,0,0,0,0,0,0,0
444,515,715,42095,427,4,10,44,86,56,0,515,1,1,1,0,0,0,1,1,1,1,1,1
445,380,470,49573,337,0,2,12,40,36,0,380,0,0,0,1,1,1,1,1,1,1,1,1
446,483,735,51173,380,0,12,58,90,92,0,483,1,1,1,1,1,1,0,0,0,0,0,0
447,426,610,47117,347,4,18,50,52,60,0,426,0,0,0,1,1,1,0,0,0,1,1,1
448,273,341,90689,240,0,0,6,26,36,0,273,0,0,0,1,1,1,0,0,0,0,0,0
449,491,801,43767,363,0,16,58,92,144,0,491,0,0,0,0,0,0,0,0,0,1,1,1
450,480,696,45089,383,6,8,38,92,72,0,480,0,0,0,1,1,1,1,1,1,1,1,1
451,342,432,65463,301,4,6,24,32,24,0,342,0,0,0,1,1,1,0,0,0,0,0,0
452,386,712,68287,257,0,18,98,126,84,0,386,0,0,0,0,0,0,0,0,0,0,0,0
453,294,380,86311,254,4,10,18,32,22,0,294,1,1,1,1,1,1,0,0,0,0,0,0
454,255,429,97291,185,0,8,20,24,122,0,255,0,0,0,1,1,1,0,0,0,0,0,0
455,416,646,63565,314,0,8,34,72,116,0,416,0,0,0,0,0,0,1,1,1,1,1,1
456,275,311,70257,257,0,2,14,12,8,0,275,0,0,0,1,1,1,0,0,0,1,1,1
457,596,916,36771,451,0,18,78,106,118,0,596,0,0,0,1,1,1,1,1,1,1,1,1
458,459,667,45941,370,0,2,34,86,86,0,459,0,0,0,1,1,1,1,1,1,0,0,0
459,556,854,39881,428,2,44,94,72,86,0,556,0,0,0,1,1,1,1,1,1,1,1,1
460,319,473,79907,251,0,2,26,80,46,0,319,1,1,1,0,0,0,0,0,0,0,0,0
461,89,171,541073,54,0,0,8,10,64,0,89,0,0,0,0,0,0,0,0,0,0,0,0
462,393,543,56711,326,0,2,30,76,42,0,393,0,0,0,0,0,0,0,0,0,2,4,1
463,440,754,58795,308,0,24,54,78,158,0,440,0,0,0,0,0,0,0,0,0,2,4,1
464,184,250,134175,152,0,0,8,40,18,0,184,0,0,0,1,1,1,0,0,0,1,1,1
465,393,667,72681,277,0,0,20,84,170,0,393,2,4,1,0,0,0,2,4,1,1,1,1
466,641,1195,38101,441,4,28,132,236,154,0,641,1,1,1,0,0,0,2,4,1,0,0,0
467,419,875,80973,260,2,36,74,82,262,0,419,2,4,1,0,0,0,1,1,1,0,0,0
468,304,448,130991,241,0,4,38,42,60,0,304,0,0,0,2,4,1,0,0,0,0,0,0
469,358,472,74569,303,0,2,16,36,60,0,358,0,0,0,1,1,1,1,1,1,0,0,0
470,370,648,61487,269,2,20,54,56,146,0,370,0,0,0,0,0,0,1,1,1,2,4,1
471,359,569,79903,276,4,16,34,64,92,0,359,1,1,1,0,0,0,1,1,1,3,9,1
472,228,334,130581,189,2,4,12,32,56,0,228,0,0,0,0,0,0,0,0,0,0,0,0
473,243,343,82681,203,0,10,10,20,60,0,243,0,0,0,1,1,1,0,0,0,0,0,0
474,362,678,80043,238,0,20,38,46,212,0,362,0,0,0,0,0,0,0,0,0,0,0,0
475,456,760,58579,327,0,12,80,72,140,0,456,1,1,1,1,1,1,1,1,1,1,1,1
476,267,361,68577,224,2,14,28,30,20,0,267,0,0,0,0,0,0,0,0,0,1,1,1
477,149,223,159483,117,0,2,6,10,56,0,149,1,1,1,0,0,0,1,1,1,1,1,1
478,359,531,51473,283,2,8,30,54,78,0,359,0,0,0,0,0,0,0,0,0,1,1,1
479,512,712,43761,416,0,6,34,72,88,0,512,0,0,0,1,1,1,2,4,1,1,1,1
480,237,287,86337,214,0,0,6,30,14,0,237,1,1,1,0,0,0,0,0,0,0,0,0
481,266,384,105575,216,0,4,38,36,40,0,266,0,0,0,0,0,0,0,0,0,0,0,0
482,392,628,76389,289,0,6,46,38,146,0,392,0,0,0,0,0,0,0,0,0,1,1,1
483,230,294,113429,202,0,0,8,32,24,0,230,1,1,1,0,0,0,1,1,1,0,0,0
484,569,1069,56385,376,8,40,94,212,146,0,569,1,1,1,2,4,1,2,4,1,0,0,0
485,279,359,86439,244,4,0,6,28,42,0,279,0,0,0,1,1,1,0,0,0,0,0,0
486,271,379,71657,222,0,10,36,36,26,0,271,0,0,0,0,0,0,0,0,0,0,0,0
487,396,500,50895,345,0,2,16,34,52,0,396,1,1,1,0,0,0,1,1,1,0,0,0
488,409,607,62935,318,0,10,40,56,92,0,409,0,0,0,1,1,1,1,1,1,0,0,0
489,397,633,73409,293,2,20,78,56,80,0,397,0,0,0,1,1,1,0,0,0,0,0,0
490,463,683,65401,374,0,10,64,90,56,0,463,1,1,1,0,0,0,2,4,1,0,0,0
491,342,440,70989,295,0,4,14,56,24,0,342,0,0,0,0,0,0,0,0,0,0,0,0
492,237,305,101515,205,2,6,14,30,16,0,237,1,1,1,0,0,0,1,1,1,1,1,1
493,254,412,99777,193,0,0,24,78,56,0,254,1,1,1,0,0,0,0,0,0,0,0,0
494,478,754,55097,373,0,4,54,100,118,0,478,0,0,0,0,0,0,1,1,1,1,1,1
495,350,592,63199,256,0,6,28,22,186,0,350,0,0,0,0,0,0,0,0,0,3,9,1
496,115,245,253763,74,0,0,24,10,96,0,115,0,0,0,0,0,0,0,0,0,0,0,0
497,452,720,58147,330,0,10,50,58,150,0,452,0,0,0,0,0,0,0,0,0,0,0,0
498,219,295,142519,184,0,4,12,12,48,0,219,0,0,0,0,0,0,0,0,0,0,0,0
499,387,667,77285,281,0,26,74,62,118,0,387,1,1,1,0,0,0,2,4,1,1,1,1
500,423,655,69461,322,0,2,22,98,110,0,423,1,1,1,1,1,1,1,1,1,0,0,0
501,299,415,70523,246,0,0,32,42,42,0,299,2,4,1,2,4,1,1,1,1,0,0,0
502,269,311,73765,249,0,4,12,18,8,0,269,0,0,0,1,1,1,0,0,0,1,1,1
503,620,1018,37651,450,4,16,74,158,146,0,620,0,0,0,1,1,1,2,4,1,1,1,1
504,386,588,71331,297,0,8,42,44,108,0,386,0,0,0,1,1,1,0,0,0,2,4,1
505,483,747,46497,366,0,30,42,38,154,0,483,0,0,0,0,0,0,0,0,0,2,4,1
506,361,505,68079,296,0,10,20,74,40,0,361,0,0,0,1,1,1,0,0,0,0,0,0
507,518,928,52837,354,4,38,92,118,158,0,518,1,1,1,1,1,1,2,4,1,2,4,1
508,276,342,81309,246,0,2,8,20,36,0,276,1,1,1,0,0,0,1,1,1,0,0,0
509,534,1230,76285,318,0,44,140,230,282,0,534,1,1,1,0,0,0,0,0,0,0,0,0
510,351,493,81411,286,0,14,30,58,40,0,351,0,0,0,0,0,0,0,0,0,0,0,0
511,317,373,60745,290,0,4,14,32,6,0,317,0,0,0,0,0,0,0,0,0,1,1,1
512,437,795,66005,299,2,32,76,74,174,0,437,0,0,0,0,0,0,0,0,0,0,0,0
513,235,355,80351,187,0,4,0,50,66,0,235,0,0,0,0,0,0,0,0,0,0,0,0
514,425,573,62467,356,4,6,22,46,70,0,425,1,1,1,1,1,1,1,1,1,0,0,0
515,415,687,60111,299,0,4,40,148,80,0,415,1,1,1,1,1,1,1,1,1,1,1,1
516,590,1022,46517,428,0,32,110,190,100,0,590,1,1,1,0,0,0,3,9,1,1,1,1
517,695,1327,41999,449,4,26,142,186,274,0,695,2,4,1,3,9,1,3,9,1,1,1,1
518,436,606,47649,359,2,26,46,36,60,0,436,0,0,0,1,1,1,0,0,0,0,0,0
519,429,621,47223,343,0,2,16,104,70,0,429,1,1,1,1,1,1,1,1,1,0,0,0
520,404,548,53037,334,10,20,26,26,62,0,404,0,0,0,1,1,1,0,0,0,0,0,0
521,394,634,62411,298,2,8,28,66,136,0,394,1,1,1,0,0,0,1,1,1,1,1,1
522,400,670,60273,287,0,2,34,78,156,0,400,2,4,1,0,0,0,0,0,0,1,1,1
523,248,284,133319,230,0,0,8,18,10,0,248,0,0,0,0,0,0,0,0,0,0,0,0
524,470,686,46263,375,0,4,54,80,78,0,470,1,1,1,1,1,1,1,1,1,1,1,1
525,485,823,55641,352,2,28,66,92,150,0,485,2,4,1,1,1,1,1,1,1,0,0,0
526,509,937,52813,335,4,46,86,108,184,0,509,0,0,0,0,0,0,1,1,1,4,16,1
527,298,530,111369,209,0,0,20,26,186,0,298,1,1,1,0,0,0,1,1,1,0,0,0
528,550,766,35451,446,0,8,52,94,62,0,550,1,1,1,1,1,1,2,4,1,0,0,0
529,541,825,49063,417,0,0,106,142,36,0,541,0,0,0,1,1,1,1,1,1,1,1,1
530,347,527,63957,271,0,8,8,50,114,0,347,0,0,0,2,4,1,0,0,0,0,0,0
531,689,1087,31159,511,8,56,114,124,96,0,689,0,0,0,1,1,1,0,0,0,0,0,0
532,263,327,98409,239,0,2,8,24,30,0,263,0,0,0,0,0,0,0,0,0,1,1,1
533,365,555,88663,277,0,16,76,80,18,0,365,1,1,1,1,1,1,2,4,1,1,1,1
534,382,578,71075,297,0,0,16,82,98,0,382,0,0,0,1,1,1,0,0,0,0,0,0
535,424,652,88557,326,0,4,66,86,72,0,424,1,1,1,2,4,1,0,0,0,0,0,0
536,402,600,59317,316,0,6,40,88,64,0,402,0,0,0,0,0,0,0,0,0,2,4,1
537,424,558,55609,360,0,14,28,38,54,0,424,2,4,1,1,1,1,1,1,1,0,0,0
538,245,317,93861,210,0,6,14,28,24,0,245,1,1,1,0,0,0,0,0,0,1,1,1
539,437,619,55515,353,0,6,30,40,106,0,437,1,1,1,1,1,1,2,4,1,1,1,1
540,273,417,120459,205,0,0,8,12,124,0,273,3,9,1,1,1,1,2,4,1,0,0,0
541,255,285,105357,240,0,2,0,14,14,0,255,0,0,0,1,1,1,0,0,0,1,1,1
542,352,404,56499,326,2,0,12,18,20,0,352,0,0,0,0,0,0,0,0,0,0,0,0
543,492,842,49557,352,2,28,86,86,148,0,492,0,0,0,2,4,1,0,0,0,1,1,1
544,166,218,142907,140,0,2,2,10,38,0,166,1,1,1,0,0,0,0,0,0,0,0,0
545,382,524,54569,319,6,12,30,56,38,0,382,1,1,1,1,1,1,0,0,0,0,0,0
546,341,449,66897,289,0,2,8,42,56,0,341,1,1,1,1,1,1,0,0,0,0,0,0
547,506,690,40079,418,2,8,44,46,84,0,506,0,0,0,1,1,1,1,1,1,1,1,1
548,577,1115,47679,377,0,28,128,180,202,0,577,1,1,1,0,0,0,1,1,1,1,1,1
549,389,567,67601,316,2,16,42,64,54,0,389,0,0,0,1,1,1,0,0,0,0,0,0
550,593,1051,43721,412,10,22,108,160,158,0,593,0,0,0,1,1,1,2,4,1,1,1,1
551,239,281,106789,218,0,0,2,22,18,0,239,2,4,1,0,0,0,0,0,0,0,0,0
552,364,642,83665,264,4,26,62,120,66,0,364,0,0,0,0,0,0,0,0,0,0,0,0
553,355,559,71373,264,2,16,36,70,80,0,355,1,1,1,1,1,1,1,1,1,1,1,1
554,538,762,35589,436,0,18,46,78,82,0,538,0,0,0,1,1,1,1,1,1,1,1,1
555,403,473,46719,368,0,6,14,26,24,0,403,1,1,1,0,0,0,0,0,0,0,0,0
556,227,315,114589,188,0,0,10,42,36,0,227,0,0,0,0,0,0,0,0,0,0,0,0
557,404,516,54001,356,0,8,32,48,24,0,404,0,0,0,1,1,1,1,1,1,1,1,1
558,267,303,70333,249,6,0,8,10,12,0,267,0,0,0,1,1,1,0,0,0,1,1,1
559,504,812,51913,380,2,18,76,86,126,0,504,0,0,0,1,1,1,1,1,1,0,0,0
560,533,843,45445,396,2,10,58,120,120,0,533,1,1,1,0,0,0,1,1,1,0,0,0
561,331,431,51135,282,2,8,22,18,50,0,331,1,1,1,0,0,0,0,0,0,0,0,0
