host,sum_y,sum_y2,sum_m2,distinct,overlap_0,overlap_1,overlap_2,overlap_3,overlap_4,overlap_5,overlap_6,target0_y,target0_y2,target0_hit,target1_y,target1_y2,target1_hit,target2_y,target2_y2,target2_hit,target3_y,target3_y2,target3_hit
52,470,744,48019,351,4,28,56,112,74,0,470,0,0,0,1,1,1,0,0,0,0,0,0
53,186,222,127337,168,0,4,8,14,10,0,186,0,0,0,0,0,0,0,0,0,0,0,0
54,409,577,47443,332,2,10,20,44,92,0,409,0,0,0,1,1,1,0,0,0,1,1,1
55,520,886,55117,378,2,18,72,174,100,0,520,0,0,0,0,0,0,1,1,1,0,0,0
56,540,722,36749,455,0,8,24,40,110,0,540,1,1,1,1,1,1,0,0,0,1,1,1
57,258,314,76715,231,2,2,18,32,2,0,258,0,0,0,0,0,0,0,0,0,0,0,0
58,198,280,150339,164,0,2,14,20,46,0,198,0,0,0,1,1,1,0,0,0,0,0,0
59,351,465,51285,297,0,0,12,36,66,0,351,1,1,1,0,0,0,0,0,0,0,0,0
60,389,559,60079,306,0,4,26,92,48,0,389,1,1,1,0,0,0,2,4,1,0,0,0
61,409,549,55695,344,2,14,28,48,48,0,409,0,0,0,1,1,1,0,0,0,1,1,1
62,139,213,159667,105,0,0,4,12,58,0,139,2,4,1,0,0,0,0,0,0,0,0,0
63,553,997,52855,381,6,40,74,162,162,0,553,0,0,0,0,0,0,1,1,1,1,1,1
64,495,801,55161,361,4,10,30,68,194,0,495,0,0,0,1,1,1,0,0,0,0,0,0
65,407,607,62383,318,0,20,60,68,52,0,407,0,0,0,0,0,0,0,0,0,1,1,1
66,658,1332,47005,415,0,64,162,146,302,0,658,0,0,0,0,0,0,1,1,1,3,9,1
67,349,469,79973,291,0,6,38,58,18,0,349,0,0,0,0,0,0,0,0,0,0,0,0
68,567,833,38295,442,0,14,42,94,116,0,567,0,0,0,1,1,1,1,1,1,1,1,1
69,320,396,62553,284,0,0,12,30,34,0,320,1,1,1,0,0,0,0,0,0,0,0,0
70,327,441,70905,274,0,0,10,38,66,0,327,0,0,0,1,1,1,1,1,1,1,1,1
71,185,227,138551,167,0,0,2,32,8,0,185,0,0,0,0,0,0,0,0,0,0,0,0
72,476,804,43861,354,2,32,102,92,100,0,476,0,0,0,1,1,1,0,0,0,0,0,0
73,136,150,171915,129,0,4,2,4,4,0,136,1,1,1,0,0,0,0,0,0,0,0,0
74,414,542,45071,358,2,14,36,42,34,0,414,1,1,1,1,1,1,1,1,1,0,0,0
75,717,1199,32841,507,4,50,140,140,148,0,717,0,0,0,0,0,0,1,1,1,1,1,1
76,486,734,55891,375,0,20,34,92,102,0,486,0,0,0,2,4,1,1,1,1,0,0,0
77,306,394,59521,266,0,0,18,26,44,0,306,0,0,0,0,0,0,1,1,1,1,1,1
78,361,785,112581,218,0,16,66,150,192,0,361,0,0,0,0,0,0,0,0,0,0,0,0
79,191,259,106183,157,0,0,12,40,16,0,191,1,1,1,0,0,0,0,0,0,1,1,1
80,313,495,104535,246,2,26,24,56,74,0,313,1,1,1,0,0,0,1,1,1,0,0,0
81,343,475,68827,284,0,0,30,62,40,0,343,2,4,1,0,0,0,1,1,1,1,1,1
82,271,367,77507,226,2,10,26,28,30,0,271,1,1,1,0,0,0,1,1,1,1,1,1
83,434,616,55963,352,0,18,56,62,46,0,434,0,0,0,1,1,1,1,1,1,1,1,1
84,310,588,81139,202,0,20,40,122,96,0,310,1,1,1,0,0,0,2,4,1,0,0,0
85,214,262,98615,190,0,2,6,22,18,0,214,1,1,1,0,0,0,0,0,0,1,1,1
86,263,457,166937,191,0,4,16,66,108,0,263,1,1,1,0,0,0,2,4,1,1,1,1
87,470,716,69579,363,0,0,32,106,108,0,470,1,1,1,0,0,0,3,9,1,0,0,0
88,639,1041,32943,469,4,44,102,120,132,0,639,0,0,0,1,1,1,0,0,0,1,1,1
89,276,480,139809,201,2,8,66,90,38,0,276,0,0,0,0,0,0,1,1,1,0,0,0
90,228,400,143617,158,0,4,16,78,74,0,228,3,9,1,0,0,0,0,0,0,1,1,1
91,379,539,56109,309,0,6,30,66,58,0,379,1,1,1,0,0,0,0,0,0,0,0,0
92,336,706,72809,216,4,22,64,96,184,0,336,1,1,1,0,0,0,2,4,1,2,4,1
93,599,969,39893,445,4,38,112,166,50,0,599,1,1,1,1,1,1,0,0,0,0,0,0
94,238,286,141351,216,2,2,6,16,22,0,238,1,1,1,0,0,0,0,0,0,0,0,0
95,412,576,52307,340,2,16,28,50,68,0,412,0,0,0,1,1,1,1,1,1,1,1,1
96,396,606,70929,312,2,10,54,78,66,0,396,0,0,0,2,4,1,1,1,1,0,0,0
97,423,673,56703,318,2,6,34,68,140,0,423,0,0,0,0,0,0,1,1,1,0,0,0
98,215,275,135453,185,0,2,0,26,32,0,215,1,1,1,0,0,0,1,1,1,1,1,1
99,276,394,78209,223,0,6,14,44,54,0,276,0,0,0,0,0,0,0,0,0,1,1,1
100,447,687,50255,340,0,26,88,66,60,0,447,0,0,0,0,0,0,1,1,1,0,0,0
101,273,415,93031,207,0,0,10,56,76,0,273,0,0,0,0,0,0,1,1,1,0,0,0
102,381,669,78827,273,6,10,56,78,138,0,381,0,0,0,1,1,1,0,0,0,0,0,0
103,315,393,69005,278,2,2,10,4,60,0,315,1,1,1,1,1,1,0,0,0,1,1,1
104,361,497,77315,298,0,6,22,50,58,0,361,1,1,1,0,0,0,0,0,0,0,0,0
105,412,630,70003,311,0,6,30,68,114,0,412,0,0,0,3,9,1,0,0,0,1,1,1
106,234,418,186999,168,0,4,22,34,124,0,234,0,0,0,1,1,1,0,0,0,0,0,0
107,418,708,60865,305,0,10,46,78,156,0,418,0,0,0,0,0,0,1,1,1,3,9,1
108,522,870,43677,385,2,32,90,156,68,0,522,0,0,0,0,0,0,1,1,1,1,1,1
109,205,293,184653,166,0,6,6,44,32,0,205,0,0,0,0,0,0,0,0,0,0,0,0
110,411,649,76545,312,0,12,40,98,88,0,411,0,0,0,0,0,0,0,0,0,1,1,1
111,433,623,49897,346,2,18,32,70,68,0,433,0,0,0,0,0,0,0,0,0,2,4,1
112,228,334,101507,183,2,4,8,40,52,0,228,2,4,1,0,0,0,0,0,0,0,0,0
113,338,460,71287,282,2,12,34,36,38,0,338,0,0,0,1,1,1,1,1,1,0,0,0
114,619,1091,38863,427,0,40,106,162,164,0,619,0,0,0,1,1,1,1,1,1,2,4,1
115,175,225,148857,151,0,0,0,8,42,0,175,0,0,0,0,0,0,0,0,0,0,0,0
116,564,908,37323,417,0,30,98,92,124,0,564,0,0,0,1,1,1,0,0,0,0,0,0
117,451,713,45045,334,2,14,28,46,172,0,451,1,1,1,1,1,1,1,1,1,0,0,0
118,569,811,37813,455,0,6,54,108,74,0,569,0,0,0,1,1,1,2,4,1,1,1,1
119,498,806,51807,364,4,26,42,132,104,0,498,0,0,0,0,0,0,0,0,0,1,1,1
120,205,285,111483,166,0,4,16,22,38,0,205,0,0,0,0,0,0,0,0,0,0,0,0
121,388,526,62073,328,0,8,28,70,32,0,388,1,1,1,0,0,0,1,1,1,1,1,1
122,426,590,57881,352,0,10,48,64,42,0,426,0,0,0,0,0,0,0,0,0,0,0,0
123,387,689,74257,263,0,8,82,80,132,0,387,0,0,0,0,0,0,0,0,0,0,0,0
124,394,588,56723,308,2,32,64,68,28,0,394,0,0,0,0,0,0,0,0,0,0,0,0
125,379,579,55719,294,0,14,24,52,110,0,379,0,0,0,0,0,0,1,1,1,1,1,1
126,276,394,87931,226,0,0,10,22,86,0,276,0,0,0,1,1,1,0,0,0,1,1,1
127,366,542,59417,286,0,0,14,72,90,0,366,0,0,0,1,1,1,0,0,0,0,0,0
128,197,265,131817,173,0,8,8,30,22,0,197,0,0,0,0,0,0,0,0,0,0,0,0
129,422,610,63979,333,0,12,20,66,90,0,422,0,0,0,0,0,0,2,4,1,1,1,1
130,200,280,113381,161,0,4,10,18,48,0,200,0,0,0,0,0,0,0,0,0,0,0,0
131,222,256,89637,205,0,0,6,2,26,0,222,0,0,0,1,1,1,0,0,0,0,0,0
132,451,629,54509,368,0,10,48,68,52,0,451,0,0,0,0,0,0,2,4,1,1,1,1
133,690,1116,32725,506,4,40,106,150,126,0,690,1,1,1,0,0,0,2,4,1,1,1,1
134,402,498,52203,355,2,4,14,18,58,0,402,0,0,0,1,1,1,0,0,0,1,1,1
135,378,612,63595,286,6,20,32,102,74,0,378,1,1,1,0,0,0,0,0,0,0,0,0
136,319,417,65847,271,0,10,14,24,50,0,319,2,4,1,2,4,1,1,1,1,1,1,1
137,329,575,106101,226,0,4,28,62,152,0,329,1,1,1,0,0,0,1,1,1,0,0,0
138,320,498,77301,242,0,6,26,58,88,0,320,1,1,1,0,0,0,0,0,0,0,0,0
139,270,414,96153,212,0,4,28,24,88,0,270,4,16,1,2,4,1,1,1,1,1,1,1
140,224,290,95631,196,0,2,16,20,28,0,224,0,0,0,0,0,0,0,0,0,0,0,0
141,536,824,45851,417,2,10,72,100,104,0,536,1,1,1,1,1,1,1,1,1,0,0,0
142,475,817,68859,339,2,24,114,162,40,0,475,0,0,0,0,0,0,1,1,1,3,9,1
143,210,222,115429,204,0,0,0,6,6,0,210,0,0,0,0,0,0,1,1,1,0,0,0
144,366,572,66077,277,0,8,46,96,56,0,366,1,1,1,1,1,1,1,1,1,2,4,1
145,294,558,134965,199,0,14,38,36,176,0,294,1,1,1,1,1,1,0,0,0,0,0,0
146,415,711,74825,300,0,0,36,98,162,0,415,1,1,1,0,0,0,1,1,1,0,0,0
147,339,511,65627,262,0,2,14,46,110,0,339,0,0,0,0,0,0,0,0,0,0,0,0
148,345,695,90217,219,4,18,56,100,172,0,345,2,4,1,0,0,0,0,0,0,3,9,1
149,351,591,66555,259,4,32,30,60,114,0,351,0,0,0,0,0,0,1,1,1,1,1,1
150,311,411,69221,262,2,8,10,14,66,0,311,0,0,0,1,1,1,0,0,0,0,0,0
151,338,484,70901,273,2,4,44,76,20,0,338,1,1,1,0,0,0,0,0,0,0,0,0
152,359,621,77935,250,0,22,38,68,134,0,359,1,1,1,0,0,0,1,1,1,0,0,0
153,407,585,54391,335,0,16,34,28,100,0,407,1,1,1,0,0,0,0,0,0,0,0,0
154,541,997,49699,360,6,28,56,152,214,0,541,1,1,1,0,0,0,2,4,1,2,4,1
155,367,645,79109,266,0,12,42,52,172,0,367,0,0,0,1,1,1,0,0,0,0,0,0
156,458,718,67587,346,2,14,60,80,104,0,458,2,4,1,0,0,0,2,4,1,0,0,0
157,471,875,61547,331,16,26,134,126,102,0,471,0,0,0,1,1,1,1,1,1,6,36,1
158,305,429,79361,255,4,16,28,18,58,0,305,1,1,1,0,0,0,0,0,0,0,0,0
159,484,750,47763,370,2,12,42,96,114,0,484,0,0,0,0,0,0,0,0,0,0,0,0
160,322,448,74567,267,0,0,20,42,64,0,322,1,1,1,0,0,0,1,1,1,0,0,0
161,262,520,115725,163,6,14,46,70,122,0,262,1,1,1,0,0,0,0,0,0,1,1,1
162,294,606,81315,182,0,10,28,134,140,0,294,1,1,1,0,0,0,0,0,0,1,1,1
163,358,522,83781,293,0,6,60,54,44,0,358,2,4,1,0,0,0,1,1,1,0,0,0
164,177,241,103853,148,0,0,12,26,26,0,177,1,1,1,1,1,1,0,0,0,1,1,1
165,232,244,88743,226,0,0,2,6,4,0,232,0,0,0,1,1,1,0,0,0,0,0,0
166,382,476,67103,337,0,0,32,40,22,0,382,2,4,1,0,0,0,1,1,1,0,0,0
167,306,326,63643,296,0,4,10,6,0,0,306,1,1,1,0,0,0,1,1,1,0,0,0
168,564,1044,52951,385,10,52,148,156,114,0,564,2,4,1,1,1,1,2,4,1,1,1,1
169,413,647,61653,310,0,10,66,88,70,0,413,0,0,0,0,0,0,0,0,0,0,0,0
170,353,507,65873,288,0,2,8,50,94,0,353,1,1,1,1,1,1,1,1,1,1,1,1
171,499,707,36775,398,0,12,52,84,60,0,499,0,0,0,0,0,0,2,4,1,0,0,0
172,362,562,67343,273,0,0,4,74,122,0,362,0,0,0,0,0,0,0,0,0,1,1,1
173,344,462,78319,295,0,0,24,60,34,0,344,1,1,1,0,0,0,0,0,0,0,0,0
174,306,386,74099,268,0,6,8,28,38,0,306,0,0,0,1,1,1,0,0,0,0,0,0
175,354,692,80461,244,0,10,80,98,150,0,354,0,0,0,1,1,1,0,0,0,0,0,0
176,440,596,51431,370,0,10,30,40,76,0,440,0,0,0,1,1,1,1,1,1,0,0,0
177,372,572,72633,295,0,12,52,54,82,0,372,0,0,0,0,0,0,1,1,1,0,0,0
178,398,610,57001,315,4,12,42,76,78,0,398,0,0,0,1,1,1,1,1,1,4,16,1
179,428,740,55415,300,8,36,84,98,86,0,428,0,0,0,1,1,1,0,0,0,0,0,0
180,382,562,58755,294,0,8,44,74,54,0,382,0,0,0,0,0,0,1,1,1,0,0,0
181,211,313,100355,162,0,0,16,52,34,0,211,1,1,1,1,1,1,0,0,0,1,1,1
182,262,358,80241,218,0,2,4,30,60,0,262,0,0,0,0,0,0,0,0,0,0,0,0
183,449,791,50749,319,2,16,80,134,110,0,449,0,0,0,0,0,0,0,0,0,1,1,1
184,225,459,128439,146,2,16,30,56,130,0,225,1,1,1,0,0,0,0,0,0,0,0,0
185,410,682,56859,295,2,12,42,122,94,0,410,0,0,0,0,0,0,0,0,0,1,1,1
186,325,441,51589,272,2,4,12,28,70,0,325,0,0,0,1,1,1,1,1,1,1,1,1
187,316,528,88849,237,0,20,42,60,90,0,316,0,0,0,0,0,0,0,0,0,0,0,0
188,275,371,82819,231,2,8,16,24,46,0,275,1,1,1,0,0,0,0,0,0,0,0,0
189,452,770,54249,318,2,14,28,36,238,0,452,0,0,0,0,0,0,0,0,0,1,1,1
190,560,876,35615,425,4,22,56,112,122,0,560,0,0,0,0,0,0,0,0,0,0,0,0
191,324,402,85997,290,0,4,12,28,34,0,324,1,1,1,0,0,0,1,1,1,1,1,1
192,276,408,95095,217,0,8,14,44,66,0,276,2,4,1,0,0,0,0,0,0,0,0,0
193,560,964,44257,398,0,22,92,152,138,0,560,0,0,0,1,1,1,0,0,0,0,0,0
194,433,693,67315,320,2,2,40,106,110,0,433,1,1,1,0,0,0,3,9,1,1,1,1
195,151,313,208409,92,2,2,18,14,126,0,151,0,0,0,0,0,0,0,0,0,0,0,0
196,231,249,105601,222,0,2,10,4,2,0,231,1,1,1,1,1,1,0,0,0,0,0,0
197,530,744,42475,431,2,12,58,56,86,0,530,1,1,1,1,1,1,1,1,1,0,0,0
198,440,604,44265,360,0,8,42,34,80,0,440,0,0,0,2,4,1,1,1,1,0,0,0
199,367,519,63521,301,4,10,18,10,110,0,367,2,4,1,0,0,0,0,0,0,1,1,1
200,356,456,74307,309,0,4,30,42,24,0,356,0,0,0,1,1,1,0,0,0,0,0,0
201,492,818,50853,347,0,8,28,110,180,0,492,2,4,1,0,0,0,0,0,0,0,0,0
202,287,481,77817,200,0,0,10,36,148,0,287,0,0,0,0,0,0,0,0,0,2,4,1
203,332,426,76393,288,0,2,24,38,30,0,332,1,1,1,0,0,0,0,0,0,0,0,0
204,578,818,36237,464,0,14,46,104,76,0,578,0,0,0,1,1,1,1,1,1,1,1,1
205,342,476,76823,281,0,4,38,54,38,0,342,0,0,0,1,1,1,1,1,1,2,4,1
206,447,669,55443,352,0,14,50,80,78,0,447,0,0,0,0,0,0,1,1,1,0,0,0
207,206,370,140955,140,0,0,6,10,148,0,206,1,1,1,0,0,0,0,0,0,1,1,1
208,330,438,66561,282,0,4,28,38,38,0,330,1,1,1,0,0,0,0,0,0,0,0,0
209,653,1189,33597,442,14,52,118,142,210,0,653,1,1,1,2,4,1,0,0,0,0,0,0
210,362,542,71523,290,0,2,26,58,94,0,362,0,0,0,1,1,1,0,0,0,1,1,1
211,497,781,46109,378,0,18,72,56,138,0,497,0,0,0,0,0,0,0,0,0,1,1,1
212,373,555,73941,291,2,10,34,72,64,0,373,0,0,0,0,0,0,1,1,1,1,1,1
213,397,615,69561,306,4,14,32,56,112,0,397,2,4,1,1,1,1,2,4,1,0,0,0
214,379,567,57237,299,4,12,24,50,98,0,379,2,4,1,0,0,0,1,1,1,0,0,0
215,536,832,45095,402,4,16,78,124,74,0,536,1,1,1,1,1,1,2,4,1,1,1,1
216,403,597,64745,309,2,14,22,54,102,0,403,1,1,1,0,0,0,2,4,1,1,1,1
217,407,557,58891,344,0,16,56,44,34,0,407,0,0,0,0,0,0,1,1,1,0,0,0
218,134,168,165933,118,0,0,2,12,20,0,134,2,4,1,0,0,0,0,0,0,0,0,0
219,492,884,52745,343,2,14,96,78,202,0,492,0,0,0,0,0,0,0,0,0,0,0,0
220,386,480,55817,340,0,2,20,42,30,0,386,0,0,0,1,1,1,0,0,0,0,0,0
221,271,369,99417,227,0,6,10,22,60,0,271,1,1,1,0,0,0,1,1,1,0,0,0
222,294,514,98549,214,0,10,52,58,100,0,294,0,0,0,0,0,0,0,0,0,0,0,0
223,389,535,55757,319,6,18,20,48,54,0,389,0,0,0,1,1,1,0,0,0,0,0,0
224,289,551,138331,191,0,2,28,82,150,0,289,0,0,0,0,0,0,0,0,0,0,0,0
225,514,892,61167,366,8,38,98,128,106,0,514,0,0,0,0,0,0,1,1,1,0,0,0
226,100,124,246799,88,0,0,0,14,10,0,100,1,1,1,0,0,0,0,0,0,0,0,0
227,400,568,48197,327,0,14,34,68,52,0,400,1,1,1,1,1,1,0,0,0,0,0,0
228,502,740,52635,401,0,4,26,116,92,0,502,2,4,1,0,0,0,1,1,1,0,0,0
229,211,335,158153,160,0,0,2,24,98,0,211,0,0,0,0,0,0,1,1,1,1,1,1
230,289,383,60587,243,0,8,20,18,48,0,289,1,1,1,0,0,0,0,0,0,0,0,0
231,303,545,87977,202,0,10,14,22,196,0,303,0,0,0,0,0,0,0,0,0,1,1,1
232,319,479,67981,253,0,6,36,48,70,0,319,1,1,1,3,9,1,1,1,1,1,1,1
233,397,759,65773,273,2,28,84,84,164,0,397,1,1,1,0,0,0,0,0,0,0,0,0
234,572,834,37055,456,8,28,76,88,62,0,572,0,0,0,1,1,1,0,0,0,1,1,1
235,457,685,48117,358,0,6,56,106,60,0,457,0,0,0,0,0,0,0,0,0,0,0,0
236,479,679,44933,387,0,10,30,74,86,0,479,2,4,1,0,0,0,0,0,0,1,1,1
237,476,806,54617,344,2,22,66,142,98,0,476,1,1,1,0,0,0,0,0,0,0,0,0
238,466,786,58385,343,0,44,90,90,96,0,466,0,0,0,1,1,1,0,0,0,0,0,0
239,248,338,92725,203,0,0,4,12,74,0,248,0,0,0,1,1,1,0,0,0,0,0,0
240,482,858,63027,333,2,12,76,150,136,0,482,0,0,0,1,1,1,0,0,0,0,0,0
241,481,797,58393,343,0,16,122,96,82,0,481,0,0,0,1,1,1,0,0,0,1,1,1
242,243,419,102759,181,0,6,50,42,78,0,243,0,0,0,1,1,1,0,0,0,0,0,0
243,563,919,45003,426,0,24,88,106,138,0,563,0,0,0,1,1,1,0,0,0,0,0,0
244,384,584,60299,298,0,26,38,80,56,0,384,0,0,0,0,0,0,0,0,0,0,0,0
245,427,589,54609,361,4,8,50,66,34,0,427,1,1,1,0,0,0,0,0,0,0,0,0
246,472,684,42709,382,2,32,48,66,64,0,472,0,0,0,2,4,1,0,0,0,1,1,1
247,352,502,63737,284,2,12,14,50,72,0,352,0,0,0,0,0,0,0,0,0,0,0,0
248,461,787,57353,335,0,16,66,82,162,0,461,0,0,0,1,1,1,0,0,0,0,0,0
249,614,1114,39799,411,2,64,114,120,200,0,614,0,0,0,0,0,0,0,0,0,0,0,0
250,535,839,43905,400,2,22,46,108,126,0,535,0,0,0,1,1,1,2,4,1,1,1,1
251,361,463,64613,313,0,8,10,36,48,0,361,0,0,0,0,0,0,0,0,0,1,1,1
252,424,708,73731,305,0,0,52,92,140,0,424,0,0,0,0,0,0,0,0,0,0,0,0
253,428,716,54397,305,4,24,74,60,126,0,428,0,0,0,3,9,1,0,0,0,0,0,0
254,590,950,40369,428,2,42,110,116,90,0,590,0,0,0,0,0,0,2,4,1,0,0,0
255,269,479,114983,189,0,10,34,34,132,0,269,1,1,1,1,1,1,2,4,1,0,0,0
256,495,765,37177,372,4,6,32,68,160,0,495,0,0,0,1,1,1,1,1,1,0,0,0
257,245,321,101507,213,0,4,20,18,34,0,245,0,0,0,0,0,0,1,1,1,3,9,1
258,474,802,49037,334,0,10,36,130,152,0,474,1,1,1,2,4,1,2,4,1,0,0,0
259,483,723,49127,378,2,0,50,104,84,0,483,1,1,1,0,0,0,0,0,0,0,0,0
260,311,521,72529,231,2,8,30,88,82,0,311,0,0,0,1,1,1,0,0,0,0,0,0
261,289,479,94677,205,0,2,28,38,122,0,289,1,1,1,0,0,0,2,4,1,1,1,1
262,274,352,85619,237,0,4,4,20,50,0,274,1,1,1,0,0,0,1,1,1,1,1,1
263,427,681,62741,327,10,28,30,82,104,0,427,0,0,0,1,1,1,0,0,0,0,0,0
264,356,624,94649,254,0,10,44,78,136,0,356,2,4,1,1,1,1,2,4,1,0,0,0
265,515,865,48529,363,4,16,52,150,128,0,515,1,1,1,0,0,0,1,1,1,0,0,0
266,344,418,65793,307,0,4,14,34,22,0,344,1,1,1,0,0,0,2,4,1,0,0,0
267,357,543,64043,274,2,18,40,60,66,0,357,1,1,1,0,0,0,1,1,1,2,4,1
268,352,554,78417,269,0,8,38,106,50,0,352,0,0,0,0,0,0,0,0,0,0,0,0
269,356,676,71713,228,4,28,28,110,150,0,356,3,9,1,1,1,1,1,1,1,0,0,0
270,373,557,60585,285,0,0,6,86,92,0,373,0,0,0,1,1,1,0,0,0,0,0,0
271,611,961,43331,453,4,12,104,136,94,0,611,0,0,0,2,4,1,2,4,1,1,1,1
272,328,454,67163,268,0,0,12,30,84,0,328,0,0,0,1,1,1,1,1,1,0,0,0
273,299,355,61415,272,0,4,14,10,28,0,299,0,0,0,0,0,0,0,0,0,1,1,1
274,299,495,107643,219,0,0,22,48,126,0,299,1,1,1,0,0,0,0,0,0,1,1,1
275,239,283,107711,219,0,2,10,20,12,0,239,1,1,1,0,0,0,0,0,0,0,0,0
276,271,391,96569,216,4,8,16,10,82,0,271,2,4,1,0,0,0,0,0,0,1,1,1
277,244,524,116851,150,0,16,88,76,100,0,244,1,1,1,0,0,0,0,0,0,3,9,1
278,495,767,52239,370,0,2,44,80,146,0,495,0,0,0,0,0,0,1,1,1,1,1,1
279,254,410,102301,190,0,8,8,26,114,0,254,0,0,0,0,0,0,0,0,0,1,1,1
