host,sum_y,sum_y2,sum_m2,distinct,overlap_0,overlap_1,overlap_2,overlap_3,overlap_4,overlap_5,overlap_6,overlap_7,overlap_8,target0_y,target0_y2,target0_hit,target1_y,target1_y2,target1_hit,target2_y,target2_y2,target2_hit,target3_y,target3_y2,target3_hit
15,1295,1403,11885,1242,0,0,0,4,30,40,34,0,1295,0,0,0,0,0,0,0,0,0,0,0,0
16,770,806,21985,752,0,0,0,0,0,2,34,0,770,0,0,0,0,0,0,0,0,0,0,0,0
17,634,674,24787,614,0,0,0,0,0,2,38,0,634,0,0,0,0,0,0,0,0,0,0,0,0
18,586,592,28139,583,0,0,0,0,0,4,2,0,586,0,0,0,0,0,0,0,0,0,0,0,0
19,327,387,58627,303,0,0,0,0,2,16,42,0,327,0,0,0,0,0,0,0,0,0,0,0,0
20,827,861,18775,810,0,0,0,0,4,6,24,0,827,0,0,0,0,0,0,0,0,0,0,0,0
21,194,204,89411,189,0,0,0,0,2,2,6,0,194,0,0,0,0,0,0,0,0,0,0,0,0
22,993,1163,18755,911,0,0,0,4,16,56,94,0,993,0,0,0,0,0,0,0,0,0,0,0,0
23,1136,1200,13967,1109,0,0,0,2,10,22,30,0,1136,0,0,0,0,0,0,0,0,0,0,0,0
24,1028,1106,15227,991,0,0,0,4,4,36,34,0,1028,0,0,0,0,0,0,0,0,0,0,0,0
25,971,1061,16709,929,0,0,0,6,8,36,40,0,971,0,0,0,0,0,0,0,0,0,0,0,0
26,881,917,16105,863,0,0,0,0,0,18,18,0,881,0,0,0,0,0,0,0,0,0,0,0,0
27,993,1089,15083,946,0,0,0,4,0,14,78,0,993,0,0,0,0,0,0,0,0,0,0,0,0
28,508,802,44837,385,0,0,0,0,28,0,266,0,508,0,0,0,0,0,0,0,0,0,0,0,0
29,457,485,38239,443,0,0,0,0,2,8,18,0,457,0,0,0,0,0,0,0,0,0,0,0,0
30,933,1089,20215,862,0,0,0,2,26,36,92,0,933,0,0,0,0,0,0,0,0,0,0,0,0
31,1168,1236,12019,1134,0,0,0,0,2,14,52,0,1168,0,0,0,0,0,0,0,0,0,0,0,0
32,1048,1108,13997,1018,0,0,0,4,10,20,26,0,1048,0,0,0,0,0,0,0,0,0,0,0,0
33,1203,1219,13015,1195,0,0,0,0,2,4,10,0,1203,0,0,0,0,0,0,0,0,0,0,0,0
34,1356,1584,11501,1246,0,0,6,2,24,62,134,0,1356,0,0,0,0,0,0,1,1,1,0,0,0
35,1129,1161,12011,1113,0,0,0,2,2,16,12,0,1129,0,0,0,0,0,0,1,1,1,0,0,0
36,422,450,45667,408,0,0,0,0,0,6,22,0,422,0,0,0,0,0,0,0,0,0,0,0,0
37,1110,1142,12093,1094,0,0,0,0,2,12,18,0,1110,0,0,0,0,0,0,0,0,0,0,0,0
38,549,559,27499,544,0,0,0,0,2,8,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0
39,974,994,14605,964,0,0,0,2,8,10,0,0,974,0,0,0,0,0,0,0,0,0,0,0,0
40,897,937,16377,877,0,0,0,0,2,10,28,0,897,0,0,0,0,0,0,0,0,0,0,0,0
41,1045,1067,14859,1034,0,0,0,0,2,10,10,0,1045,0,0,0,0,0,0,0,0,0,0,0,0
42,952,1172,18553,851,0,0,0,6,14,20,180,0,952,0,0,0,0,0,0,0,0,0,0,0,0
43,581,645,30995,549,0,0,0,0,0,30,34,0,581,0,0,0,0,0,0,0,0,0,0,0,0
44,633,823,33045,544,0,0,0,0,4,36,150,0,633,0,0,0,0,0,0,0,0,0,0,0,0
45,690,1040,24465,536,0,0,0,0,4,12,334,0,690,0,0,0,0,0,0,0,0,0,0,0,0
46,915,963,19601,891,0,0,0,0,2,36,10,0,915,0,0,0,0,0,0,0,0,0,0,0,0
47,591,657,36755,558,0,0,0,0,2,0,64,0,591,0,0,0,0,0,0,0,0,0,0,0,0
48,303,413,79367,260,0,0,0,0,2,58,50,0,303,0,0,0,0,0,0,0,0,0,0,0,0
49,602,638,25817,584,0,0,0,0,2,10,24,0,602,0,0,0,0,0,0,0,0,0,0,0,0
50,1069,1291,17895,979,0,0,0,0,2,76,144,0,1069,0,0,0,0,0,0,0,0,0,0,0,0
51,417,495,40213,383,0,0,0,0,24,28,26,0,417,0,0,0,0,0,0,0,0,0,0,0,0
52,862,1050,21635,771,0,0,0,0,6,22,160,0,862,0,0,0,1,1,1,0,0,0,0,0,0
53,1007,1081,14151,971,0,0,0,0,16,0,58,0,1007,0,0,0,0,0,0,0,0,0,0,0,0
54,921,995,16989,884,0,0,0,0,24,26,24,0,921,0,0,0,0,0,0,0,0,0,0,0,0
55,806,836,22751,791,0,0,0,0,0,12,18,0,806,0,0,0,0,0,0,0,0,0,0,0,0
56,887,961,18025,851,0,0,0,0,10,38,26,0,887,0,0,0,0,0,0,0,0,0,0,0,0
57,1143,1195,13841,1117,0,0,0,0,2,36,14,0,1143,0,0,0,0,0,0,0,0,0,0,0,0
58,777,853,21105,740,0,0,0,4,2,4,66,0,777,0,0,0,0,0,0,0,0,0,0,0,0
59,1495,1841,11115,1328,0,0,0,4,12,38,292,0,1495,0,0,0,0,0,0,0,0,0,0,0,0
60,979,985,14833,976,0,0,0,0,0,6,0,0,979,0,0,0,0,0,0,1,1,1,0,0,0
61,689,737,23727,665,0,0,0,0,12,26,10,0,689,0,0,0,0,0,0,0,0,0,0,0,0
62,664,766,26361,613,0,0,0,0,4,30,68,0,664,0,0,0,0,0,0,0,0,0,0,0,0
63,1743,1909,8463,1668,0,0,0,4,20,98,44,0,1743,0,0,0,0,0,0,0,0,0,0,0,0
64,940,1026,17839,899,0,0,0,8,16,26,36,0,940,0,0,0,0,0,0,0,0,0,0,0,0
65,738,764,24391,726,0,0,0,2,2,12,10,0,738,0,0,0,0,0,0,0,0,0,0,0,0
66,513,563,33077,489,0,0,0,0,0,40,10,0,513,0,0,0,0,0,0,0,0,0,0,0,0
67,1251,1339,11159,1208,0,0,0,0,14,18,56,0,1251,0,0,0,0,0,0,0,0,0,0,0,0
68,1469,1527,10145,1440,0,0,0,0,2,36,20,0,1469,0,0,0,0,0,0,0,0,0,0,0,0
69,982,1070,17791,938,0,0,0,0,0,26,62,0,982,0,0,0,0,0,0,0,0,0,0,0,0
70,609,699,27773,564,0,0,0,0,2,2,86,0,609,0,0,0,0,0,0,0,0,0,0,0,0
71,544,654,32873,493,0,0,0,0,4,26,80,0,544,0,0,0,1,1,1,0,0,0,0,0,0
72,1051,1119,14977,1017,0,0,0,8,4,14,42,0,1051,0,0,0,0,0,0,0,0,0,0,0,0
73,1295,1479,11455,1211,0,0,0,8,22,40,114,0,1295,0,0,0,0,0,0,0,0,0,0,0,0
74,681,891,30425,580,0,0,0,2,4,28,176,0,681,0,0,0,0,0,0,0,0,0,0,0,0
75,1336,1412,11601,1298,0,0,0,2,8,10,56,0,1336,0,0,0,0,0,0,0,0,0,0,0,0
76,1014,1162,16645,951,0,0,0,6,4,48,90,0,1014,0,0,0,0,0,0,0,0,0,0,0,0
77,730,764,23063,713,0,0,0,0,4,18,12,0,730,0,0,0,0,0,0,0,0,0,0,0,0
78,1456,1888,13079,1256,0,0,0,0,10,24,398,0,1456,0,0,0,0,0,0,0,0,0,0,0,0
79,617,669,25571,591,0,0,0,0,0,6,46,0,617,0,0,0,0,0,0,0,0,0,0,0,0
80,680,972,27073,541,0,0,0,4,4,36,248,0,680,0,0,0,0,0,0,0,0,0,0,0,0
81,252,252,81269,252,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0
82,1196,1328,15089,1131,0,0,0,2,12,64,54,0,1196,0,0,0,0,0,0,1,1,1,0,0,0
83,386,386,48429,386,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0
84,889,935,17201,866,0,0,0,0,10,4,32,0,889,0,0,0,0,0,0,0,0,0,0,0,0
85,292,296,43443,290,0,0,0,0,0,0,4,0,292,0,0,0,0,0,0,0,0,0,0,0,0
86,1104,1332,16599,990,0,0,0,0,6,18,204,0,1104,0,0,0,0,0,0,0,0,0,0,0,0
87,927,995,17171,896,0,0,0,2,2,24,40,0,927,0,0,0,0,0,0,0,0,0,0,0,0
88,867,943,18863,829,0,0,0,0,0,38,38,0,867,0,0,0,0,0,0,0,0,0,0,0,0
89,897,953,17409,869,0,0,0,2,0,40,14,0,897,0,0,0,0,0,0,0,0,0,0,0,0
90,859,969,17535,807,0,0,0,0,0,4,106,0,859,0,0,0,0,0,0,0,0,0,0,0,0
91,669,847,29417,594,0,0,0,2,10,108,58,0,669,0,0,0,0,0,0,0,0,0,0,0,0
92,1357,1483,12535,1302,0,0,0,12,18,34,62,0,1357,0,0,0,0,0,0,0,0,0,0,0,0
93,265,355,83267,229,0,0,0,2,4,18,66,0,265,0,0,0,0,0,0,0,0,0,0,0,0
94,1780,2098,9297,1628,0,0,2,2,16,36,262,0,1780,0,0,0,0,0,0,0,0,0,0,0,0
95,530,534,28567,528,0,0,0,0,0,4,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0
96,1405,1523,10017,1347,0,0,0,0,12,48,58,0,1405,0,0,0,0,0,0,0,0,0,0,0,0
97,852,978,20459,792,0,0,2,4,24,50,46,0,852,0,0,0,0,0,0,0,0,0,0,0,0
98,415,439,47145,403,0,0,0,6,4,0,14,0,415,0,0,0,0,0,0,0,0,0,0,0,0
99,764,874,23111,714,0,0,0,0,0,8,102,0,764,0,0,0,0,0,0,0,0,0,0,0,0
100,657,673,24203,649,0,0,0,0,0,0,16,0,657,0,0,0,0,0,0,0,0,0,0,0,0
101,1191,1343,14767,1115,0,0,0,0,0,8,144,0,1191,0,0,0,0,0,0,0,0,0,0,0,0
102,1204,1320,13683,1149,0,0,0,4,4,44,64,0,1204,0,0,0,0,0,0,0,0,0,0,0,0
103,699,801,27563,648,0,0,0,0,0,30,72,0,699,0,0,0,0,0,0,0,0,0,0,0,0
104,824,882,17177,795,0,0,0,0,0,14,44,0,824,0,0,0,0,0,0,0,0,0,0,0,0
105,309,315,68643,306,0,0,0,0,2,4,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0
106,341,389,60465,319,0,0,0,2,4,38,4,0,341,1,1,1,0,0,0,0,0,0,0,0,0
107,727,941,29097,620,0,0,0,2,6,90,116,0,727,0,0,0,0,0,0,0,0,0,0,0,0
108,1028,1042,15675,1021,0,0,0,0,0,2,12,0,1028,0,0,0,0,0,0,0,0,0,0,0,0
109,537,549,28295,531,0,0,0,0,0,2,10,0,537,0,0,0,0,0,0,0,0,0,0,0,0
110,862,922,16777,832,0,0,0,0,0,36,24,0,862,0,0,0,0,0,0,0,0,0,0,0,0
111,947,1023,17333,911,0,0,0,2,6,18,50,0,947,0,0,0,0,0,0,0,0,0,0,0,0
112,734,736,21567,733,0,0,0,0,0,0,2,0,734,0,0,0,0,0,0,0,0,0,0,0,0
113,1081,1105,13397,1069,0,0,0,8,2,4,10,0,1081,0,0,0,0,0,0,0,0,0,0,0,0
114,923,1021,15069,875,0,0,0,0,0,44,54,0,923,0,0,0,0,0,0,0,0,0,1,1,1
115,788,850,17841,757,0,0,0,0,0,50,12,0,788,0,0,0,0,0,0,0,0,0,0,0,0
116,706,812,24709,653,0,0,0,0,0,8,98,0,706,0,0,0,0,0,0,0,0,0,0,0,0
117,632,650,26187,623,0,0,0,0,0,2,16,0,632,0,0,0,0,0,0,0,0,0,0,0,0
118,772,836,19863,745,0,0,0,0,0,32,32,0,772,0,0,0,0,0,0,0,0,0,0,0,0
119,1000,1072,15111,966,0,0,0,2,8,24,38,0,1000,0,0,0,0,0,0,0,0,0,0,0,0
120,789,831,18929,768,0,0,0,0,0,22,20,0,789,0,0,0,0,0,0,0,0,0,0,0,0
121,1056,1162,14461,1007,0,0,0,2,24,50,30,0,1056,0,0,0,0,0,0,0,0,0,0,0,0
122,988,1006,14281,979,0,0,0,0,0,10,8,0,988,0,0,0,0,0,0,0,0,0,0,0,0
123,473,651,41597,392,0,0,0,0,22,42,114,0,473,0,0,0,0,0,0,0,0,0,0,0,0
124,453,517,36729,422,0,0,0,0,0,0,64,0,453,0,0,0,0,0,0,0,0,0,0,0,0
125,365,365,45503,365,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0
126,768,798,21107,753,0,0,0,0,0,0,30,0,768,0,0,0,0,0,0,0,0,0,0,0,0
127,1252,1526,12595,1123,0,0,2,16,28,54,174,0,1252,0,0,0,0,0,0,0,0,0,0,0,0
128,1561,1697,9031,1494,0,0,0,0,2,18,116,0,1561,0,0,0,0,0,0,0,0,0,0,0,0
129,1001,1111,15409,950,0,0,0,2,20,60,28,0,1001,0,0,0,0,0,0,0,0,0,0,0,0
130,938,1128,18225,850,0,0,0,0,12,94,84,0,938,0,0,0,0,0,0,0,0,0,0,0,0
131,923,1307,24583,779,0,0,0,2,22,164,196,0,923,0,0,0,0,0,0,0,0,0,0,0,0
132,565,623,32045,536,0,0,0,0,0,8,50,0,565,0,0,0,0,0,0,0,0,0,0,0,0
133,599,639,30817,580,0,0,0,0,4,20,16,0,599,0,0,0,0,0,0,0,0,0,0,0,0
134,1342,1398,10231,1315,0,0,0,0,6,46,4,0,1342,0,0,0,0,0,0,0,0,0,0,0,0
135,916,994,17037,879,0,0,0,6,10,24,38,0,916,0,0,0,0,0,0,0,0,0,0,0,0
136,485,491,35815,482,0,0,0,0,2,0,4,0,485,0,0,0,0,0,0,0,0,0,0,0,0
137,1060,1228,15023,983,0,0,0,4,2,66,96,0,1060,0,0,0,0,0,0,0,0,0,0,0,0
138,1033,1111,17961,994,0,0,0,2,4,32,40,0,1033,0,0,0,0,0,0,0,0,0,0,0,0
139,289,299,59009,284,0,0,0,0,0,0,10,0,289,0,0,0,0,0,0,0,0,0,0,0,0
140,686,724,24639,667,0,0,0,0,0,6,32,0,686,0,0,0,0,0,0,0,0,0,0,0,0
141,648,780,22069,582,0,0,0,0,0,2,130,0,648,0,0,0,0,0,0,0,0,0,0,0,0
142,952,974,15551,941,0,0,0,0,2,10,10,0,952,0,0,0,0,0,0,0,0,0,0,0,0
143,330,346,58597,322,0,0,0,0,0,12,4,0,330,1,1,1,0,0,0,0,0,0,0,0,0
144,903,913,14885,898,0,0,0,2,0,6,2,0,903,0,0,0,0,0,0,0,0,0,0,0,0
145,679,741,22405,648,0,0,0,0,2,14,46,0,679,0,0,0,0,0,0,0,0,0,0,0,0
146,597,691,36093,551,0,0,0,2,20,58,14,0,597,0,0,0,0,0,0,0,0,0,0,0,0
147,1366,1426,11313,1336,0,0,0,4,16,14,26,0,1366,0,0,0,0,0,0,0,0,0,0,0,0
148,305,317,51195,299,0,0,0,0,0,0,12,0,305,0,0,0,0,0,0,0,0,0,0,0,0
149,762,850,20567,718,0,0,0,0,0,24,64,0,762,0,0,0,0,0,0,0,0,0,0,0,0
150,528,670,36577,466,0,0,2,0,14,20,106,0,528,0,0,0,0,0,0,0,0,0,0,0,0
151,789,877,19467,747,0,0,0,2,10,40,36,0,789,0,0,0,0,0,0,0,0,0,0,0,0
152,772,844,22369,737,0,0,0,0,4,28,40,0,772,0,0,0,0,0,0,0,0,0,0,0,0
153,892,1018,18705,836,0,0,0,0,2,38,86,0,892,0,0,0,0,0,0,0,0,0,0,0,0
154,1468,1750,13907,1339,0,0,2,10,28,124,118,0,1468,0,0,0,0,0,0,0,0,0,0,0,0
155,982,1044,17145,952,0,0,0,10,28,18,6,0,982,0,0,0,0,0,0,0,0,0,0,0,0
156,998,1074,14993,961,0,0,0,0,2,28,46,0,998,0,0,0,0,0,0,0,0,0,0,0,0
157,987,1013,15313,974,0,0,0,0,12,2,12,0,987,0,0,0,0,0,0,0,0,0,0,0,0
158,676,720,27609,655,0,0,0,0,2,28,14,0,676,0,0,0,0,0,0,0,0,0,0,0,0
159,1360,1396,9901,1342,0,0,0,2,8,12,14,0,1360,0,0,0,0,0,0,0,0,0,0,0,0
160,729,795,23893,697,0,0,0,0,8,10,48,0,729,0,0,0,0,0,0,0,0,0,0,0,0
161,765,799,20877,749,0,0,0,0,2,16,16,0,765,0,0,0,0,0,0,0,0,0,0,0,0
162,419,419,37353,419,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0
163,1136,1228,13535,1092,0,0,0,0,2,14,76,0,1136,0,0,0,0,0,0,0,0,0,0,0,0
164,919,965,17441,896,0,0,0,0,0,16,30,0,919,0,0,0,0,0,0,0,0,0,0,0,0
165,1255,1421,12569,1180,0,0,0,4,20,74,68,0,1255,0,0,0,1,1,1,0,0,0,2,4,1
166,1002,1108,14449,949,0,0,0,4,6,42,54,0,1002,0,0,0,0,0,0,0,0,0,0,0,0
167,1645,1741,8963,1598,0,0,0,0,8,32,56,0,1645,0,0,0,0,0,0,0,0,0,0,0,0
168,1077,1259,18327,991,0,0,0,0,6,72,104,0,1077,0,0,0,0,0,0,0,0,0,0,0,0
169,430,480,37363,405,0,0,0,0,0,0,50,0,430,0,0,0,0,0,0,0,0,0,0,0,0
170,1001,1379,18951,828,0,0,0,8,18,42,310,0,1001,0,0,0,0,0,0,2,4,1,0,0,0
171,239,277,81755,220,0,0,0,0,0,2,36,0,239,0,0,0,0,0,0,0,0,0,0,0,0
172,768,784,20897,760,0,0,0,0,0,4,12,0,768,0,0,0,0,0,0,0,0,0,0,0,0
173,1091,1151,13851,1061,0,0,0,0,2,6,52,0,1091,0,0,0,0,0,0,0,0,0,0,0,0
174,895,1013,19177,837,0,0,0,0,2,6,110,0,895,0,0,0,0,0,0,0,0,0,0,0,0
175,486,528,37003,465,0,0,0,0,4,2,36,0,486,0,0,0,0,0,0,0,0,0,0,0,0
176,589,627,35249,570,0,0,0,0,0,26,12,0,589,0,0,0,0,0,0,0,0,0,0,0,0
177,594,638,25451,574,0,0,0,0,4,2,38,0,594,0,0,0,0,0,0,0,0,0,0,0,0
178,898,1038,17713,831,0,0,2,10,20,50,58,0,898,0,0,0,0,0,0,0,0,0,0,0,0
179,655,689,22965,643,0,0,0,0,12,4,18,0,655,0,0,0,0,0,0,0,0,0,0,0,0
180,1071,1209,17003,1005,0,0,0,0,16,48,74,0,1071,0,0,0,0,0,0,0,0,0,0,0,0
181,450,474,40025,438,0,0,0,0,2,2,20,0,450,0,0,0,0,0,0,0,0,0,0,0,0
182,1238,1472,13099,1125,0,0,2,10,68,74,80,0,1238,0,0,0,0,0,0,0,0,0,0,0,0
183,565,627,28201,537,0,0,0,0,6,20,36,0,565,0,0,0,0,0,0,0,0,0,0,0,0
184,291,301,71265,286,0,0,0,0,0,0,10,0,291,0,0,0,0,0,0,0,0,0,0,0,0
185,1202,1314,11395,1146,0,0,0,2,14,30,66,0,1202,0,0,0,0,0,0,0,0,0,0,0,0
186,365,367,43479,364,0,0,0,0,2,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0
187,857,897,19653,837,0,0,0,0,0,0,40,0,857,0,0,0,0,0,0,0,0,0,0,0,0
188,1239,1319,12645,1199,0,0,0,0,14,16,50,0,1239,0,0,0,0,0,0,1,1,1,0,0,0
189,349,393,50469,328,0,0,0,0,2,2,40,0,349,0,0,0,0,0,0,0,0,0,0,0,0
190,472,486,38911,465,0,0,0,0,2,0,12,0,472,0,0,0,0,0,0,0,0,0,0,0,0
191,908,992,16215,866,0,0,0,0,0,50,34,0,908,0,0,0,0,0,0,0,0,0,0,0,0
192,864,878,16851,857,0,0,0,0,0,10,4,0,864,0,0,0,0,0,0,0,0,0,0,0,0
193,922,1208,18877,784,0,0,0,0,10,12,264,0,922,0,0,0,0,0,0,0,0,0,0,0,0
194,1108,1192,16553,1066,0,0,0,0,34,30,20,0,1108,0,0,0,0,0,0,0,0,0,0,0,0
195,1408,1450,10573,1387,0,0,0,0,8,28,6,0,1408,0,0,0,0,0,0,0,0,0,0,0,0
196,993,1029,15301,980,0,0,0,0,10,2,24,0,993,0,0,0,0,0,0,1,1,1,0,0,0
197,734,746,20265,728,0,0,0,0,2,6,4,0,734,0,0,0,0,0,0,0,0,0,0,0,0
198,974,1062,14105,930,0,0,0,2,6,10,70,0,974,0,0,0,0,0,0,0,0,0,0,0,0
199,1030,1142,17027,977,0,0,0,0,8,58,46,0,1030,0,0,0,0,0,0,0,0,0,0,0,0
200,1004,1136,15923,945,0,0,0,2,6,32,92,0,1004,0,0,0,0,0,0,0,0,0,0,0,0
201,355,387,51105,339,0,0,0,0,0,8,24,0,355,0,0,0,0,0,0,0,0,0,0,0,0
202,1005,1141,16651,942,0,0,0,0,0,92,44,0,1005,0,0,0,0,0,0,0,0,0,0,0,0
203,588,632,25977,566,0,0,0,0,2,0,42,0,588,0,0,0,0,0,0,0,0,0,0,0,0
204,1237,1287,11847,1212,0,0,0,0,0,12,38,0,1237,0,0,0,0,0,0,0,0,0,0,0,0
205,1001,1037,14025,983,0,0,0,0,6,4,26,0,1001,0,0,0,0,0,0,0,0,0,0,0,0
206,434,526,45727,388,0,0,0,0,2,36,54,0,434,1,1,1,0,0,0,0,0,0,0,0,0
207,425,469,35555,405,0,0,0,0,4,10,30,0,425,0,0,0,0,0,0,0,0,0,0,0,0
208,619,657,28785,600,0,0,0,0,0,0,38,0,619,0,0,0,0,0,0,0,0,0,0,0,0
209,1087,1171,12977,1045,0,0,0,0,0,8,76,0,1087,0,0,0,0,0,0,0,0,0,0,0,0
210,1093,1209,14081,1036,0,0,0,4,20,68,24,0,1093,0,0,0,0,0,0,0,0,0,0,0,0
211,569,591,25149,558,0,0,0,0,0,8,14,0,569,0,0,0,0,0,0,0,0,0,0,0,0
212,1157,1185,12229,1144,0,0,0,0,0,4,24,0,1157,0,0,0,0,0,0,0,0,0,0,0,0
213,823,837,20499,816,0,0,0,0,0,12,2,0,823,0,0,0,0,0,0,0,0,0,0,0,0
214,1258,1324,11473,1225,0,0,2,2,2,40,20,0,1258,0,0,0,0,0,0,0,0,0,0,0,0
215,1446,1950,13451,1207,0,0,0,14,52,36,402,0,1446,0,0,0,0,0,0,0,0,0,0,0,0
216,732,746,20987,725,0,0,0,2,0,10,2,0,732,0,0,0,0,0,0,0,0,0,0,0,0
217,1041,1131,14043,997,0,0,0,0,12,36,42,0,1041,0,0,0,0,0,0,0,0,0,0,0,0
218,375,519,52551,315,0,0,0,0,2,56,86,0,375,0,0,0,0,0,0,0,0,0,0,0,0
219,852,890,19177,833,0,0,0,0,4,6,28,0,852,0,0,0,0,0,0,0,0,0,0,0,0
220,1015,1111,19199,967,0,0,0,0,0,28,68,0,1015,0,0,0,0,0,0,1,1,1,0,0,0
221,607,613,25797,604,0,0,0,0,4,2,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0
222,523,621,44511,480,0,0,0,0,24,22,52,0,523,0,0,0,0,0,0,0,0,0,0,0,0
223,1051,1275,16651,944,0,0,0,4,8,60,152,0,1051,0,0,0,0,0,0,0,0,0,0,0,0
224,810,840,20833,795,0,0,0,0,2,10,18,0,810,0,0,0,0,0,0,0,0,0,0,0,0
225,1092,1392,16383,955,0,0,0,0,6,16,278,0,1092,0,0,0,0,0,0,0,0,0,0,0,0
226,1322,1578,14367,1200,0,0,0,0,24,80,152,0,1322,0,0,0,0,0,0,0,0,0,0,0,0
227,1064,1186,15575,1003,0,0,0,2,14,8,98,0,1064,0,0,0,0,0,0,0,0,0,0,0,0
228,782,842,19261,753,0,0,0,2,2,10,46,0,782,0,0,0,0,0,0,0,0,0,0,0,0
229,1735,1871,8375,1667,0,0,0,0,14,12,110,0,1735,0,0,0,0,0,0,0,0,0,0,0,0
230,1327,1441,11095,1270,0,0,0,0,6,62,46,0,1327,0,0,0,0,0,0,0,0,0,0,0,0
231,916,958,16911,895,0,0,0,0,2,8,32,0,916,0,0,0,0,0,0,0,0,0,0,0,0
232,456,526,40339,423,0,0,0,0,10,30,30,0,456,0,0,0,0,0,0,0,0,0,0,0,0
233,484,526,38997,463,0,0,0,0,16,16,10,0,484,0,0,0,0,0,0,0,0,0,0,0,0
234,883,887,15335,881,0,0,0,0,0,0,4,0,883,0,0,0,0,0,0,0,0,0,0,0,0
235,569,651,32855,528,0,0,0,0,4,26,52,0,569,0,0,0,0,0,0,0,0,0,0,0,0
236,391,527,75865,328,0,0,0,0,8,30,98,0,391,1,1,1,2,4,1,0,0,0,0,0,0
237,1264,1390,13755,1207,0,0,0,0,42,46,38,0,1264,0,0,0,0,0,0,0,0,0,0,0,0
238,348,426,53769,311,0,0,0,0,2,48,28,0,348,0,0,0,0,0,0,0,0,0,0,0,0
239,1027,1215,22329,955,0,0,0,14,62,82,30,0,1027,0,0,0,0,0,0,0,0,0,0,0,0
240,868,890,19243,859,0,0,0,0,2,10,10,0,868,0,0,0,0,0,0,0,0,0,0,0,0
241,1207,1309,12377,1156,0,0,2,4,6,12,78,0,1207,0,0,0,0,0,0,0,0,0,0,0,0
242,643,755,26495,594,0,0,0,2,16,38,56,0,643,0,0,0,0,0,0,0,0,0,0,0,0
243,1017,1167,19761,943,0,0,2,0,14,44,90,0,1017,0,0,0,0,0,0,0,0,0,0,0,0
244,581,703,28853,521,0,0,0,0,0,34,88,0,581,0,0,0,0,0,0,0,0,0,0,0,0
245,494,498,30067,492,0,0,0,0,0,2,2,0,494,0,0,0,0,0,0,0,0,0,0,0,0
246,907,983,18421,869,0,0,0,0,12,28,36,0,907,0,0,0,0,0,0,0,0,0,0,0,0
247,1399,1531,10491,1336,0,0,2,6,32,48,44,0,1399,0,0,0,0,0,0,0,0,0,0,0,0
248,927,969,17369,906,0,0,0,0,4,24,14,0,927,0,0,0,0,0,0,0,0,0,0,0,0
249,1290,1370,11395,1251,0,0,0,2,16,12,50,0,1290,0,0,0,0,0,0,0,0,0,0,0,0
250,865,931,19777,837,0,0,0,0,12,22,32,0,865,0,0,0,0,0,0,0,0,0,0,0,0
251,567,601,31331,552,0,0,0,0,6,14,14,0,567,0,0,0,0,0,0,0,0,0,0,0,0
