host,sum_y,sum_y2,sum_m2,distinct,overlap_0,overlap_1,overlap_2,overlap_3,overlap_4,overlap_5,overlap_6,target0_y,target0_y2,target0_hit,target1_y,target1_y2,target1_hit,target2_y,target2_y2,target2_hit,target3_y,target3_y2,target3_hit
54,71,93,1054,60,0,0,0,4,18,0,71,0,0,0,0,0,0,0,0,0,0,0,0
55,85,93,760,81,0,0,0,0,8,0,85,0,0,0,0,0,0,0,0,0,0,0,0
56,72,90,1312,63,0,0,0,0,18,0,72,0,0,0,0,0,0,0,0,0,0,0,0
57,101,111,636,96,0,0,0,4,6,0,101,0,0,0,0,0,0,0,0,0,0,0,0
58,93,93,632,93,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0
59,90,92,806,89,0,0,0,2,0,0,90,0,0,0,0,0,0,1,1,1,0,0,0
60,37,45,2010,33,0,0,0,6,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0
61,62,78,1212,55,0,0,0,0,16,0,62,1,1,1,0,0,0,0,0,0,0,0,0
62,74,76,792,73,0,0,0,2,0,0,74,0,0,0,1,1,1,0,0,0,0,0,0
63,44,58,1984,37,0,0,0,8,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0
64,92,96,712,90,0,0,0,4,0,0,92,0,0,0,0,0,0,0,0,0,1,1,1
65,84,102,1010,75,0,0,0,0,18,0,84,0,0,0,0,0,0,0,0,0,0,0,0
66,49,53,1332,47,0,0,0,0,4,0,49,0,0,0,0,0,0,0,0,0,1,1,1
67,70,70,924,70,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
68,100,108,654,96,0,0,0,2,6,0,100,0,0,0,0,0,0,1,1,1,1,1,1
69,52,52,1306,52,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
70,30,34,2760,28,0,0,0,2,2,0,30,2,4,1,0,0,0,0,0,0,0,0,0
71,64,72,1074,60,0,0,0,6,2,0,64,0,0,0,1,1,1,0,0,0,0,0,0
72,94,114,796,85,0,0,0,6,14,0,94,0,0,0,0,0,0,0,0,0,0,0,0
73,51,53,1328,50,0,0,0,0,2,0,51,0,0,0,0,0,0,0,0,0,1,1,1
74,67,91,1432,55,0,0,0,0,24,0,67,0,0,0,0,0,0,1,1,1,0,0,0
75,95,101,700,92,0,0,0,2,4,0,95,0,0,0,0,0,0,0,0,0,0,0,0
76,53,55,1516,52,0,0,0,0,2,0,53,0,0,0,0,0,0,0,0,0,0,0,0
77,74,84,890,69,0,0,0,2,8,0,74,0,0,0,1,1,1,0,0,0,0,0,0
78,46,46,1408,46,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
79,57,57,1318,57,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,1,1,1
80,67,87,1160,59,0,0,0,4,16,0,67,1,1,1,0,0,0,1,1,1,1,1,1
81,66,68,1152,65,0,0,0,0,2,0,66,0,0,0,0,0,0,1,1,1,0,0,0
82,63,69,1088,60,0,0,0,4,2,0,63,0,0,0,0,0,0,0,0,0,0,0,0
83,58,64,1412,55,0,0,0,2,4,0,58,0,0,0,0,0,0,0,0,0,2,4,1
84,59,63,1080,57,0,0,0,0,4,0,59,0,0,0,0,0,0,0,0,0,1,1,1
85,62,64,1100,61,0,0,0,2,0,0,62,0,0,0,0,0,0,0,0,0,1,1,1
86,68,102,1432,55,0,0,0,4,30,0,68,0,0,0,0,0,0,0,0,0,0,0,0
87,67,71,1034,65,0,0,2,0,2,0,67,0,0,0,0,0,0,0,0,0,0,0,0
88,71,77,1022,68,0,0,0,4,2,0,71,0,0,0,0,0,0,0,0,0,0,0,0
89,92,112,864,83,0,0,0,4,16,0,92,0,0,0,0,0,0,0,0,0,0,0,0
90,97,101,630,95,0,0,0,4,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0
91,74,76,818,73,0,0,0,0,2,0,74,0,0,0,0,0,0,0,0,0,0,0,0
92,47,49,1460,46,0,0,0,0,2,0,47,0,0,0,0,0,0,0,0,0,0,0,0
93,69,79,978,64,0,0,0,6,4,0,69,0,0,0,0,0,0,0,0,0,1,1,1
94,79,81,940,78,0,0,0,0,2,0,79,0,0,0,0,0,0,0,0,0,0,0,0
95,77,79,826,76,0,0,0,0,2,0,77,0,0,0,0,0,0,0,0,0,0,0,0
96,120,142,626,110,0,0,0,10,12,0,120,0,0,0,0,0,0,0,0,0,0,0,0
97,73,97,1082,61,0,0,0,0,24,0,73,0,0,0,0,0,0,0,0,0,0,0,0
98,54,58,1178,52,0,0,0,0,4,0,54,1,1,1,0,0,0,0,0,0,0,0,0
99,62,62,952,62,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0
100,119,169,656,96,0,0,2,14,34,0,119,0,0,0,0,0,0,0,0,0,0,0,0
101,54,54,1134,54,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
102,69,81,1198,64,0,0,2,2,8,0,69,0,0,0,1,1,1,0,0,0,0,0,0
103,27,27,2464,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
104,62,64,1082,61,0,0,0,0,2,0,62,0,0,0,0,0,0,0,0,0,0,0,0
105,107,111,598,105,0,0,0,2,2,0,107,0,0,0,0,0,0,0,0,0,0,0,0
106,136,172,766,119,0,0,0,24,12,0,136,0,0,0,0,0,0,1,1,1,0,0,0
107,105,135,796,93,0,0,2,10,18,0,105,0,0,0,0,0,0,0,0,0,0,0,0
108,39,49,2062,34,0,0,0,0,10,0,39,0,0,0,0,0,0,0,0,0,0,0,0
109,72,78,912,69,0,0,0,0,6,0,72,0,0,0,0,0,0,0,0,0,0,0,0
110,82,88,808,80,0,0,0,2,4,0,82,0,0,0,0,0,0,0,0,0,0,0,0
111,68,78,1010,63,0,0,0,0,10,0,68,0,0,0,0,0,0,0,0,0,0,0,0
112,65,67,986,64,0,0,0,2,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
113,53,53,1240,53,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
114,70,72,922,69,0,0,0,2,0,0,70,0,0,0,1,1,1,0,0,0,0,0,0
115,105,119,610,98,0,0,0,2,12,0,105,0,0,0,0,0,0,0,0,0,0,0,0
116,68,68,928,68,0,0,0,0,0,0,68,0,0,0,0,0,0,1,1,1,0,0,0
117,76,76,840,76,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
118,50,64,2118,43,0,0,0,0,14,0,50,0,0,0,0,0,0,0,0,0,0,0,0
119,53,77,1266,41,0,0,0,0,24,0,53,0,0,0,0,0,0,0,0,0,0,0,0
120,48,54,1372,45,0,0,0,0,6,0,48,0,0,0,0,0,0,0,0,0,0,0,0
121,32,38,2344,29,0,0,0,0,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0
122,38,40,1648,37,0,0,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
123,62,86,1434,52,0,0,4,4,16,0,62,0,0,0,0,0,0,0,0,0,0,0,0
124,106,108,640,105,0,0,0,0,2,0,106,0,0,0,0,0,0,0,0,0,0,0,0
125,75,77,778,74,0,0,0,2,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
126,67,69,1050,66,0,0,0,2,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0
127,106,106,652,106,0,0,0,0,0,0,106,0,0,0,0,0,0,1,1,1,0,0,0
128,75,85,1078,70,0,0,0,6,4,0,75,1,1,1,0,0,0,0,0,0,0,0,0
129,93,105,716,87,0,0,0,2,10,0,93,0,0,0,0,0,0,0,0,0,0,0,0
130,106,124,656,97,0,0,0,2,16,0,106,0,0,0,1,1,1,0,0,0,0,0,0
131,83,83,748,83,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,1,1,1
132,84,92,720,80,0,0,0,0,8,0,84,0,0,0,0,0,0,0,0,0,0,0,0
133,80,80,714,80,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
134,67,89,1066,56,0,0,0,2,20,0,67,0,0,0,0,0,0,0,0,0,0,0,0
135,77,87,802,72,0,0,2,2,6,0,77,0,0,0,0,0,0,0,0,0,0,0,0
136,69,91,1294,58,0,0,0,0,22,0,69,0,0,0,0,0,0,0,0,0,0,0,0
137,64,72,1042,60,0,0,0,0,8,0,64,1,1,1,0,0,0,0,0,0,0,0,0
138,77,87,1022,72,0,0,0,10,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
139,74,76,848,73,0,0,0,2,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
140,121,133,616,115,0,0,0,8,4,0,121,0,0,0,0,0,0,1,1,1,0,0,0
141,42,42,1432,42,0,0,0,0,0,0,42,0,0,0,1,1,1,0,0,0,0,0,0
142,56,56,1238,56,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
143,116,120,538,114,0,0,0,2,2,0,116,0,0,0,0,0,0,0,0,0,0,0,0
144,92,94,780,91,0,0,0,2,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0
145,85,93,810,81,0,0,0,2,6,0,85,0,0,0,0,0,0,1,1,1,0,0,0
146,119,131,586,113,0,0,2,0,10,0,119,0,0,0,0,0,0,1,1,1,0,0,0
147,30,32,2264,29,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0
148,64,64,1166,64,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
149,105,125,800,95,0,0,0,8,12,0,105,0,0,0,0,0,0,0,0,0,0,0,0
150,74,88,936,67,0,0,0,4,10,0,74,0,0,0,1,1,1,0,0,0,0,0,0
151,42,42,1490,42,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
152,52,52,1290,52,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
153,77,83,852,74,0,0,0,0,6,0,77,0,0,0,0,0,0,0,0,0,0,0,0
154,76,78,964,75,0,0,0,2,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
155,39,39,1662,39,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
156,67,71,972,65,0,0,0,0,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0
157,42,78,2288,28,0,0,0,4,32,0,42,1,1,1,0,0,0,0,0,0,0,0,0
158,89,115,884,76,0,0,0,2,24,0,89,0,0,0,0,0,0,0,0,0,0,0,0
159,69,71,912,68,0,0,0,0,2,0,69,0,0,0,1,1,1,0,0,0,0,0,0
160,54,60,1346,51,0,0,0,2,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0
161,37,37,1806,37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
162,47,51,1508,45,0,0,0,0,4,0,47,1,1,1,0,0,0,0,0,0,0,0,0
163,76,76,846,76,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
164,114,118,624,112,0,0,0,2,2,0,114,0,0,0,0,0,0,0,0,0,0,0,0
165,75,83,874,71,0,0,2,0,6,0,75,0,0,0,0,0,0,0,0,0,0,0,0
166,97,101,694,95,0,0,0,0,4,0,97,0,0,0,0,0,0,0,0,0,0,0,0
167,99,103,660,97,0,0,0,2,2,0,99,0,0,0,0,0,0,0,0,0,0,0,0
168,84,90,726,81,0,0,0,2,4,0,84,0,0,0,0,0,0,0,0,0,0,0,0
169,43,53,1616,38,0,0,0,0,10,0,43,0,0,0,0,0,0,0,0,0,0,0,0
170,74,80,924,71,0,0,0,0,6,0,74,0,0,0,0,0,0,0,0,0,0,0,0
171,68,74,946,65,0,0,0,0,6,0,68,0,0,0,0,0,0,0,0,0,0,0,0
172,84,100,996,76,0,0,0,6,10,0,84,0,0,0,0,0,0,0,0,0,2,4,1
173,147,155,394,143,0,0,0,6,2,0,147,0,0,0,0,0,0,0,0,0,0,0,0
174,39,41,2048,38,0,0,0,2,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
175,62,68,1208,59,0,0,0,2,4,0,62,1,1,1,0,0,0,0,0,0,0,0,0
176,57,59,1058,56,0,0,0,0,2,0,57,0,0,0,0,0,0,0,0,0,0,0,0
177,81,83,928,80,0,0,0,2,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
178,53,57,1218,51,0,0,0,4,0,0,53,0,0,0,0,0,0,0,0,0,1,1,1
179,61,63,1022,60,0,0,0,0,2,0,61,1,1,1,0,0,0,0,0,0,0,0,0
180,65,67,976,64,0,0,0,0,2,0,65,0,0,0,0,0,0,0,0,0,0,0,0
181,49,51,1346,48,0,0,0,2,0,0,49,1,1,1,0,0,0,0,0,0,0,0,0
182,81,81,786,81,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
183,139,143,422,137,0,0,0,4,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0
184,82,86,814,80,0,0,0,2,2,0,82,0,0,0,0,0,0,0,0,0,0,0,0
185,114,136,628,104,0,0,2,6,14,0,114,0,0,0,0,0,0,0,0,0,0,0,0
186,65,67,1048,64,0,0,0,0,2,0,65,1,1,1,0,0,0,0,0,0,0,0,0
187,96,96,576,96,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0
188,52,54,1326,51,0,0,0,0,2,0,52,0,0,0,0,0,0,0,0,0,0,0,0
189,76,102,1080,64,0,0,2,2,22,0,76,1,1,1,0,0,0,1,1,1,0,0,0
190,84,102,840,75,0,0,0,0,18,0,84,0,0,0,0,0,0,0,0,0,0,0,0
191,126,138,596,120,0,0,0,8,4,0,126,0,0,0,0,0,0,0,0,0,0,0,0
192,64,72,1250,60,0,0,0,2,6,0,64,0,0,0,0,0,0,0,0,0,0,0,0
193,48,50,1410,47,0,0,0,0,2,0,48,0,0,0,0,0,0,0,0,0,0,0,0
194,82,82,816,82,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
195,104,116,724,98,0,0,0,8,4,0,104,0,0,0,1,1,1,0,0,0,0,0,0
196,71,87,1038,64,0,0,0,2,14,0,71,0,0,0,1,1,1,0,0,0,0,0,0
197,120,144,614,108,0,0,2,10,12,0,120,0,0,0,0,0,0,0,0,0,0,0,0
198,32,32,1914,32,0,0,0,0,0,0,32,1,1,1,1,1,1,0,0,0,0,0,0
199,98,108,672,93,0,0,0,0,10,0,98,0,0,0,0,0,0,0,0,0,0,0,0
200,39,51,1954,33,0,0,0,0,12,0,39,0,0,0,0,0,0,0,0,0,0,0,0
201,77,93,918,69,0,0,0,0,16,0,77,0,0,0,0,0,0,0,0,0,0,0,0
202,77,77,898,77,0,0,0,0,0,0,77,0,0,0,1,1,1,0,0,0,0,0,0
203,129,167,584,112,0,0,4,14,20,0,129,0,0,0,0,0,0,1,1,1,1,1,1
204,56,58,1100,55,0,0,0,2,0,0,56,1,1,1,0,0,0,0,0,0,0,0,0
205,70,90,1438,60,0,0,0,0,20,0,70,1,1,1,0,0,0,0,0,0,0,0,0
206,94,94,616,94,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0
207,95,105,688,90,0,0,2,6,2,0,95,0,0,0,1,1,1,0,0,0,0,0,0
208,86,86,750,86,0,0,0,0,0,0,86,0,0,0,1,1,1,0,0,0,0,0,0
209,67,81,1022,61,0,0,2,4,8,0,67,1,1,1,0,0,0,0,0,0,0,0,0
210,82,82,788,82,0,0,0,0,0,0,82,0,0,0,1,1,1,0,0,0,0,0,0
211,59,65,1180,56,0,0,0,0,6,0,59,0,0,0,0,0,0,0,0,0,0,0,0
212,102,116,664,95,0,0,0,4,10,0,102,0,0,0,0,0,0,0,0,0,0,0,0
213,63,73,1162,58,0,0,2,0,8,0,63,0,0,0,0,0,0,0,0,0,0,0,0
214,81,83,812,80,0,0,0,2,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
215,64,78,1148,57,0,0,0,0,14,0,64,0,0,0,0,0,0,0,0,0,0,0,0
216,82,82,710,82,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
217,63,71,1206,59,0,0,2,2,4,0,63,1,1,1,0,0,0,0,0,0,0,0,0
218,86,88,750,85,0,0,2,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0
219,97,97,762,97,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0
220,57,59,1232,56,0,0,0,0,2,0,57,0,0,0,0,0,0,0,0,0,0,0,0
221,77,83,902,74,0,0,0,2,4,0,77,1,1,1,0,0,0,0,0,0,0,0,0
222,93,93,808,93,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,1,1,1
223,102,104,618,101,0,0,0,0,2,0,102,0,0,0,0,0,0,1,1,1,0,0,0
224,60,64,1110,58,0,0,0,0,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0
225,54,58,1164,52,0,0,0,2,2,0,54,0,0,0,0,0,0,0,0,0,1,1,1
226,76,86,842,71,0,0,0,0,10,0,76,0,0,0,0,0,0,0,0,0,0,0,0
227,99,113,680,92,0,0,2,6,6,0,99,0,0,0,0,0,0,0,0,0,0,0,0
228,92,102,774,87,0,0,0,0,10,0,92,0,0,0,0,0,0,0,0,0,0,0,0
229,72,72,832,72,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
230,48,64,1732,41,0,0,0,2,14,0,48,0,0,0,0,0,0,0,0,0,0,0,0
231,70,82,1114,64,0,0,0,8,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0
232,84,92,804,80,0,0,0,0,8,0,84,0,0,0,0,0,0,0,0,0,0,0,0
233,29,33,3260,27,0,0,0,2,2,0,29,1,1,1,0,0,0,0,0,0,0,0,0
234,35,43,2408,31,0,0,0,0,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0
235,47,51,1420,45,0,0,0,0,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0
236,119,169,824,97,0,0,4,0,46,0,119,1,1,1,0,0,0,2,4,1,0,0,0
237,77,79,866,76,0,0,0,0,2,0,77,0,0,0,0,0,0,0,0,0,0,0,0
238,70,84,1106,63,0,0,0,4,10,0,70,1,1,1,0,0,0,0,0,0,0,0,0
239,96,104,636,92,0,0,0,0,8,0,96,0,0,0,0,0,0,0,0,0,0,0,0
240,107,117,586,102,0,0,0,0,10,0,107,0,0,0,0,0,0,0,0,0,0,0,0
241,100,102,686,99,0,0,0,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
242,48,54,1422,45,0,0,0,0,6,0,48,0,0,0,0,0,0,0,0,0,0,0,0
243,82,88,838,79,0,0,0,0,6,0,82,0,0,0,0,0,0,0,0,0,0,0,0
244,33,35,2016,32,0,0,0,2,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
245,71,71,832,71,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0
246,80,86,790,77,0,0,0,2,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0
247,48,50,1426,47,0,0,0,0,2,0,48,0,0,0,0,0,0,0,0,0,0,0,0
248,108,114,572,105,0,0,0,4,2,0,108,0,0,0,0,0,0,0,0,0,1,1,1
249,95,99,810,93,0,0,0,0,4,0,95,0,0,0,1,1,1,0,0,0,0,0,0
250,74,74,868,74,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
251,153,161,410,149,0,0,2,6,0,0,153,0,0,0,0,0,0,1,1,1,0,0,0
252,78,80,868,77,0,0,0,0,2,0,78,0,0,0,0,0,0,0,0,0,1,1,1
253,98,100,674,97,0,0,0,2,0,0,98,0,0,0,1,1,1,0,0,0,1,1,1
254,97,103,686,94,0,0,0,2,4,0,97,0,0,0,0,0,0,0,0,0,0,0,0
255,64,106,1546,46,0,0,4,0,38,0,64,0,0,0,0,0,0,0,0,0,0,0,0
256,40,42,2000,39,0,0,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0
257,66,68,1078,65,0,0,0,0,2,0,66,0,0,0,0,0,0,0,0,0,0,0,0
258,52,54,1444,51,0,0,0,0,2,0,52,0,0,0,0,0,0,0,0,0,0,0,0
259,83,83,972,83,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0
260,79,91,1158,73,0,0,0,6,6,0,79,0,0,0,0,0,0,0,0,0,0,0,0
261,76,86,958,72,0,0,0,2,8,0,76,1,1,1,0,0,0,0,0,0,0,0,0
262,71,75,864,69,0,0,0,0,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0
263,54,74,1580,45,0,0,0,0,20,0,54,1,1,1,0,0,0,0,0,0,0,0,0
264,65,101,1268,49,0,0,0,0,36,0,65,0,0,0,0,0,0,0,0,0,0,0,0
265,41,45,1836,39,0,0,0,0,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0
266,91,103,846,85,0,0,0,2,10,0,91,0,0,0,0,0,0,0,0,0,0,0,0
267,52,56,1498,50,0,0,2,2,0,0,52,1,1,1,1,1,1,0,0,0,0,0,0
268,38,38,1628,38,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
269,73,85,1028,67,0,0,0,0,12,0,73,0,0,0,0,0,0,0,0,0,0,0,0
270,71,83,978,65,0,0,0,4,8,0,71,0,0,0,0,0,0,0,0,0,0,0,0
271,36,36,1816,36,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
272,117,133,640,109,0,0,0,16,0,0,117,0,0,0,0,0,0,1,1,1,0,0,0
273,49,57,1672,45,0,0,0,0,8,0,49,1,1,1,0,0,0,0,0,0,0,0,0
274,104,106,654,103,0,0,2,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0
275,72,80,1080,68,0,0,0,0,8,0,72,0,0,0,0,0,0,0,0,0,0,0,0
276,95,115,698,85,0,0,0,4,16,0,95,0,0,0,0,0,0,0,0,0,0,0,0
277,71,79,942,67,0,0,0,0,8,0,71,0,0,0,0,0,0,0,0,0,0,0,0
278,59,63,1076,57,0,0,0,0,4,0,59,0,0,0,0,0,0,0,0,0,1,1,1
279,61,61,1020,61,0,0,0,0,0,0,61,1,1,1,0,0,0,1,1,1,0,0,0
280,62,64,1044,61,0,0,0,0,2,0,62,0,0,0,0,0,0,0,0,0,0,0,0
281,35,43,2396,31,0,0,0,2,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0
282,61,61,1006,61,0,0,0,0,0,0,61,0,0,0,1,1,1,0,0,0,0,0,0
