host,sum_y,sum_y2,sum_m2,distinct,overlap_0,overlap_1,overlap_2,overlap_3,overlap_4,overlap_5,overlap_6,target0_y,target0_y2,target0_hit,target1_y,target1_y2,target1_hit,target2_y,target2_y2,target2_hit,target3_y,target3_y2,target3_hit
41,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,1,0,0,0
42,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
43,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
44,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
45,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
46,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,1,0,0,0
47,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
48,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
49,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
50,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
51,5,5,13,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
52,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
53,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
54,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
55,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
56,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
57,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
58,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
59,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
60,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
61,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
62,3,3,17,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
63,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
64,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,1
65,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
66,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
67,6,6,9,6,0,0,0,0,0,0,6,0,0,0,1,1,1,0,0,0,0,0,0
68,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
69,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
70,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
71,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
72,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
73,5,5,13,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
74,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
75,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
76,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
77,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
78,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
79,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
80,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
81,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
82,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
83,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
84,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
85,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
86,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
87,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
88,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
89,3,3,17,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
90,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
91,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
92,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
93,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
94,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
95,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
96,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
97,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
98,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
99,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
100,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
101,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
102,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
103,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
104,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
105,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
106,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
107,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
108,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
109,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
110,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
111,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
112,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
113,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
114,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
115,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
116,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
117,3,3,21,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
118,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
119,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
120,3,3,19,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
121,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
122,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
123,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
124,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
125,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
126,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
127,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
128,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
129,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
130,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
131,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
132,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
133,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
134,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
135,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
136,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
137,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
138,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
139,3,3,19,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
140,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
141,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
142,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
143,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
144,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
145,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
146,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
147,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
148,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
149,3,3,21,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
150,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
151,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
152,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
153,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
154,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
155,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
156,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
157,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
158,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
159,3,3,17,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
160,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
161,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
162,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
163,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
164,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
165,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
166,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
167,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
168,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
169,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
170,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
171,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
172,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
173,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
174,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
175,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
176,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
177,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
178,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
179,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
180,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
181,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
182,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
183,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
184,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
185,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
186,5,5,13,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
187,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
188,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
189,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
190,3,3,19,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
191,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
192,5,5,13,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
193,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
194,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
195,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
196,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
197,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
198,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
199,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1
200,3,3,19,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
201,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
202,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
203,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
204,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
205,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
206,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
207,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
208,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
209,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
210,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
211,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
212,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
213,5,5,13,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
214,3,3,17,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
215,3,3,21,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
216,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
217,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
218,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
219,2,2,37,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
220,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
221,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
222,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
223,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
224,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
225,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
226,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
227,3,3,17,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
228,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
229,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
230,5,5,13,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
231,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
232,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
233,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
234,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
235,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
236,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
237,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
238,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
239,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
240,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
241,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1
242,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
243,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
244,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
245,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
246,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
247,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
248,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
249,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
250,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
251,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
252,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
253,3,3,21,3,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0
254,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
255,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
256,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
257,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
258,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
259,4,4,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
260,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1
261,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
262,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
263,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
264,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
265,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
266,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
267,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
268,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
269,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
270,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
271,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
272,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
273,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
274,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
275,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
276,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
277,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
278,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
279,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
280,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
281,4,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
282,5,5,11,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
283,7,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
284,6,6,9,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
285,5,5,13,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
