host,sum_y,sum_y2,sum_m2,distinct,overlap_0,overlap_1,overlap_2,overlap_3,overlap_4,overlap_5,overlap_6,overlap_7,overlap_8,target0_y,target0_y2,target0_hit,target1_y,target1_y2,target1_hit,target2_y,target2_y2,target2_hit,target3_y,target3_y2,target3_hit
239,5938,7900,252788,5072,0,4,84,182,488,670,534,0,5938,0,0,0,0,0,0,0,0,0,0,0,0
240,2056,3190,757218,1599,0,10,42,62,116,336,568,0,2056,1,1,1,0,0,0,0,0,0,0,0,0
241,2844,3688,635238,2497,0,0,10,70,136,150,478,0,2844,0,0,0,0,0,0,0,0,0,0,0,0
242,4954,5728,285702,4608,0,2,2,50,156,136,428,0,4954,0,0,0,0,0,0,1,1,1,0,0,0
243,2765,3371,520594,2494,0,0,2,14,84,240,266,0,2765,0,0,0,0,0,0,0,0,0,0,0,0
244,5021,6309,292056,4468,0,4,72,188,350,190,484,0,5021,0,0,0,0,0,0,0,0,0,0,0,0
245,3177,3875,520440,2868,0,2,16,40,86,178,376,0,3177,0,0,0,0,0,0,0,0,0,0,0,0
246,4093,5005,321782,3723,0,0,56,150,230,198,278,0,4093,0,0,0,0,0,0,0,0,0,0,0,0
247,4484,5580,338048,3977,0,0,2,36,228,560,270,0,4484,0,0,0,0,0,0,0,0,0,0,0,0
248,3227,3987,499236,2892,0,0,16,86,150,328,180,0,3227,0,0,0,0,0,0,0,0,0,0,0,0
249,2551,3015,605926,2325,0,2,16,52,82,126,186,0,2551,1,1,1,0,0,0,0,0,0,0,0,0
250,3412,4088,414478,3107,0,4,20,70,182,254,146,0,3412,0,0,0,1,1,1,0,0,0,0,0,0
251,1500,1730,917524,1387,0,0,0,4,10,6,210,0,1500,0,0,0,0,0,0,0,0,0,0,0,0
252,3687,4433,403796,3370,0,0,16,94,96,126,414,0,3687,0,0,0,0,0,0,0,0,0,0,0,0
253,3297,3919,581944,3015,0,0,0,32,164,314,112,0,3297,0,0,0,0,0,0,0,0,0,0,0,0
254,3651,4179,367750,3394,0,4,14,22,104,124,260,0,3651,0,0,0,0,0,0,0,0,0,0,0,0
255,2166,2524,664460,1996,0,0,2,6,28,124,198,0,2166,0,0,0,0,0,0,0,0,0,0,0,0
256,4985,6553,323806,4264,0,2,18,62,216,350,920,0,4985,0,0,0,0,0,0,0,0,0,0,0,0
257,3668,4488,381922,3280,0,0,0,36,96,226,462,0,3668,0,0,0,0,0,0,0,0,0,0,0,0
258,3871,4933,326104,3399,0,0,16,42,128,126,750,0,3871,0,0,0,0,0,0,0,0,0,0,0,0
259,4054,5014,365886,3602,0,0,6,24,108,536,286,0,4054,0,0,0,0,0,0,0,0,0,0,0,0
260,5081,6529,276328,4412,0,2,34,94,218,316,784,0,5081,0,0,0,0,0,0,0,0,0,0,0,0
261,3087,3755,647238,2792,0,0,14,40,124,132,358,0,3087,0,0,0,0,0,0,0,0,0,0,0,0
262,7040,9110,198158,6084,0,6,56,130,300,514,1064,0,7040,0,0,0,0,0,0,0,0,0,0,0,0
263,2845,3297,684762,2654,0,0,2,24,126,138,162,0,2845,1,1,1,0,0,0,0,0,0,0,0,0
264,3087,4641,641748,2443,0,0,30,72,186,440,826,0,3087,0,0,0,0,0,0,0,0,0,0,0,0
265,3365,4359,453024,2899,0,0,8,42,76,300,568,0,3365,0,0,0,0,0,0,0,0,0,0,0,0
266,3978,5060,340622,3460,0,0,4,56,130,102,790,0,3978,0,0,0,0,0,0,0,0,0,0,0,0
267,3209,4239,568806,2761,0,2,20,70,138,304,496,0,3209,0,0,0,0,0,0,0,0,0,0,0,0
268,7604,9574,157146,6694,0,22,118,374,424,488,544,0,7604,0,0,0,0,0,0,0,0,0,0,0,0
269,4169,5037,360360,3777,0,0,16,74,132,102,544,0,4169,0,0,0,0,0,0,0,0,0,0,0,0
270,4331,5617,341392,3750,0,0,72,152,230,390,442,0,4331,0,0,0,1,1,1,0,0,0,1,1,1
271,3947,4855,330510,3529,0,0,4,54,112,184,554,0,3947,0,0,0,0,0,0,0,0,0,0,0,0
272,3053,4307,628146,2534,0,0,4,70,180,382,618,0,3053,0,0,0,0,0,0,0,0,0,0,0,0
273,2664,2888,480286,2555,0,0,2,2,32,62,126,0,2664,0,0,0,0,0,0,0,0,0,0,0,0
274,2256,2534,501352,2120,0,0,0,0,66,80,132,0,2256,0,0,0,0,0,0,0,0,0,0,0,0
275,4250,6356,369900,3345,0,4,26,58,328,244,1446,0,4250,0,0,0,0,0,0,0,0,0,0,0,0
276,1991,2387,844476,1805,0,0,10,16,22,90,258,0,1991,0,0,0,0,0,0,0,0,0,0,0,0
277,3761,4411,388714,3448,0,4,14,64,86,106,376,0,3761,0,0,0,0,0,0,0,0,0,0,0,0
278,3311,4269,481216,2894,0,2,2,48,156,458,292,0,3311,0,0,0,0,0,0,0,0,0,0,0,0
279,2064,2354,612286,1939,0,0,0,18,38,114,120,0,2064,0,0,0,0,0,0,0,0,0,0,0,0
280,3315,4405,580126,2804,0,0,4,14,112,334,626,0,3315,0,0,0,0,0,0,0,0,0,0,0,0
281,5351,7013,289702,4625,0,0,18,50,260,698,636,0,5351,0,0,0,0,0,0,0,0,0,0,0,0
282,3619,4549,403608,3198,0,0,12,32,78,234,574,0,3619,0,0,0,0,0,0,0,0,0,0,0,0
283,5050,7554,383140,4019,0,2,20,180,502,826,974,0,5050,0,0,0,0,0,0,0,0,0,0,0,0
284,4960,5828,310870,4545,0,0,2,62,202,294,308,0,4960,0,0,0,0,0,0,0,0,0,0,0,0
285,3159,4623,530304,2549,0,0,2,48,222,366,826,0,3159,0,0,0,0,0,0,0,0,0,0,0,0
286,5873,7415,226768,5166,0,0,34,138,322,464,584,0,5873,0,0,0,0,0,0,1,1,1,0,0,0
287,1425,1783,1195802,1247,0,0,2,12,10,72,262,0,1425,0,0,0,0,0,0,0,0,0,0,0,0
288,3132,3818,468200,2813,0,2,6,46,156,102,374,0,3132,0,0,0,0,0,0,0,0,0,0,0,0
289,3762,6866,484712,2619,0,6,82,344,414,752,1506,0,3762,0,0,0,0,0,0,0,0,0,0,0,0
290,3869,4909,421850,3393,0,4,16,62,152,420,386,0,3869,0,0,0,0,0,0,0,0,0,0,0,0
291,6591,9647,247486,5265,0,0,18,184,434,1146,1274,0,6591,0,0,0,0,0,0,0,0,0,0,0,0
292,3104,4090,508822,2666,0,0,4,48,218,382,334,0,3104,0,0,0,0,0,0,0,0,0,0,0,0
293,3897,5553,491702,3150,0,4,66,140,166,576,704,0,3897,0,0,0,0,0,0,1,1,1,0,0,0
294,3791,4851,454074,3298,0,0,0,14,100,604,342,0,3791,1,1,1,0,0,0,0,0,0,0,0,0
295,3397,4077,548840,3074,0,0,4,32,60,234,350,0,3397,0,0,0,0,0,0,0,0,0,0,0,0
296,3038,4552,636926,2347,0,0,0,2,116,330,1066,0,3038,1,1,1,0,0,0,0,0,0,0,0,0
297,4795,6387,326386,4088,0,4,26,106,318,252,886,0,4795,0,0,0,1,1,1,0,0,0,0,0,0
298,1480,2496,1264468,1089,0,2,8,46,98,282,580,0,1480,0,0,0,0,0,0,0,0,0,0,0,0
299,5214,6274,256064,4712,0,4,72,180,238,256,310,0,5214,0,0,0,0,0,0,0,0,0,0,0,0
300,3506,3996,418286,3270,0,0,0,32,126,206,126,0,3506,0,0,0,0,0,0,0,0,0,0,0,0
301,4929,5691,233948,4556,0,2,6,42,116,162,434,0,4929,0,0,0,0,0,0,1,1,1,0,0,0
302,1702,1826,912272,1640,0,0,6,20,14,36,48,0,1702,0,0,0,0,0,0,0,0,0,0,0,0
303,1055,1405,1722922,884,0,0,0,2,40,202,106,0,1055,0,0,0,0,0,0,0,0,0,0,0,0
304,4523,5711,282636,3995,0,6,14,44,134,428,562,0,4523,0,0,0,0,0,0,0,0,0,0,0,0
305,2738,3580,538022,2325,0,0,8,32,122,240,440,0,2738,1,1,1,1,1,1,0,0,0,0,0,0
306,3651,4285,365798,3350,0,0,6,38,88,88,414,0,3651,0,0,0,0,0,0,0,0,0,0,0,0
307,5790,7134,245928,5188,0,2,52,168,372,420,330,0,5790,0,0,0,0,0,0,0,0,0,0,0,0
308,3081,3333,406224,2957,0,0,0,8,46,96,102,0,3081,0,0,0,0,0,0,0,0,0,0,0,0
309,4638,5768,301822,4124,0,0,6,84,200,512,328,0,4638,0,0,0,0,0,0,0,0,0,0,0,0
310,2845,3605,626874,2499,0,0,0,24,186,276,274,0,2845,0,0,0,0,0,0,0,0,0,0,0,0
311,6215,7515,211744,5589,0,0,16,118,290,358,518,0,6215,0,0,0,1,1,1,0,0,0,0,0,0
312,4826,5606,364074,4459,0,0,12,130,236,230,172,0,4826,0,0,0,1,1,1,1,1,1,0,0,0
313,3525,4697,382898,3052,0,2,0,20,180,404,566,0,3525,0,0,0,0,0,0,0,0,0,0,0,0
314,6566,8854,221636,5603,0,2,94,286,504,660,742,0,6566,0,0,0,0,0,0,0,0,0,0,0,0
315,5120,6532,241906,4462,0,2,6,50,154,242,958,0,5120,0,0,0,0,0,0,0,0,0,0,0,0
316,4956,5784,322230,4567,0,0,28,78,132,178,412,0,4956,0,0,0,0,0,0,0,0,0,0,0,0
317,3745,4763,387214,3253,0,0,0,2,32,206,778,0,3745,0,0,0,0,0,0,1,1,1,0,0,0
318,3831,4929,445508,3321,0,2,18,76,158,416,428,0,3831,0,0,0,0,0,0,0,0,0,0,0,0
319,5139,7271,296878,4194,0,0,8,96,278,432,1318,0,5139,0,0,0,0,0,0,0,0,0,1,1,1
320,4253,5773,323342,3566,0,2,14,64,174,438,828,0,4253,0,0,0,0,0,0,0,0,0,0,0,0
321,3551,4425,459280,3175,0,0,16,72,166,160,460,0,3551,0,0,0,0,0,0,0,0,0,0,0,0
322,2981,5271,693752,2066,0,2,24,100,302,298,1564,0,2981,0,0,0,0,0,0,0,0,0,0,0,0
323,2432,2962,526110,2195,0,0,20,20,42,206,242,0,2432,0,0,0,0,0,0,0,0,0,0,0,0
324,5291,6541,237196,4727,0,2,42,150,250,434,372,0,5291,0,0,0,0,0,0,0,0,0,0,0,0
325,5074,6802,312736,4338,0,0,4,64,268,566,826,0,5074,0,0,0,0,0,0,0,0,0,0,0,0
326,4085,5879,403028,3316,0,0,38,122,138,466,1030,0,4085,0,0,0,0,0,0,0,0,0,0,0,0
327,4469,7309,409172,3397,0,0,8,70,166,392,2204,0,4469,0,0,0,0,0,0,1,1,1,0,0,0
328,1438,1760,1385862,1286,0,0,2,2,32,116,170,0,1438,0,0,0,0,0,0,0,0,0,0,0,0
329,3597,5511,526732,2790,0,0,24,70,254,200,1366,0,3597,0,0,0,0,0,0,0,0,0,0,0,0
330,4582,6170,304672,3857,0,0,2,56,114,168,1248,0,4582,0,0,0,0,0,0,0,0,0,0,0,0
331,4308,6298,428848,3421,0,0,8,66,226,640,1050,0,4308,0,0,0,0,0,0,0,0,0,0,0,0
332,1460,1722,1444658,1341,0,0,0,10,40,90,122,0,1460,1,1,1,0,0,0,0,0,0,0,0,0
333,1407,1545,992682,1339,0,0,0,10,44,58,26,0,1407,0,0,0,0,0,0,0,0,0,0,0,0
334,2002,2260,595230,1882,0,0,4,14,40,104,96,0,2002,0,0,0,0,0,0,0,0,0,0,0,0
335,3874,4428,401126,3612,0,0,2,12,44,226,270,0,3874,0,0,0,0,0,0,0,0,0,0,0,0
336,2199,3589,1011236,1655,0,0,2,20,180,400,788,0,2199,0,0,0,0,0,0,0,0,0,1,1,1
337,2195,2861,652758,1875,0,0,4,20,40,164,438,0,2195,2,4,1,0,0,0,0,0,0,0,0,0
338,2414,2826,717128,2216,0,0,0,20,54,120,218,0,2414,0,0,0,0,0,0,1,1,1,0,0,0
339,4000,5108,536968,3483,0,0,2,30,244,516,316,0,4000,0,0,0,0,0,0,0,0,0,1,1,1
340,4781,6455,368220,4040,0,2,20,86,300,710,556,0,4781,0,0,0,2,4,1,0,0,0,0,0,0
341,3215,3853,473032,2923,0,4,0,28,138,180,288,0,3215,0,0,0,0,0,0,1,1,1,0,0,0
342,1735,2513,880852,1401,0,2,16,26,94,62,578,0,1735,0,0,0,0,0,0,0,0,0,0,0,0
343,5669,7357,238036,4904,0,6,64,134,200,614,670,0,5669,0,0,0,0,0,0,0,0,0,0,0,0
344,4424,6452,364492,3577,0,8,44,126,294,438,1118,0,4424,0,0,0,0,0,0,0,0,0,0,0,0
345,6264,7610,188262,5654,4,6,14,56,92,284,890,0,6264,0,0,0,0,0,0,0,0,0,0,0,0
346,4103,6089,343444,3253,0,6,52,88,340,644,856,0,4103,0,0,0,0,0,0,0,0,0,0,0,0
347,3387,5307,490710,2642,0,2,14,56,160,508,1180,0,3387,0,0,0,0,0,0,0,0,0,0,0,0
348,3601,4181,334260,3323,0,0,0,28,60,112,380,0,3601,0,0,0,0,0,0,0,0,0,0,0,0
349,4187,5273,365830,3696,0,14,46,92,146,354,434,0,4187,0,0,0,0,0,0,0,0,0,0,0,0
350,2215,2801,774536,1968,0,0,0,28,84,198,276,0,2215,0,0,0,0,0,0,0,0,0,0,0,0
351,4027,5279,397074,3448,0,0,10,46,182,470,544,0,4027,0,0,0,1,1,1,0,0,0,0,0,0
352,5250,6746,271718,4635,0,8,72,324,378,430,284,0,5250,0,0,0,0,0,0,0,0,0,0,0,0
353,6369,9365,266746,5154,0,4,40,194,528,668,1562,0,6369,0,0,0,0,0,0,0,0,0,0,0,0
354,7184,9848,210488,6033,0,4,46,264,564,722,1064,0,7184,0,0,0,0,0,0,0,0,0,0,0,0
355,6514,10212,286318,5005,0,0,130,406,880,872,1410,0,6514,0,0,0,0,0,0,0,0,0,0,0,0
356,5340,6718,237994,4740,0,4,52,182,266,444,430,0,5340,0,0,0,0,0,0,1,1,1,0,0,0
357,2534,3374,801598,2176,0,0,4,58,114,262,402,0,2534,0,0,0,0,0,0,0,0,0,0,0,0
358,4935,6945,361476,4111,0,6,58,224,410,476,836,0,4935,0,0,0,0,0,0,0,0,0,0,0,0
359,3350,3964,367704,3063,0,0,20,66,134,204,190,0,3350,0,0,0,0,0,0,0,0,0,0,0,0
360,4012,5018,380426,3534,0,4,8,46,170,312,466,0,4012,0,0,0,0,0,0,0,0,0,0,0,0
361,5688,6914,264294,5099,0,2,14,56,164,334,656,0,5688,0,0,0,0,0,0,0,0,0,0,0,0
362,6516,8892,268296,5542,0,6,70,246,582,812,660,0,6516,0,0,0,0,0,0,0,0,0,0,0,0
363,3681,5653,450584,2817,0,2,8,150,200,280,1332,0,3681,0,0,0,0,0,0,0,0,0,0,0,0
364,1795,2259,771840,1566,0,2,0,2,46,114,300,0,1795,0,0,0,0,0,0,0,0,0,0,0,0
365,3733,4907,369040,3173,0,4,4,14,76,90,986,0,3733,0,0,0,0,0,0,0,0,0,0,0,0
366,2923,3465,550336,2658,0,0,10,52,86,310,84,0,2923,0,0,0,0,0,0,0,0,0,0,0,0
367,6341,8925,265482,5238,0,0,80,298,644,840,722,0,6341,1,1,1,0,0,0,0,0,0,0,0,0
368,2428,2688,711706,2299,0,0,2,0,20,56,182,0,2428,0,0,0,1,1,1,0,0,0,0,0,0
369,6770,8180,196072,6098,0,4,18,124,210,384,670,0,6770,0,0,0,0,0,0,0,0,0,0,0,0
370,3330,5096,455352,2525,0,0,0,10,80,602,1074,0,3330,0,0,0,0,0,0,0,0,0,1,1,1
371,2371,2715,737254,2205,0,0,0,14,26,118,186,0,2371,0,0,0,0,0,0,0,0,0,0,0,0
372,5065,6797,307202,4289,0,2,6,72,90,390,1172,0,5065,0,0,0,0,0,0,0,0,0,0,0,0
373,2864,4070,627960,2354,0,0,8,96,252,316,534,0,2864,0,0,0,0,0,0,0,0,0,0,0,0
374,5563,7721,299670,4578,0,0,20,108,304,774,952,0,5563,0,0,0,0,0,0,0,0,0,0,0,0
375,2229,2527,628910,2090,0,0,8,36,34,70,150,0,2229,0,0,0,0,0,0,1,1,1,0,0,0
376,2964,3992,524204,2498,0,2,20,50,102,346,508,0,2964,1,1,1,0,0,0,0,0,0,0,0,0
377,1621,2579,1109220,1238,4,10,28,54,102,294,466,0,1621,0,0,0,0,0,0,0,0,0,0,0,0
378,3681,4183,412230,3447,0,0,10,20,136,120,216,0,3681,0,0,0,0,0,0,0,0,0,0,0,0
379,2091,2607,690494,1847,0,0,0,6,16,92,402,0,2091,0,0,0,0,0,0,0,0,0,0,0,0
380,4119,5331,448072,3584,0,0,10,124,482,450,146,0,4119,0,0,0,1,1,1,0,0,0,0,0,0
381,4523,5775,315640,3980,0,4,42,104,206,404,492,0,4523,0,0,0,0,0,0,0,0,0,0,0,0
382,3987,6155,364994,3085,0,0,16,42,160,246,1704,0,3987,0,0,0,0,0,0,0,0,0,0,0,0
383,6142,7084,197036,5690,0,8,30,120,184,244,356,0,6142,0,0,0,0,0,0,0,0,0,0,0,0
384,4664,5504,331598,4282,0,0,26,134,218,142,320,0,4664,0,0,0,0,0,0,0,0,0,0,0,0
385,5895,7321,221308,5254,0,2,26,140,340,364,554,0,5895,0,0,0,0,0,0,0,0,0,0,0,0
386,3407,3859,345750,3190,0,6,22,34,88,110,192,0,3407,0,0,0,0,0,0,0,0,0,0,0,0
387,5405,7695,293768,4459,0,0,4,48,264,778,1196,0,5405,0,0,0,0,0,0,0,0,0,0,0,0
388,3624,4094,418532,3414,0,4,24,40,148,160,94,0,3624,1,1,1,1,1,1,1,1,1,0,0,0
389,6504,8536,214248,5566,0,4,30,120,496,622,760,0,6504,0,0,0,0,0,0,0,0,0,0,0,0
390,4651,6075,300116,4010,0,0,30,98,266,636,394,0,4651,0,0,0,0,0,0,1,1,1,0,0,0
391,3686,4294,396172,3411,0,0,8,120,202,166,112,0,3686,0,0,0,0,0,0,0,0,0,0,0,0
392,3978,5728,452078,3221,0,2,10,76,278,610,774,0,3978,0,0,0,0,0,0,0,0,0,0,0,0
393,1894,2282,926772,1717,0,0,4,18,56,150,160,0,1894,0,0,0,0,0,0,0,0,0,0,0,0
394,2493,3199,724336,2180,0,2,4,34,50,164,452,0,2493,0,0,0,0,0,0,0,0,0,0,0,0
395,3668,4818,502300,3148,0,0,4,46,182,310,608,0,3668,0,0,0,0,0,0,0,0,0,0,0,0
396,3727,4893,450498,3201,0,0,14,70,140,178,764,0,3727,0,0,0,0,0,0,0,0,0,0,0,0
397,2610,2904,481116,2464,0,0,0,6,84,138,66,0,2610,1,1,1,0,0,0,1,1,1,0,0,0
398,3497,5505,478298,2697,0,10,88,106,234,298,1272,0,3497,0,0,0,2,4,1,0,0,0,0,0,0
399,3756,4596,502480,3353,0,2,22,80,198,310,228,0,3756,0,0,0,0,0,0,1,1,1,0,0,0
