host,sum_y,sum_y2,sum_m2,distinct,overlap_0,overlap_1,overlap_2,overlap_3,overlap_4,overlap_5,overlap_6,overlap_7,overlap_8,target0_y,target0_y2,target0_hit,target1_y,target1_y2,target1_hit,target2_y,target2_y2,target2_hit,target3_y,target3_y2,target3_hit
35,3664,5078,416718,3050,0,0,0,24,110,388,892,0,3664,1,1,1,0,0,0,0,0,0,0,0,0
36,4238,6560,368624,3283,0,6,40,138,320,508,1310,0,4238,0,0,0,0,0,0,0,0,0,0,0,0
37,6384,8634,244710,5366,0,0,22,164,448,754,862,0,6384,0,0,0,0,0,0,1,1,1,0,0,0
38,5450,6730,222306,4867,0,2,30,82,226,336,604,0,5450,0,0,0,0,0,0,0,0,0,0,0,0
39,4891,6395,291446,4225,2,4,12,62,290,596,538,0,4891,0,0,0,0,0,0,1,1,1,0,0,0
40,3796,4866,415474,3308,0,2,14,52,204,258,540,0,3796,0,0,0,0,0,0,0,0,0,0,0,0
41,3892,4770,390902,3471,0,6,36,74,174,188,400,0,3892,0,0,0,0,0,0,0,0,0,0,0,0
42,6966,9450,218084,5893,0,14,92,342,420,660,956,0,6966,0,0,0,0,0,0,0,0,0,0,0,0
43,4154,4856,393240,3841,0,0,0,64,192,210,236,0,4154,1,1,1,0,0,0,1,1,1,0,0,0
44,2178,2508,755508,2015,0,0,6,32,36,80,176,0,2178,0,0,0,0,0,0,0,0,0,0,0,0
45,2382,2768,712632,2204,0,0,0,8,48,140,190,0,2382,0,0,0,0,0,0,1,1,1,0,0,0
46,2327,2863,673726,2076,0,0,6,32,92,144,262,0,2327,0,0,0,0,0,0,0,0,0,0,0,0
47,2295,3063,715796,1971,0,0,0,0,64,218,486,0,2295,0,0,0,0,0,0,0,0,0,0,0,0
48,5479,7473,271390,4605,0,0,24,108,196,464,1202,0,5479,0,0,0,0,0,0,0,0,0,0,0,0
49,3440,7098,754648,2189,4,30,166,508,678,706,1566,0,3440,0,0,0,0,0,0,0,0,0,0,0,0
50,1710,2164,850290,1524,0,0,12,26,44,70,302,0,1710,0,0,0,0,0,0,0,0,0,0,0,0
51,4926,6618,285238,4158,0,4,12,58,180,498,940,0,4926,0,0,0,0,0,0,0,0,0,0,0,0
52,2706,3380,525808,2406,0,0,2,2,62,178,430,0,2706,0,0,0,0,0,0,0,0,0,0,0,0
53,2812,3526,591516,2495,0,0,0,16,84,174,440,0,2812,0,0,0,0,0,0,0,0,0,0,0,0
54,7075,9375,213058,6070,0,6,68,256,374,488,1108,0,7075,0,0,0,0,0,0,1,1,1,0,0,0
55,1567,2385,1378460,1215,0,0,12,42,126,88,550,0,1567,0,0,0,0,0,0,0,0,0,0,0,0
56,2517,3473,593964,2073,0,0,4,26,98,106,722,0,2517,1,1,1,0,0,0,0,0,0,0,0,0
57,2276,2912,669024,1992,0,6,20,52,76,180,302,0,2276,0,0,0,0,0,0,0,0,0,0,0,0
58,5343,6779,250616,4719,0,0,30,112,308,436,550,0,5343,0,0,0,0,0,0,0,0,0,0,0,0
59,2862,3490,442590,2573,0,0,8,88,142,162,228,0,2862,0,0,0,0,0,0,0,0,0,0,0,0
60,4727,6559,388300,3958,0,0,32,228,506,680,386,0,4727,0,0,0,0,0,0,0,0,0,0,0,0
61,2751,3377,450222,2456,0,0,0,10,56,166,394,0,2751,0,0,0,0,0,0,0,0,0,0,0,0
62,1399,1771,1259470,1243,2,2,4,24,32,146,162,0,1399,0,0,0,0,0,0,0,0,0,0,0,0
63,4336,5244,268272,3923,0,10,42,58,144,214,440,0,4336,0,0,0,0,0,0,0,0,0,0,0,0
64,2684,3160,516806,2451,0,0,0,0,22,100,354,0,2684,0,0,0,0,0,0,0,0,0,0,0,0
65,5024,5624,245054,4735,0,0,26,70,72,204,228,0,5024,0,0,0,0,0,0,0,0,0,0,0,0
66,3108,3654,442868,2849,0,0,0,28,108,142,268,0,3108,0,0,0,0,0,0,0,0,0,0,0,0
67,6990,8696,187418,6194,0,6,38,282,528,492,360,0,6990,0,0,0,0,0,0,0,0,0,0,0,0
68,3065,3819,398346,2696,0,0,0,0,32,132,590,0,3065,0,0,0,0,0,0,0,0,0,0,0,0
69,3838,5624,465860,3051,0,0,14,56,176,182,1358,0,3838,0,0,0,0,0,0,0,0,0,0,0,0
70,1775,2245,687582,1557,0,4,2,4,30,118,312,0,1775,1,1,1,0,0,0,0,0,0,0,0,0
71,3645,4589,380766,3211,0,0,6,24,140,170,604,0,3645,0,0,0,0,0,0,0,0,0,1,1,1
72,1642,2326,916662,1315,0,0,0,0,24,8,652,0,1642,0,0,0,0,0,0,0,0,0,0,0,0
73,3792,5254,447182,3125,0,0,4,14,66,356,1022,0,3792,0,0,0,2,4,1,0,0,0,0,0,0
74,3383,4473,464800,2889,0,2,6,26,120,388,548,0,3383,0,0,0,0,0,0,0,0,0,0,0,0
75,4520,6074,271060,3827,0,2,60,84,208,352,848,0,4520,0,0,0,0,0,0,0,0,0,0,0,0
76,5859,7107,232408,5291,0,2,18,108,226,366,528,0,5859,0,0,0,0,0,0,0,0,0,0,0,0
77,4854,5368,269784,4606,0,0,8,26,80,228,172,0,4854,0,0,0,0,0,0,0,0,0,0,0,0
78,1981,2373,662248,1795,0,0,0,0,14,16,362,0,1981,0,0,0,0,0,0,0,0,0,0,0,0
79,2978,5850,710110,1928,0,2,14,210,328,546,1772,0,2978,0,0,0,0,0,0,0,0,0,0,0,0
80,2075,2909,1068200,1697,0,0,0,0,42,442,350,0,2075,0,0,0,0,0,0,0,0,0,0,0,0
81,3342,3676,433556,3181,0,0,6,20,72,102,134,0,3342,0,0,0,0,0,0,0,0,0,0,0,0
82,4030,5110,338718,3546,0,4,8,124,198,266,480,0,4030,0,0,0,1,1,1,0,0,0,1,1,1
83,5080,7188,281840,4166,0,2,28,194,354,376,1154,0,5080,0,0,0,0,0,0,0,0,0,0,0,0
84,3197,4465,607670,2605,0,0,2,40,104,448,674,0,3197,0,0,0,0,0,0,0,0,0,0,0,0
85,1633,1873,957104,1518,0,4,18,18,64,84,52,0,1633,1,1,1,0,0,0,0,0,0,0,0,0
86,3898,4448,357380,3642,0,2,12,60,164,102,210,0,3898,0,0,0,0,0,0,0,0,0,0,0,0
87,2390,2728,656738,2228,0,0,0,2,30,222,84,0,2390,0,0,0,0,0,0,0,0,0,0,0,0
88,5614,7942,296366,4563,0,16,80,228,468,722,814,0,5614,0,0,0,0,0,0,1,1,1,0,0,0
89,5812,7636,211034,4957,0,2,14,46,176,602,984,0,5812,0,0,0,1,1,1,0,0,0,0,0,0
90,2349,3195,606022,1992,0,0,0,10,108,158,570,0,2349,0,0,0,0,0,0,0,0,0,1,1,1
91,2934,3948,489772,2490,0,2,18,74,134,210,576,0,2934,0,0,0,0,0,0,0,0,0,0,0,0
92,5207,6285,241530,4688,0,8,12,40,130,308,580,0,5207,0,0,0,0,0,0,0,0,0,0,0,0
93,5692,6318,199752,5390,0,0,56,92,166,182,130,0,5692,0,0,0,0,0,0,0,0,0,0,0,0
94,6686,8726,211256,5755,0,0,24,142,380,470,1024,0,6686,0,0,0,0,0,0,0,0,0,0,0,0
95,3239,4099,483502,2862,0,0,16,62,158,178,446,0,3239,0,0,0,0,0,0,0,0,0,0,0,0
96,4247,5977,392056,3486,0,0,20,176,246,572,716,0,4247,0,0,0,0,0,0,1,1,1,0,0,0
97,1952,2498,819152,1689,0,0,0,6,76,90,374,0,1952,0,0,0,0,0,0,0,0,0,0,0,0
98,5004,7156,305270,4115,0,0,18,110,428,450,1146,0,5004,0,0,0,0,0,0,1,1,1,0,0,0
99,4819,7193,527088,3854,0,2,54,176,322,688,1132,0,4819,1,1,1,0,0,0,2,4,1,0,0,0
100,3334,4380,452626,2860,0,0,10,56,134,372,474,0,3334,0,0,0,0,0,0,0,0,0,0,0,0
101,1657,1961,860772,1511,0,0,4,8,10,34,248,0,1657,0,0,0,0,0,0,0,0,0,2,4,1
102,1706,2208,861436,1475,0,0,6,26,70,116,284,0,1706,0,0,0,0,0,0,0,0,0,0,0,0
103,4992,7062,311424,4054,0,0,2,104,366,652,946,0,4992,0,0,0,0,0,0,0,0,0,0,0,0
104,2954,3842,493828,2568,0,0,0,12,64,210,602,0,2954,0,0,0,0,0,0,0,0,0,0,0,0
105,3120,4686,547424,2460,0,0,22,30,152,188,1174,0,3120,0,0,0,0,0,0,0,0,0,0,0,0
106,4601,5221,305646,4301,0,0,6,22,44,298,250,0,4601,0,0,0,0,0,0,0,0,0,0,0,0
107,1537,2019,1405488,1308,0,0,2,4,12,36,428,0,1537,0,0,0,0,0,0,0,0,0,0,0,0
108,5673,6321,197738,5375,0,0,20,68,126,226,208,0,5673,0,0,0,0,0,0,0,0,0,0,0,0
109,4263,5373,368010,3726,0,0,10,68,250,260,522,0,4263,1,1,1,1,1,1,1,1,1,0,0,0
110,7777,10003,175896,6781,0,2,78,296,556,770,524,0,7777,0,0,0,0,0,0,0,0,0,0,0,0
111,5585,8209,316740,4521,0,18,38,272,600,842,854,0,5585,0,0,0,0,0,0,0,0,0,0,0,0
112,2518,3424,677322,2124,0,0,2,24,122,144,614,0,2518,0,0,0,0,0,0,0,0,0,1,1,1
113,4827,6911,304254,3947,0,0,14,70,334,746,920,0,4827,0,0,0,0,0,0,0,0,0,0,0,0
114,4475,5131,317132,4162,0,0,10,40,52,168,386,0,4475,0,0,0,0,0,0,0,0,0,0,0,0
115,3869,4373,385282,3623,0,2,10,38,126,220,108,0,3869,0,0,0,0,0,0,0,0,0,0,0,0
116,3527,4353,399152,3157,0,0,2,40,142,298,344,0,3527,0,0,0,1,1,1,0,0,0,0,0,0
117,2553,3653,593864,2104,0,2,34,50,184,188,642,0,2553,0,0,0,0,0,0,1,1,1,1,1,1
118,5676,7018,237640,5051,0,6,32,118,234,386,566,0,5676,0,0,0,0,0,0,0,0,0,1,1,1
119,2982,3720,431578,2629,0,0,10,32,114,266,316,0,2982,0,0,0,0,0,0,0,0,0,0,0,0
120,3531,4553,406390,3092,0,2,8,66,126,176,644,0,3531,0,0,0,0,0,0,0,0,0,0,0,0
121,5899,7843,254288,5021,0,4,30,226,414,664,606,0,5899,0,0,0,0,0,0,1,1,1,0,0,0
122,3586,4766,409894,3070,2,4,20,126,164,310,554,0,3586,0,0,0,0,0,0,0,0,0,0,0,0
123,8626,12324,182076,7055,0,20,176,466,544,868,1624,0,8626,0,0,0,0,0,0,0,0,0,0,0,0
124,1744,2002,701262,1624,0,0,0,18,34,90,116,0,1744,0,0,0,0,0,0,1,1,1,0,0,0
125,1914,2108,747512,1821,0,0,2,8,26,42,116,0,1914,0,0,0,0,0,0,0,0,0,0,0,0
126,5144,6860,285534,4349,0,4,26,112,218,700,656,0,5144,0,0,0,0,0,0,0,0,0,0,0,0
127,5628,9362,286322,4179,6,28,122,270,534,1006,1768,0,5628,0,0,0,0,0,0,0,0,0,1,1,1
128,2711,2911,505248,2614,0,10,18,18,42,34,78,0,2711,0,0,0,0,0,0,0,0,0,0,0,0
129,2001,2323,898522,1840,0,0,0,22,90,146,64,0,2001,0,0,0,0,0,0,0,0,0,0,0,0
130,1911,2459,1046420,1670,0,0,2,20,138,232,156,0,1911,0,0,0,0,0,0,0,0,0,0,0,0
131,3402,3818,356930,3202,0,0,12,18,60,132,194,0,3402,0,0,0,0,0,0,0,0,0,0,0,0
132,5487,7193,335212,4694,0,2,28,238,358,350,730,0,5487,0,0,0,0,0,0,0,0,0,0,0,0
133,5313,7973,330952,4175,0,4,86,382,672,774,742,0,5313,0,0,0,0,0,0,0,0,0,0,0,0
134,5897,10355,314122,4147,0,34,166,350,656,784,2468,0,5897,0,0,0,0,0,0,0,0,0,0,0,0
135,4406,5436,355934,3938,0,4,58,104,156,318,390,0,4406,0,0,0,0,0,0,0,0,0,0,0,0
136,2452,3604,721068,1954,0,0,2,4,186,170,790,0,2452,0,0,0,0,0,0,0,0,0,0,0,0
137,2261,3629,779436,1667,0,0,6,44,138,220,960,0,2261,1,1,1,0,0,0,0,0,0,0,0,0
138,2873,3415,522548,2625,0,0,2,56,144,214,126,0,2873,0,0,0,0,0,0,0,0,0,0,0,0
139,1779,2485,1007878,1445,0,0,4,18,18,162,504,0,1779,0,0,0,0,0,0,0,0,0,0,0,0
140,4130,4592,290388,3903,0,0,6,24,86,160,186,0,4130,0,0,0,0,0,0,0,0,0,0,0,0
141,3787,6607,455950,2705,0,0,46,166,386,396,1826,0,3787,0,0,0,0,0,0,0,0,0,0,0,0
142,6304,7792,237396,5611,0,4,52,132,254,286,760,0,6304,0,0,0,0,0,0,0,0,0,0,0,0
143,3228,4976,519464,2543,0,6,36,140,272,516,778,0,3228,0,0,0,0,0,0,0,0,0,0,0,0
144,6609,8661,192672,5697,2,0,34,172,300,410,1134,0,6609,0,0,0,0,0,0,0,0,0,0,0,0
145,2306,3210,689608,1916,0,6,16,46,98,170,568,0,2306,1,1,1,0,0,0,0,0,0,1,1,1
146,5928,7366,224832,5241,0,4,36,100,238,348,712,0,5928,0,0,0,0,0,0,0,0,0,0,0,0
147,4714,5684,299968,4272,0,4,10,52,126,228,550,0,4714,0,0,0,0,0,0,0,0,0,0,0,0
148,3377,4677,448228,2792,0,0,2,36,164,292,806,0,3377,0,0,0,0,0,0,0,0,0,0,0,0
149,3473,3937,426420,3251,0,0,2,20,76,108,258,0,3473,0,0,0,0,0,0,0,0,0,0,0,0
150,7359,10875,197284,5883,2,12,102,288,570,728,1814,0,7359,0,0,0,0,0,0,0,0,0,0,0,0
151,2330,3174,799634,1948,0,0,2,8,76,284,474,0,2330,0,0,0,1,1,1,0,0,0,1,1,1
152,3749,4227,380680,3524,0,0,0,34,110,126,208,0,3749,0,0,0,0,0,0,0,0,0,0,0,0
153,3982,5274,383716,3392,0,8,74,210,222,276,502,0,3982,0,0,0,1,1,1,0,0,0,0,0,0
154,3668,4226,484288,3404,0,0,0,18,106,188,246,0,3668,0,0,0,0,0,0,0,0,0,0,0,0
155,3665,5711,539450,2840,0,0,8,68,294,248,1428,0,3665,0,0,0,0,0,0,0,0,0,0,0,0
156,1292,1704,1515670,1127,0,0,6,4,22,26,354,0,1292,0,0,0,0,0,0,0,0,0,0,0,0
157,7404,10034,196080,6351,0,2,38,296,552,952,790,0,7404,0,0,0,0,0,0,0,0,0,0,0,0
158,3484,4464,409288,3057,0,0,30,84,128,246,492,0,3484,0,0,0,0,0,0,0,0,0,0,0,0
159,3650,4952,357572,3065,0,2,14,20,90,92,1084,0,3650,0,0,0,0,0,0,0,0,0,0,0,0
160,3074,3972,415020,2657,0,0,2,20,58,94,724,0,3074,0,0,0,0,0,0,0,0,0,0,0,0
161,3555,5917,673256,2624,0,0,16,52,394,866,1034,0,3555,0,0,0,0,0,0,1,1,1,0,0,0
162,2137,2507,619162,1959,0,0,0,2,58,122,188,0,2137,0,0,0,0,0,0,0,0,0,0,0,0
163,2364,2984,756274,2082,0,0,8,4,78,322,208,0,2364,0,0,0,0,0,0,0,0,0,0,0,0
164,4339,4705,224552,4177,0,0,4,36,102,100,124,0,4339,0,0,0,0,0,0,0,0,0,0,0,0
165,4767,6721,295652,3942,0,0,6,102,264,714,868,0,4767,0,0,0,0,0,0,0,0,0,0,0,0
166,2522,3880,879538,1997,0,0,0,16,140,248,954,0,2522,0,0,0,0,0,0,0,0,0,0,0,0
167,3726,5290,436206,3059,0,0,2,6,78,298,1180,0,3726,0,0,0,0,0,0,0,0,0,1,1,1
168,2607,3605,668906,2145,0,2,12,42,68,208,666,0,2607,0,0,0,0,0,0,0,0,0,0,0,0
169,3389,4411,491516,2964,0,4,2,52,138,494,332,0,3389,0,0,0,0,0,0,0,0,0,0,0,0
170,2052,3112,749746,1596,0,0,22,76,174,346,442,0,2052,0,0,0,0,0,0,0,0,0,0,0,0
171,3640,4338,451286,3305,0,0,4,38,146,186,324,0,3640,0,0,0,0,0,0,0,0,0,0,0,0
172,3328,5060,603854,2648,0,0,4,46,86,588,1008,0,3328,0,0,0,0,0,0,0,0,0,0,0,0
173,2751,3281,500042,2501,0,0,4,48,162,154,162,0,2751,1,1,1,0,0,0,0,0,0,0,0,0
174,4430,6290,293970,3576,0,0,8,48,134,494,1176,0,4430,0,0,0,0,0,0,0,0,0,0,0,0
175,2558,3118,540902,2328,0,0,16,72,114,118,240,0,2558,0,0,0,0,0,0,0,0,0,1,1,1
176,6914,9502,206750,5699,0,0,24,160,526,690,1188,0,6914,0,0,0,0,0,0,2,4,1,0,0,0
177,3604,4458,403642,3241,0,0,6,34,116,198,500,0,3604,0,0,0,0,0,0,0,0,0,0,0,0
178,2783,3431,437684,2482,0,0,6,18,82,184,358,0,2783,0,0,0,0,0,0,0,0,0,0,0,0
179,4219,4639,323896,4017,0,0,2,14,66,116,222,0,4219,0,0,0,0,0,0,0,0,0,0,0,0
180,3510,4348,378614,3121,0,0,10,44,108,122,554,0,3510,0,0,0,0,0,0,0,0,0,0,0,0
181,5111,6557,327146,4444,0,10,58,214,340,388,436,0,5111,0,0,0,0,0,0,0,0,0,0,0,0
182,4234,5450,354188,3699,0,2,32,156,232,442,352,0,4234,0,0,0,0,0,0,0,0,0,1,1,1
183,3557,4641,364684,3075,0,0,2,34,190,314,544,0,3557,0,0,0,0,0,0,0,0,0,0,0,0
184,3115,3603,484050,2876,0,0,2,6,80,242,158,0,3115,0,0,0,1,1,1,0,0,0,1,1,1
185,1947,2341,808404,1756,0,0,12,28,90,136,128,0,1947,1,1,1,0,0,0,2,4,1,0,0,0
186,4351,7793,431180,3097,0,0,4,36,234,532,2636,0,4351,0,0,0,0,0,0,0,0,0,0,0,0
187,3891,4339,313252,3669,0,0,4,14,50,230,150,0,3891,0,0,0,0,0,0,0,0,0,0,0,0
188,3539,4829,494592,2945,0,0,8,64,46,748,424,0,3539,0,0,0,0,0,0,0,0,0,0,0,0
189,1762,2434,835074,1486,0,2,20,20,66,104,460,0,1762,0,0,0,0,0,0,0,0,0,0,0,0
190,4447,6543,365626,3533,0,16,46,134,374,714,812,0,4447,0,0,0,0,0,0,0,0,0,0,0,0
191,1788,2492,984704,1476,0,0,6,24,68,380,226,0,1788,0,0,0,0,0,0,0,0,0,0,0,0
192,1326,1776,1173070,1103,0,0,10,14,26,84,316,0,1326,1,1,1,0,0,0,0,0,0,0,0,0
193,4019,4793,396380,3671,0,0,28,88,148,306,204,0,4019,0,0,0,0,0,0,0,0,0,0,0,0
194,3497,4449,447150,3046,0,0,12,40,82,96,722,0,3497,0,0,0,1,1,1,0,0,0,0,0,0
195,5813,7647,245440,5003,0,4,40,130,338,304,1018,0,5813,0,0,0,0,0,0,0,0,0,0,0,0
196,3597,4149,398894,3335,0,2,6,44,92,128,280,0,3597,0,0,0,0,0,0,0,0,0,1,1,1
197,4140,4658,366350,3892,0,0,4,30,94,186,204,0,4140,0,0,0,0,0,0,0,0,0,0,0,0
198,3645,4445,378210,3257,0,0,0,12,108,156,524,0,3645,0,0,0,0,0,0,0,0,0,0,0,0
199,5164,7404,308476,4259,0,10,60,298,422,416,1034,0,5164,0,0,0,0,0,0,0,0,0,0,0,0
200,3044,3984,590418,2633,0,0,10,42,180,342,366,0,3044,0,0,0,1,1,1,0,0,0,0,0,0
201,3545,4821,472186,2977,0,0,18,54,120,106,978,0,3545,0,0,0,0,0,0,0,0,0,0,0,0
202,3093,3505,507318,2902,0,0,0,64,146,46,156,0,3093,0,0,0,0,0,0,0,0,0,0,0,0
203,5800,8654,244976,4575,0,4,40,106,440,494,1770,0,5800,0,0,0,0,0,0,0,0,0,0,0,0
204,2975,3547,428296,2698,0,0,0,4,20,126,422,0,2975,0,0,0,0,0,0,0,0,0,0,0,0
205,2668,3774,598186,2147,0,0,0,10,34,128,934,0,2668,0,0,0,0,0,0,0,0,0,0,0,0
206,2696,3382,575578,2389,0,4,10,36,128,126,382,0,2696,0,0,0,0,0,0,0,0,0,0,0,0
207,1318,1570,1272330,1194,0,0,0,0,4,34,214,0,1318,0,0,0,0,0,0,0,0,0,0,0,0
208,6207,7479,263810,5626,0,6,22,186,450,418,190,0,6207,0,0,0,1,1,1,0,0,0,0,0,0
209,5582,7716,321708,4681,0,0,68,328,528,814,396,0,5582,0,0,0,0,0,0,0,0,0,0,0,0
210,2719,2967,504986,2602,0,0,0,12,52,70,114,0,2719,0,0,0,0,0,0,0,0,0,0,0,0
211,3912,5752,449880,3169,2,12,58,150,324,648,646,0,3912,0,0,0,0,0,0,0,0,0,0,0,0
212,2026,2262,637268,1908,0,0,0,16,52,144,24,0,2026,0,0,0,0,0,0,0,0,0,0,0,0
213,5026,6430,259656,4396,0,0,30,110,340,554,370,0,5026,0,0,0,0,0,0,0,0,0,0,0,0
214,4597,6017,341948,3956,0,0,2,18,166,396,838,0,4597,0,0,0,1,1,1,0,0,0,1,1,1
215,6296,8470,263832,5367,0,4,4,96,440,704,926,0,6296,0,0,0,0,0,0,0,0,0,0,0,0
216,1837,2229,1019884,1648,0,0,2,16,22,58,294,0,1837,1,1,1,0,0,0,0,0,0,0,0,0
217,5729,7663,262906,4877,0,8,92,278,398,544,614,0,5729,0,0,0,0,0,0,0,0,0,0,0,0
218,3502,4064,378164,3241,0,2,6,52,106,142,254,0,3502,0,0,0,0,0,0,0,0,0,0,0,0
219,4783,6581,381798,4011,0,0,18,192,442,508,638,0,4783,0,0,0,0,0,0,0,0,0,0,0,0
220,4339,5311,249028,3895,0,0,12,50,108,274,528,0,4339,0,0,0,0,0,0,0,0,0,0,0,0
221,6692,8106,198916,6051,0,2,18,132,296,492,474,0,6692,0,0,0,0,0,0,0,0,0,0,0,0
222,5429,6943,250836,4752,0,6,44,166,170,204,924,0,5429,0,0,0,0,0,0,1,1,1,0,0,0
223,3529,4293,384866,3187,0,2,28,82,122,78,452,0,3529,0,0,0,0,0,0,0,0,0,0,0,0
224,7294,10100,201352,6103,2,8,82,262,596,812,1044,0,7294,0,0,0,0,0,0,0,0,0,0,0,0
225,3399,3759,455398,3230,0,0,6,44,74,90,146,0,3399,0,0,0,0,0,0,0,0,0,0,0,0
226,3603,4907,469342,3024,0,0,18,66,126,332,762,0,3603,0,0,0,0,0,0,0,0,0,0,0,0
227,3072,4302,539400,2541,0,10,20,28,122,232,818,0,3072,0,0,0,1,1,1,0,0,0,1,1,1
228,3394,4356,438294,2970,0,0,2,64,138,270,488,0,3394,0,0,0,0,0,0,0,0,0,0,0,0
229,4546,6506,348098,3722,0,0,4,38,140,632,1146,0,4546,0,0,0,0,0,0,0,0,0,1,1,1
230,4189,5131,405610,3762,0,0,4,48,134,272,484,0,4189,0,0,0,0,0,0,0,0,0,0,0,0
231,3133,4051,588796,2704,0,8,30,68,144,292,376,0,3133,0,0,0,0,0,0,0,0,0,0,0,0
232,4166,4984,277518,3815,0,0,2,36,76,154,550,0,4166,0,0,0,0,0,0,0,0,0,0,0,0
233,4254,5394,329084,3783,0,0,18,142,224,326,430,0,4254,0,0,0,2,4,1,0,0,0,2,4,1
234,2710,2952,459406,2590,0,0,0,0,18,54,170,0,2710,0,0,0,0,0,0,0,0,0,0,0,0
235,4036,4898,395642,3641,0,2,18,78,200,252,312,0,4036,0,0,0,1,1,1,0,0,0,0,0,0
236,3261,4733,493306,2621,0,2,36,82,120,606,626,0,3261,0,0,0,0,0,0,0,0,0,0,0,0
237,2873,4403,541996,2271,0,0,0,50,218,460,802,0,2873,0,0,0,0,0,0,0,0,0,0,0,0
238,4856,5600,259988,4524,0,12,60,86,158,184,244,0,4856,0,0,0,0,0,0,0,0,0,0,0,0
