host,sum_y,sum_y2,sum_m2,distinct,overlap_0,overlap_1,overlap_2,overlap_3,overlap_4,overlap_5,overlap_6,overlap_7,overlap_8,target0_y,target0_y2,target0_hit,target1_y,target1_y2,target1_hit,target2_y,target2_y2,target2_hit,target3_y,target3_y2,target3_hit
35,1811,2015,178664,1713,0,0,2,4,10,114,74,0,1811,0,0,0,0,0,0,0,0,0,0,0,0
36,1075,1377,468720,924,0,0,0,0,10,104,188,0,1075,0,0,0,0,0,0,0,0,0,0,0,0
37,1021,1275,411040,905,0,0,2,14,52,68,118,0,1021,0,0,0,0,0,0,0,0,0,0,0,0
38,3662,4306,96862,3349,0,0,6,60,162,162,254,0,3662,0,0,0,0,0,0,0,0,0,0,0,0
39,1587,1745,200870,1511,0,0,0,0,20,70,68,0,1587,0,0,0,0,0,0,0,0,0,0,0,0
40,1479,1951,318218,1258,0,0,0,4,36,84,348,0,1479,1,1,1,0,0,0,0,0,0,0,0,0
41,1980,3124,200850,1497,0,0,4,14,138,46,942,0,1980,0,0,0,0,0,0,0,0,0,0,0,0
42,3176,5020,153460,2440,0,0,30,76,258,344,1136,0,3176,0,0,0,0,0,0,0,0,0,0,0,0
43,3952,4592,83622,3645,0,0,4,44,130,208,254,0,3952,0,0,0,0,0,0,0,0,0,1,1,1
44,4724,5686,69712,4271,0,0,34,92,200,274,362,0,4724,0,0,0,0,0,0,0,0,0,0,0,0
45,3158,4232,126298,2658,0,0,2,60,40,388,584,0,3158,0,0,0,0,0,0,0,0,0,0,0,0
46,2408,3666,172088,1898,0,0,10,66,90,398,694,0,2408,0,0,0,1,1,1,0,0,0,0,0,0
47,4281,5661,86828,3665,0,0,2,32,80,258,1008,0,4281,0,0,0,0,0,0,0,0,0,0,0,0
48,2224,2634,155078,2043,0,0,6,24,78,140,162,0,2224,0,0,0,1,1,1,0,0,0,0,0,0
49,3412,4858,114044,2751,0,0,6,22,126,190,1102,0,3412,0,0,0,1,1,1,0,0,0,0,0,0
50,4056,5514,93906,3374,0,0,10,42,144,350,912,0,4056,0,0,0,0,0,0,0,0,0,0,0,0
51,2437,2923,148720,2204,0,0,0,4,46,120,316,0,2437,0,0,0,1,1,1,2,4,1,0,0,0
52,3632,4068,87964,3423,0,0,0,6,64,28,338,0,3632,0,0,0,0,0,0,0,0,0,0,0,0
53,2804,3002,115904,2706,0,0,2,8,58,44,86,0,2804,0,0,0,0,0,0,0,0,0,0,0,0
54,3040,3516,114882,2804,0,0,10,14,22,32,398,0,3040,0,0,0,0,0,0,0,0,0,0,0,0
55,3199,3429,99224,3085,0,0,0,12,26,62,130,0,3199,0,0,0,0,0,0,0,0,0,0,0,0
56,3330,4504,129594,2803,0,0,10,36,234,348,546,0,3330,0,0,0,0,0,0,0,0,0,0,0,0
57,2163,3195,222968,1668,0,0,0,2,26,264,740,0,2163,0,0,0,0,0,0,0,0,0,0,0,0
58,766,870,458126,717,0,0,0,0,14,16,74,0,766,0,0,0,0,0,0,0,0,0,0,0,0
59,1335,1509,297206,1255,0,0,4,12,44,72,42,0,1335,0,0,0,0,0,0,0,0,0,0,0,0
60,2273,2473,132000,2182,2,0,8,20,46,48,76,0,2273,0,0,0,1,1,1,0,0,0,0,0,0
61,1844,2244,201548,1650,0,0,0,16,88,86,210,0,1844,0,0,0,0,0,0,0,0,0,0,0,0
62,963,1169,435144,866,0,0,0,0,18,158,30,0,963,0,0,0,0,0,0,0,0,0,0,0,0
63,1877,2167,178952,1753,0,0,0,12,54,88,136,0,1877,0,0,0,0,0,0,0,0,0,1,1,1
64,2472,2728,139134,2349,0,2,0,24,98,92,40,0,2472,0,0,0,0,0,0,0,0,0,0,0,0
65,5053,6645,66792,4351,0,2,52,78,220,532,708,0,5053,0,0,0,1,1,1,0,0,0,0,0,0
66,1622,1692,220664,1588,0,0,2,4,20,26,18,0,1622,1,1,1,1,1,1,0,0,0,0,0,0
67,3130,3894,128360,2784,0,4,10,84,186,170,310,0,3130,0,0,0,0,0,0,0,0,0,1,1,1
68,3084,3490,132450,2886,0,0,8,32,76,116,174,0,3084,0,0,0,0,0,0,0,0,0,0,0,0
69,3462,3988,114394,3213,0,0,0,30,72,222,202,0,3462,0,0,0,0,0,0,0,0,0,0,0,0
70,1945,2221,298368,1812,0,0,0,2,118,120,36,0,1945,1,1,1,0,0,0,0,0,0,0,0,0
71,3955,4531,81842,3679,0,0,6,38,98,244,190,0,3955,0,0,0,0,0,0,0,0,0,0,0,0
72,1180,1402,427256,1074,0,0,4,2,28,88,100,0,1180,0,0,0,0,0,0,0,0,0,0,0,0
73,2221,2899,207366,1939,0,0,10,36,176,200,256,0,2221,0,0,0,0,0,0,0,0,0,0,0,0
74,1397,1805,288758,1220,0,2,0,12,42,194,158,0,1397,0,0,0,0,0,0,0,0,0,1,1,1
75,1114,1302,371508,1022,0,0,0,0,18,46,124,0,1114,0,0,0,0,0,0,0,0,0,0,0,0
76,2164,3330,203090,1708,0,2,12,38,146,340,628,0,2164,0,0,0,0,0,0,0,0,0,0,0,0
77,1222,1286,281444,1192,0,0,0,0,4,18,42,0,1222,0,0,0,0,0,0,0,0,0,0,0,0
78,1525,2265,356064,1218,0,0,0,32,152,360,196,0,1525,0,0,0,0,0,0,0,0,0,0,0,0
79,2641,3161,140666,2400,0,0,6,14,56,328,116,0,2641,0,0,0,0,0,0,0,0,0,0,0,0
80,1934,2148,176690,1831,0,0,0,12,76,68,58,0,1934,0,0,0,0,0,0,0,0,0,0,0,0
81,3841,4491,86068,3528,0,0,6,30,94,220,300,0,3841,0,0,0,0,0,0,0,0,0,0,0,0
82,2438,3130,140150,2117,0,6,18,18,50,146,454,0,2438,0,0,0,0,0,0,0,0,0,0,0,0
83,3010,3940,116070,2587,0,0,4,26,106,302,492,0,3010,0,0,0,0,0,0,0,0,0,0,0,0
84,2117,2783,168152,1814,0,0,0,6,12,136,512,0,2117,0,0,0,0,0,0,0,0,0,0,0,0
85,1943,2581,235400,1657,0,0,0,12,38,76,512,0,1943,0,0,0,0,0,0,0,0,0,0,0,0
86,3486,3770,88688,3350,0,0,8,20,68,102,86,0,3486,0,0,0,0,0,0,0,0,0,0,0,0
87,1805,2071,215560,1677,0,0,0,14,34,88,130,0,1805,0,0,0,0,0,0,0,0,0,0,0,0
88,2881,3269,115994,2694,0,0,2,2,48,118,218,0,2881,0,0,0,0,0,0,0,0,0,0,0,0
89,1863,1957,160536,1818,0,0,0,4,14,26,50,0,1863,0,0,0,0,0,0,0,0,0,0,0,0
90,3303,3787,97474,3076,0,0,4,16,74,120,270,0,3303,0,0,0,0,0,0,0,0,0,0,0,0
91,1595,1995,250500,1408,0,0,0,12,52,138,198,0,1595,0,0,0,0,0,0,0,0,0,0,0,0
92,3554,5626,122136,2761,0,4,8,58,244,272,1486,0,3554,0,0,0,0,0,0,0,0,0,0,0,0
93,1729,1991,193306,1603,0,0,0,6,4,70,182,0,1729,0,0,0,0,0,0,0,0,0,0,0,0
94,2981,3803,132694,2621,0,2,14,34,86,198,488,0,2981,0,0,0,0,0,0,0,0,0,0,0,0
95,2860,3458,143084,2583,0,0,0,4,104,300,190,0,2860,0,0,0,0,0,0,0,0,0,0,0,0
96,2141,2689,180346,1887,0,0,4,50,130,248,116,0,2141,0,0,0,0,0,0,0,0,0,0,0,0
97,2274,2408,150494,2213,0,0,0,10,48,34,42,0,2274,0,0,0,0,0,0,0,0,0,0,0,0
98,3176,4056,130078,2810,0,0,0,24,106,238,512,0,3176,0,0,0,0,0,0,0,0,0,0,0,0
99,2122,2280,133558,2052,0,0,0,4,18,66,70,0,2122,0,0,0,0,0,0,0,0,0,0,0,0
100,1783,2533,242432,1440,0,0,2,6,28,50,664,0,1783,0,0,0,0,0,0,0,0,0,0,0,0
101,2178,2588,189836,1989,0,0,8,34,42,78,248,0,2178,0,0,0,0,0,0,0,0,0,0,0,0
102,1880,2306,203136,1679,0,0,0,6,26,160,234,0,1880,0,0,0,0,0,0,0,0,0,1,1,1
103,1448,2068,292048,1167,0,0,0,10,24,114,472,0,1448,0,0,0,0,0,0,0,0,0,0,0,0
104,1815,2549,290378,1481,0,0,0,12,72,116,534,0,1815,1,1,1,0,0,0,0,0,0,0,0,0
105,2051,2747,230454,1716,0,0,0,4,30,130,532,0,2051,0,0,0,0,0,0,0,0,0,0,0,0
106,2346,2540,120342,2250,0,0,6,2,20,22,144,0,2346,0,0,0,0,0,0,0,0,0,0,0,0
107,3198,3948,108988,2843,0,0,0,32,80,176,462,0,3198,0,0,0,0,0,0,0,0,0,0,0,0
108,486,490,808300,484,0,0,0,0,0,0,4,0,486,0,0,0,0,0,0,0,0,0,0,0,0
109,4158,4972,86354,3784,0,0,6,58,150,280,320,0,4158,0,0,0,0,0,0,0,0,0,0,0,0
110,2990,3760,135522,2656,0,0,10,94,182,258,226,0,2990,0,0,0,0,0,0,2,4,1,0,0,0
111,2105,2465,200322,1932,0,0,0,26,64,86,184,0,2105,0,0,0,0,0,0,0,0,0,0,0,0
112,1413,1619,267494,1312,0,0,0,4,18,62,122,0,1413,0,0,0,0,0,0,0,0,0,0,0,0
113,3371,4123,108144,3013,0,0,14,58,136,194,350,0,3371,0,0,0,0,0,0,0,0,0,0,0,0
114,2775,2979,132680,2678,0,0,0,6,36,68,94,0,2775,0,0,0,0,0,0,0,0,0,0,0,0
115,1694,2508,269284,1341,0,0,12,36,22,350,394,0,1694,1,1,1,0,0,0,0,0,0,0,0,0
116,2545,2889,136046,2380,0,0,0,20,82,52,190,0,2545,0,0,0,0,0,0,0,0,0,0,0,0
117,2872,3588,132166,2525,0,4,12,18,140,222,320,0,2872,0,0,0,0,0,0,0,0,0,0,0,0
118,2640,3540,175156,2227,0,0,0,4,242,478,176,0,2640,0,0,0,0,0,0,0,0,0,0,0,0
119,2603,4229,214122,1999,0,0,58,174,246,602,546,0,2603,0,0,0,0,0,0,0,0,0,0,0,0
120,1223,1445,383650,1121,0,0,2,8,28,90,94,0,1223,1,1,1,0,0,0,0,0,0,0,0,0
121,2344,2982,169206,2043,0,2,10,30,66,148,382,0,2344,0,0,0,0,0,0,0,0,0,0,0,0
122,2217,2375,156854,2138,0,0,6,30,36,54,32,0,2217,0,0,0,0,0,0,0,0,0,0,0,0
123,1526,2430,329408,1188,0,0,0,10,50,60,784,0,1526,0,0,0,0,0,0,0,0,0,2,4,1
124,2681,2831,125204,2608,0,0,0,10,16,18,106,0,2681,0,0,0,0,0,0,0,0,0,0,0,0
125,1878,2310,186458,1678,0,0,8,20,76,186,142,0,1878,0,0,0,0,0,0,0,0,0,0,0,0
126,2537,3205,171402,2234,0,0,4,32,70,220,342,0,2537,1,1,1,1,1,1,0,0,0,0,0,0
127,3314,3850,110572,3052,0,0,2,42,96,222,174,0,3314,0,0,0,0,0,0,0,0,0,0,0,0
128,2923,3611,139960,2609,0,0,0,26,62,212,388,0,2923,0,0,0,1,1,1,0,0,0,0,0,0
129,2318,2558,181196,2202,0,0,2,12,34,102,90,0,2318,0,0,0,0,0,0,0,0,0,0,0,0
130,3327,3775,112320,3107,0,0,8,22,54,124,240,0,3327,0,0,0,0,0,0,0,0,0,0,0,0
131,1156,1196,260776,1136,0,0,0,0,2,20,18,0,1156,0,0,0,0,0,0,0,0,0,0,0,0
132,1942,2880,226796,1549,0,0,4,4,40,214,676,0,1942,0,0,0,0,0,0,0,0,0,0,0,0
133,2681,3919,167748,2163,0,0,2,14,94,98,1030,0,2681,0,0,0,0,0,0,0,0,0,0,0,0
134,1281,1733,370784,1076,0,0,0,12,4,70,366,0,1281,0,0,0,0,0,0,0,0,0,0,0,0
135,2684,3664,177912,2240,0,0,2,10,120,250,598,0,2684,0,0,0,0,0,0,0,0,0,0,0,0
136,2762,3264,131132,2526,0,2,6,42,70,176,206,0,2762,0,0,0,0,0,0,0,0,0,0,0,0
137,1956,2090,168704,1895,0,0,0,12,26,38,58,0,1956,0,0,0,0,0,0,0,0,0,0,0,0
138,4589,6027,83928,3979,0,0,34,170,284,422,528,0,4589,0,0,0,0,0,0,0,0,0,0,0,0
139,1178,1194,324534,1170,0,0,2,4,0,2,8,0,1178,0,0,0,0,0,0,0,0,0,0,0,0
140,3557,4477,98020,3124,0,0,10,10,82,212,606,0,3557,0,0,0,0,0,0,0,0,0,0,0,0
141,3615,4427,86352,3237,0,0,2,10,68,290,442,0,3615,0,0,0,0,0,0,0,0,0,0,0,0
142,975,1175,438738,879,0,0,0,0,8,14,178,0,975,0,0,0,0,0,0,0,0,0,0,0,0
143,1890,2040,173496,1818,0,0,4,0,12,38,96,0,1890,0,0,0,0,0,0,0,0,0,0,0,0
144,3357,4249,101964,2964,0,2,6,100,150,244,390,0,3357,0,0,0,0,0,0,0,0,0,0,0,0
145,1228,1266,418034,1209,0,0,0,6,8,12,12,0,1228,0,0,0,0,0,0,0,0,0,0,0,0
146,2253,3187,193300,1881,0,0,0,18,90,378,448,0,2253,0,0,0,0,0,0,0,0,0,0,0,0
147,2001,2375,185232,1830,0,0,2,16,14,114,228,0,2001,0,0,0,0,0,0,1,1,1,0,0,0
148,2123,2791,175980,1819,0,0,0,0,46,156,466,0,2123,0,0,0,0,0,0,0,0,0,0,0,0
149,2592,2888,168708,2452,0,0,0,4,20,184,88,0,2592,0,0,0,2,4,1,0,0,0,0,0,0
150,2646,2900,122532,2520,0,0,0,14,26,124,90,0,2646,0,0,0,0,0,0,0,0,0,0,0,0
151,4900,5750,64118,4495,0,0,16,76,146,214,398,0,4900,0,0,0,0,0,0,0,0,0,0,0,0
152,3059,3461,106230,2873,0,0,4,14,106,174,104,0,3059,0,0,0,0,0,0,0,0,0,0,0,0
153,3472,4846,111732,2855,0,4,8,56,94,336,876,0,3472,0,0,0,0,0,0,0,0,0,0,0,0
154,2299,2573,161978,2166,0,0,2,18,34,88,132,0,2299,0,0,0,0,0,0,0,0,0,0,0,0
155,2668,2822,120426,2597,0,0,0,26,46,62,20,0,2668,0,0,0,0,0,0,1,1,1,0,0,0
156,1356,1620,284202,1236,0,0,0,12,20,78,154,0,1356,0,0,0,0,0,0,0,0,0,1,1,1
157,706,982,654904,582,0,0,0,0,8,26,242,0,706,0,0,0,0,0,0,0,0,0,0,0,0
158,1728,1952,207218,1617,0,0,0,0,26,34,164,0,1728,0,0,0,0,0,0,0,0,0,0,0,0
159,997,1143,432510,928,0,0,0,6,24,26,90,0,997,0,0,0,0,0,0,0,0,0,0,0,0
160,850,1024,614342,773,0,0,0,0,8,64,102,0,850,1,1,1,0,0,0,0,0,0,0,0,0
161,5071,6523,80462,4456,0,0,16,196,382,406,452,0,5071,0,0,0,0,0,0,0,0,0,0,0,0
162,2721,3101,122736,2537,0,0,0,8,32,120,220,0,2721,0,0,0,0,0,0,0,0,0,0,0,0
163,2163,3487,223720,1629,0,0,10,62,108,390,754,0,2163,0,0,0,0,0,0,0,0,0,0,0,0
164,3236,3494,109170,3112,0,0,6,10,32,104,106,0,3236,0,0,0,0,0,0,0,0,0,0,0,0
165,1674,1950,225686,1537,0,0,0,2,60,26,188,0,1674,0,0,0,0,0,0,0,0,0,0,0,0
166,2137,2381,176930,2024,0,0,0,16,64,58,106,0,2137,0,0,0,0,0,0,0,0,0,0,0,0
167,2096,3126,189944,1674,0,6,8,38,120,292,566,0,2096,0,0,0,0,0,0,0,0,0,1,1,1
168,4494,5394,79126,4081,0,0,24,98,202,256,320,0,4494,0,0,0,0,0,0,0,0,0,0,0,0
169,1552,1784,215794,1441,0,0,0,0,10,42,180,0,1552,0,0,0,0,0,0,0,0,0,0,0,0
170,1808,1872,212136,1776,0,0,0,4,14,12,34,0,1808,0,0,0,0,0,0,0,0,0,0,0,0
171,3989,4731,89930,3633,0,2,10,32,170,208,320,0,3989,0,0,0,0,0,0,0,0,0,0,0,0
172,2901,3633,165334,2541,0,0,6,34,66,248,378,0,2901,0,0,0,0,0,0,1,1,1,0,0,0
173,2870,3064,110816,2773,0,0,2,12,42,54,84,0,2870,0,0,0,0,0,0,0,0,0,0,0,0
174,5214,5982,58716,4840,0,0,4,88,188,158,330,0,5214,0,0,0,0,0,0,0,0,0,0,0,0
175,1466,1760,303120,1331,0,0,0,18,24,80,172,0,1466,0,0,0,0,0,0,0,0,0,0,0,0
176,1018,1276,484038,895,0,0,0,8,16,10,224,0,1018,1,1,1,0,0,0,0,0,0,0,0,0
177,1512,1776,304904,1388,0,0,0,4,52,48,160,0,1512,0,0,0,0,0,0,0,0,0,0,0,0
178,4104,4616,87976,3858,0,4,12,42,98,88,268,0,4104,0,0,0,1,1,1,0,0,0,0,0,0
179,1654,2044,259952,1472,0,0,0,0,38,130,222,0,1654,0,0,0,0,0,0,0,0,0,0,0,0
180,2428,2756,160880,2266,0,0,0,4,18,44,262,0,2428,0,0,0,0,0,0,0,0,0,0,0,0
181,3051,3401,114870,2881,0,0,4,12,54,166,114,0,3051,0,0,0,0,0,0,0,0,0,0,0,0
182,2285,2835,208336,2037,0,0,2,26,106,116,300,0,2285,0,0,0,0,0,0,0,0,0,0,0,0
183,2846,3008,105608,2766,0,0,0,2,8,30,122,0,2846,0,0,0,0,0,0,0,0,0,0,0,0
184,2371,2603,161034,2255,0,0,0,2,6,44,180,0,2371,0,0,0,0,0,0,0,0,0,0,0,0
185,1913,2535,234216,1617,0,0,0,6,40,126,450,0,1913,0,0,0,0,0,0,0,0,0,0,0,0
186,2858,3196,102490,2695,0,0,2,6,16,160,154,0,2858,0,0,0,0,0,0,0,0,0,0,0,0
187,2708,3194,150660,2471,0,0,2,24,108,182,170,0,2708,0,0,0,0,0,0,0,0,0,0,0,0
188,1529,2055,223758,1308,0,0,2,2,76,150,296,0,1529,0,0,0,0,0,0,0,0,0,0,0,0
189,2458,3134,152352,2157,0,0,2,10,48,264,352,0,2458,0,0,0,0,0,0,0,0,0,0,0,0
190,1443,2193,339104,1120,0,0,0,4,34,288,424,0,1443,0,0,0,0,0,0,0,0,0,1,1,1
191,1506,1928,265462,1312,0,0,0,6,82,64,270,0,1506,0,0,0,0,0,0,0,0,0,1,1,1
192,2511,2907,122306,2329,0,0,2,32,28,92,242,0,2511,0,0,0,0,0,0,0,0,0,0,0,0
193,1199,1447,333880,1082,0,0,0,0,22,38,188,0,1199,0,0,0,0,0,0,0,0,0,0,0,0
194,2230,2636,185032,2033,0,0,0,6,70,166,164,0,2230,0,0,0,0,0,0,2,4,1,0,0,0
195,2440,3090,163026,2146,0,0,6,34,86,158,366,0,2440,0,0,0,0,0,0,0,0,0,0,0,0
196,1628,1894,233280,1497,0,0,0,2,32,82,150,0,1628,0,0,0,0,0,0,0,0,0,0,0,0
197,2296,2532,150140,2185,0,0,0,22,22,158,34,0,2296,0,0,0,0,0,0,0,0,0,0,0,0
198,1993,2621,190506,1692,0,0,4,14,52,300,258,0,1993,0,0,0,0,0,0,0,0,0,0,0,0
199,2191,2439,137890,2074,0,0,2,6,50,22,168,0,2191,0,0,0,0,0,0,0,0,0,0,0,0
200,1755,2209,249744,1550,0,0,0,22,70,70,292,0,1755,0,0,0,0,0,0,0,0,0,0,0,0
201,1108,1182,335916,1071,0,0,0,10,6,12,46,0,1108,0,0,0,0,0,0,0,0,0,0,0,0
202,1889,2257,276812,1712,0,0,0,0,10,118,240,0,1889,0,0,0,0,0,0,0,0,0,0,0,0
203,1629,1711,183472,1589,0,4,2,8,18,30,20,0,1629,0,0,0,0,0,0,0,0,0,0,0,0
204,2618,3160,152662,2368,0,0,4,14,36,90,398,0,2618,0,0,0,0,0,0,0,0,0,0,0,0
205,2777,3563,143622,2417,0,0,0,18,86,100,582,0,2777,0,0,0,0,0,0,0,0,0,1,1,1
206,1819,2073,229790,1704,0,2,12,32,50,74,84,0,1819,0,0,0,0,0,0,0,0,0,0,0,0
207,2561,3591,164568,2082,0,0,4,14,58,218,736,0,2561,0,0,0,0,0,0,0,0,0,0,0,0
208,3799,4699,101080,3369,0,2,16,46,138,340,358,0,3799,0,0,0,1,1,1,0,0,0,1,1,1
209,2890,3720,122782,2527,0,0,2,18,84,118,608,0,2890,0,0,0,0,0,0,0,0,0,0,0,0
210,3114,3386,106892,2982,0,0,0,8,50,82,132,0,3114,0,0,0,0,0,0,0,0,0,0,0,0
211,942,1238,419902,797,0,0,0,4,8,44,240,0,942,0,0,0,0,0,0,0,0,0,0,0,0
212,2328,3266,198494,1919,0,0,0,16,16,300,606,0,2328,0,0,0,0,0,0,0,0,0,0,0,0
213,2235,2725,163770,2004,0,0,4,0,86,112,288,0,2235,0,0,0,0,0,0,0,0,0,0,0,0
214,1815,2509,200914,1508,0,0,4,14,36,60,580,0,1815,0,0,0,0,0,0,0,0,0,0,0,0
215,3020,3682,137060,2725,0,0,0,40,74,136,412,0,3020,0,0,0,0,0,0,0,0,0,0,0,0
216,1537,1783,281444,1416,0,0,0,10,56,96,84,0,1537,0,0,0,0,0,0,0,0,0,0,0,0
217,1799,2623,381048,1499,0,0,0,12,166,310,336,0,1799,0,0,0,1,1,1,0,0,0,5,25,1
218,3821,4869,98718,3333,0,0,4,64,120,414,446,0,3821,1,1,1,0,0,0,2,4,1,0,0,0
219,3006,3366,121238,2830,0,0,0,2,38,142,178,0,3006,0,0,0,0,0,0,0,0,0,0,0,0
220,1329,1881,384504,1090,0,0,0,6,4,72,470,0,1329,0,0,0,0,0,0,0,0,0,0,0,0
221,3888,4490,88086,3610,0,2,2,52,102,76,368,0,3888,0,0,0,0,0,0,0,0,0,0,0,0
222,913,1107,448394,817,0,0,0,0,6,92,96,0,913,0,0,0,0,0,0,0,0,0,0,0,0
223,3713,4757,131586,3246,0,0,8,54,302,538,142,0,3713,0,0,0,0,0,0,1,1,1,0,0,0
224,3293,4805,134122,2657,0,2,4,78,82,562,784,0,3293,0,0,0,0,0,0,0,0,0,0,0,0
225,2579,3815,180732,2077,0,2,18,30,194,356,636,0,2579,0,0,0,0,0,0,0,0,0,0,0,0
226,1817,1973,193616,1742,0,0,0,0,48,60,48,0,1817,0,0,0,0,0,0,0,0,0,0,0,0
227,3598,4906,117584,3059,0,6,16,120,254,242,670,0,3598,0,0,0,0,0,0,0,0,0,0,0,0
228,2321,2767,173186,2109,0,0,0,32,58,190,166,0,2321,0,0,0,0,0,0,0,0,0,0,0,0
229,4459,5525,74752,3964,0,0,8,32,72,264,690,0,4459,0,0,0,0,0,0,0,0,0,0,0,0
230,2354,2870,155228,2121,0,0,4,34,76,100,302,0,2354,0,0,0,0,0,0,0,0,0,0,0,0
231,2757,3177,126120,2559,0,0,0,14,48,156,202,0,2757,0,0,0,0,0,0,0,0,0,0,0,0
232,2252,2708,149464,2032,0,0,0,4,58,224,170,0,2252,0,0,0,0,0,0,0,0,0,0,0,0
233,2384,2488,165672,2332,0,0,0,0,14,64,26,0,2384,0,0,0,0,0,0,0,0,0,0,0,0
234,1275,1895,311648,1002,0,2,6,12,70,196,334,0,1275,1,1,1,0,0,0,0,0,0,0,0,0
235,1902,2394,166280,1669,0,0,2,16,24,110,340,0,1902,0,0,0,0,0,0,0,0,0,0,0,0
236,2253,2829,181068,1981,0,2,6,14,70,134,350,0,2253,0,0,0,0,0,0,0,0,0,0,0,0
237,2468,2620,147762,2392,0,0,6,22,24,32,68,0,2468,0,0,0,0,0,0,0,0,0,0,0,0
238,1450,2120,308916,1144,0,0,0,12,48,106,504,0,1450,0,0,0,0,0,0,0,0,0,0,0,0
239,1129,1485,434960,957,0,0,0,0,26,80,250,0,1129,0,0,0,0,0,0,0,0,0,0,0,0
240,4274,5704,112544,3670,0,8,16,80,240,562,524,0,4274,0,0,0,0,0,0,0,0,0,0,0,0
